"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"HOM194804160","HOM","0","2","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","value","","4","","","","","","","","","","","","","","","","27","","","","","","","9","","","","","","","","","","27","","0","","0","","","","","","","","","","","poped101","","","","","","","","","","19480416","0","RKM01","BLG","L","exhibition","","1948"
"HOM194804160","HOM","0","2","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","lower","","4","","","","","","","","","","","","","","","","27","","","","","","","9","","","","","","","","","","27","","0","","0","","","","","","","","","","","poped101","","","","","","","","","","19480416","0","RKM01","BLG","L","exhibition","","1948"
"HOM194804160","HOM","0","2","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","upper","","4","","","","","","","","","","","","","","","","27","","","","","","","9","","","","","","","","","","27","","0","","0","","","","","","","","","","","poped101","","","","","","","","","","19480416","0","RKM01","BLG","L","exhibition","","1948"
"BLG194804180","HOM","1","0","1","0","3","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","value","29","5","6","0","0","0","","0","1","1","7","","","3","","","0","27","","41","10","3","0","1","4","4","7","","2","0","0","0","0","","27","","0","1","0","0","marql101","banks101","thurb101","leonb101","eastl101","fielw101","sosav101","brucc101","smitw106","smitw106","sosav101","leonb101","brucc101","fielw101","eastl101","banks101","marql101","thurb101","","19480418","0","BAL14","BLG","W","exhibition","y","1948"
"BLG194804180","HOM","1","0","1","0","3","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","lower","29","5","6","0","0","0","","0","1","1","","","","3","","","0","27","","38","10","3","0","1","4","4","7","","2","0","0","0","0","","27","","0","1","0","0","marql101","banks101","thurb101","leonb101","eastl101","fielw101","sosav101","brucc101","smitw106","smitw106","sosav101","leonb101","brucc101","fielw101","eastl101","banks101","marql101","thurb101","","19480418","0","BAL14","BLG","W","exhibition","y","1948"
"BLG194804180","HOM","1","0","1","0","3","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","upper","29","5","6","0","0","0","","0","1","1","","","","3","","","0","27","","41","10","3","0","1","4","4","7","","2","0","0","0","0","","27","","0","1","0","0","marql101","banks101","thurb101","leonb101","eastl101","fielw101","sosav101","brucc101","smitw106","smitw106","sosav101","leonb101","brucc101","fielw101","eastl101","banks101","marql101","thurb101","","19480418","0","BAL14","BLG","W","exhibition","y","1948"
"HOM194804250","HOM","3","0","2","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","2","value","30","6","8","1","1","1","6","0","","0","5","","","0","","","0","27","","44","9","0","0","0","8","","6","","1","0","0","0","0","","27","","1","0","0","0","marql101","banks101","parkt101","leonb101","fielw101","eastl101","sosav101","brucc101","thomf110","thomf110","sosav101","leonb101","brucc101","fielw101","banks101","eastl101","marql101","parkt101","","19480425","0","WAS09","BLG","L","exhibition","y","1948"
"HOM194804250","HOM","3","0","2","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","2","lower","30","6","8","1","1","1","6","0","","0","","","","0","","","0","27","","38","9","0","0","0","8","","","","1","0","0","0","0","","27","","1","0","0","0","marql101","banks101","parkt101","leonb101","fielw101","eastl101","sosav101","brucc101","thomf110","thomf110","sosav101","leonb101","brucc101","fielw101","banks101","eastl101","marql101","parkt101","","19480425","0","WAS09","BLG","L","exhibition","y","1948"
"HOM194804250","HOM","3","0","2","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","2","upper","30","6","8","1","1","1","6","0","","0","","","","0","","","0","27","","44","9","0","0","0","8","","","","1","0","0","0","0","","27","","1","0","0","0","marql101","banks101","parkt101","leonb101","fielw101","eastl101","sosav101","brucc101","thomf110","thomf110","sosav101","leonb101","brucc101","fielw101","banks101","eastl101","marql101","parkt101","","19480425","0","WAS09","BLG","L","exhibition","y","1948"
"HOM194804290","HOM","3","2","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","value","","8","12","","","","","","","","","","","","","","","27","","","5","","","1","3","","","","","","","","","","27","","2","","0","","","","","","","","","","","thurb101","gastr101","","","","","","","","","19480429","0","PIT06","BLG","W","regular","","1948"
