"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"HWS194307041","HWS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","4","","","","","","","","","","","","","","","","27","","","2","1","1","","6","","","","","","","","","","27","","0","","0","","","","","","","","","","","deand102","","","","","","","","","","19430704","1","CIN07","HSL","L","exhibition","","1943"
"HWS194307041","HWS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","4","","","","","","","","","","","","","","","","27","","","2","1","1","","6","","","","","","","","","","27","","0","","0","","","","","","","","","","","deand102","","","","","","","","","","19430704","1","CIN07","HSL","L","exhibition","","1943"
"HWS194307041","HWS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","4","","","","","","","","","","","","","","","","27","","","2","1","1","","6","","","","","","","","","","27","","0","","0","","","","","","","","","","","deand102","","","","","","","","","","19430704","1","CIN07","HSL","L","exhibition","","1943"
"HWS194307042","HWS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","5","1","","","","","","","","","","","","","","","21","","","","","","","4","","","","","","","","","","21","","0","","0","","","","","","","","","","","peckh102","","","","","","","","","","19430704","2","CIN07","HSL","W","exhibition","","1943"
"HWS194307042","HWS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","5","1","","","","","","","","","","","","","","","21","","","","","","","4","","","","","","","","","","21","","0","","0","","","","","","","","","","","peckh102","","","","","","","","","","19430704","2","CIN07","HSL","W","exhibition","","1943"
"HWS194307042","HWS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","5","1","","","","","","","","","","","","","","","21","","","","","","","4","","","","","","","","","","21","","0","","0","","","","","","","","","","","peckh102","","","","","","","","","","19430704","2","CIN07","HSL","W","exhibition","","1943"
"HSL194307110","HWS","0","0","0","0","0","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","8","value","35","2","4","0","0","0","1","2","","0","6","","","2","","","0","31","","42","8","0","0","0","3","","2","","2","0","0","0","1","","31","18","3","1","0","0","yotee101","lipir101","powlh101","collr101","meidc101","heyla101","stacp101","snydb101","peckh102","peckh102","collr101","stacp101","snydb101","yotee101","lipir101","heyla101","powlh101","meidc101","","19430711","0","HRB01","HSL","L","exhibition","y","1943"
"HSL194307110","HWS","0","0","0","0","0","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","8","lower","35","2","4","0","0","0","1","2","","0","","","","2","","","0","31","","39","8","0","0","0","3","","2","","2","0","0","0","1","","31","18","3","1","0","0","yotee101","lipir101","powlh101","collr101","meidc101","heyla101","stacp101","snydb101","peckh102","peckh102","collr101","stacp101","snydb101","yotee101","lipir101","heyla101","powlh101","meidc101","","19430711","0","HRB01","HSL","L","exhibition","y","1943"
"HSL194307110","HWS","0","0","0","0","0","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","8","upper","35","2","4","0","0","0","1","2","","0","","","","2","","","0","31","","42","8","0","0","0","3","","2","","2","0","0","0","1","","31","18","3","1","0","0","yotee101","lipir101","powlh101","collr101","meidc101","heyla101","stacp101","snydb101","peckh102","peckh102","collr101","stacp101","snydb101","yotee101","lipir101","heyla101","powlh101","meidc101","","19430711","0","HRB01","HSL","L","exhibition","y","1943"
"HSL194307130","HWS","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","value","","4","","","","","","","","","","","","","","","","24","","","","","","","7","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19430713","0","UNI01","HSL","L","exhibition","","1943"
