"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"BIR194704180","CVB","BIR","MTG01","19470418","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","11","10","CVB","BIR","y","both","","","1947"
"MEM194704190","CVB","MEM","FTW01","19470419","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","14","3","CVB","MEM","","","","","1947"
"CAG194704200","CVB","CAG","LRK02","19470420","0","","day","","","","","","","","","","","","","","","","","","","","","brewc102","johnl108","","exhibition","3","2","CVB","CAG","y","both","","","1947"
"CAG194704271","CVB","CAG","CHI10","19470427","1","","","","","","","","3000","","","","","","","","","","","","","","","woods103","bumpe101","","exhibition","9","0","CVB","CAG","y","both","","","1947"
"CAG194704272","CVB","CAG","CHI10","19470427","2","","","","","","","","3000","","","","","","","","","","","","","","","willc108","johnl108","","exhibition","4","3","CVB","CAG","y","both","","","1947"
"CAG194704290","CVB","CAG","HUN01","19470429","0","","night","","","","","","","","","","","","","","","","","","","","","woods103","jessg101","","exhibition","8","1","CVB","CAG","y","p","","","1947"
"CVB194705040","BIR","CVB","CLE06","19470504","0","0:00PM","day","","","false","","125","6623","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","clarw103","polln102","","regular","4","9","CVB","BIR","y","both","y","y","1947"
"CVB194705060","BIR","CVB","DAY03","19470506","0","","night","","","","","","","","","","","","","","","","","","","","","newbj101","brewc102","","regular","6","2","BIR","CVB","y","both","","","1947"
"CVB194705080","BIR","CVB","HUN01","19470508","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","8","3","BIR","CVB","y","","","","1947"
"IN9194705111","CVB","IN9","IND10","19470511","1","","day","","","","","","6500","","","","","","","","","","","","","","","quint103","clarw103","","regular","6","7","IN9","CVB","y","both","","","1947"
