"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BLG194003310","BLG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","2","5","","","","","","","","","","","","","","","27","","","19","4","1","1","13","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19400331","0","ATL05","NY5","L","exhibition","","1940"
"BLG194003310","BLG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","2","5","","","","","","","","","","","","","","","27","","","19","4","1","1","13","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19400331","0","ATL05","NY5","L","exhibition","","1940"
"BLG194003310","BLG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","2","5","","","","","","","","","","","","","","","27","","","19","4","1","1","13","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19400331","0","ATL05","NY5","L","exhibition","","1940"
"BLG194004071","BLG","3","0","0","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","","9","value","35","6","9","1","0","0","6","1","","0","3","","","2","","","0","27","","37","7","1","0","0","1","","4","","6","0","0","0","0","","27","14","3","0","0","1","kimbh102","snowf101","hughs101","hoskb101","robin102","moorr104","buttt102","campr102","hubew101","hubew101","campr102","moorr104","hughs101","snowf101","buttt102","hoskb101","kimbh102","robin102","","19400407","1","NOL01","MEM","W","exhibition","y","1940"
"BLG194004071","BLG","3","0","0","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","","9","lower","35","6","9","1","0","0","6","1","","0","","","","2","","","0","27","","33","7","1","0","0","1","","4","","6","0","0","0","0","","27","14","3","0","0","1","kimbh102","snowf101","hughs101","hoskb101","robin102","moorr104","buttt102","campr102","hubew101","hubew101","campr102","moorr104","hughs101","snowf101","buttt102","hoskb101","kimbh102","robin102","","19400407","1","NOL01","MEM","W","exhibition","y","1940"
"BLG194004071","BLG","3","0","0","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","","9","upper","35","6","9","1","0","0","6","1","","0","","","","2","","","0","27","","37","7","1","0","0","1","","4","","6","0","0","0","0","","27","14","3","0","0","1","kimbh102","snowf101","hughs101","hoskb101","robin102","moorr104","buttt102","campr102","hubew101","hubew101","campr102","moorr104","hughs101","snowf101","buttt102","hoskb101","kimbh102","robin102","","19400407","1","NOL01","MEM","W","exhibition","y","1940"
"BLG194004072","BLG","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","8","value","27","1","5","0","1","0","1","1","","0","2","","","0","","","0","21","","39","12","4","0","0","15","","8","","2","0","1","1","0","","21","9","2","3","0","2","scalg101","hughs101","hoskb101","armsj101","robin102","moorr104","buttt102","marcz101","murru101","murru101","marcz101","moorr104","hughs101","scalg101","buttt102","hoskb101","robin102","armsj101","","19400407","2","NOL01","MEM","L","exhibition","y","1940"
"BLG194004072","BLG","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","8","lower","27","1","5","0","1","0","1","0","","0","","","","0","","","0","21","","31","12","4","0","0","15","","8","","2","0","1","1","0","","21","9","2","3","0","2","scalg101","hughs101","hoskb101","armsj101","robin102","moorr104","buttt102","marcz101","murru101","murru101","marcz101","moorr104","hughs101","scalg101","buttt102","hoskb101","robin102","armsj101","","19400407","2","NOL01","MEM","L","exhibition","y","1940"
"BLG194004072","BLG","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","8","upper","27","1","5","0","1","0","1","1","","0","","","","0","","","0","21","","39","12","4","0","0","15","","8","","2","0","1","1","0","","21","9","2","3","0","2","scalg101","hughs101","hoskb101","armsj101","robin102","moorr104","buttt102","marcz101","murru101","murru101","marcz101","moorr104","hughs101","scalg101","buttt102","hoskb101","robin102","armsj101","","19400407","2","NOL01","MEM","L","exhibition","y","1940"
"BLG194004080","BLG","1","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","7","value","31","3","6","1","0","0","3","0","","0","3","","","1","","","0","27","","36","8","2","0","0","2","","3","","2","1","1","0","2","","27","18","2","1","0","1","armsj101","snowf101","hughs101","hoskb101","moorr104","robin102","buttt102","campr102","barnb105","barnb105","campr102","moorr104","hughs101","snowf101","buttt102","hoskb101","armsj101","robin102","","19400408","0","NOL01","MEM","W","exhibition","y","1940"
"BLG194004080","BLG","1","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","7","lower","31","3","6","1","0","0","3","0","","0","","","","1","","","0","27","","30","8","2","0","0","2","","3","","2","1","1","0","2","","27","18","2","1","0","1","armsj101","snowf101","hughs101","hoskb101","moorr104","robin102","buttt102","campr102","barnb105","barnb105","campr102","moorr104","hughs101","snowf101","buttt102","hoskb101","armsj101","robin102","","19400408","0","NOL01","MEM","W","exhibition","y","1940"
