"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"CIA194404100","CIA","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","1","5","","","","","","","","","","","","","","","","27","","","8","","","","5","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","overa101","haywb102","","","","","","","","","19440410","0","MTG01","BIR","l","exhibition","","1944"
"KCM194404161","CIA","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","1","1","","","1","1","","","","","","","","","","","","24","","","12","1","","","5","","","","","","","","","","","","","24","","2","","0","","","","","","","","","","","","","","robes104","bassp101","","","","","","","","","19440416","1","NOL01","KCM","l","exhibition","","1944"
"KCM194404162","CIA","0","0","2","0","0","2","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","7","","","","","","","","","","","","","","","","18","","","8","","","","5","","","","","","","","","","","","","18","","3","","0","","","","","","","","","","","","","","overa101","haywb102","","","","","","","","","19440416","2","NOL01","KCM","t","exhibition","","1944"
"KCM194404170","CIA","0","0","0","0","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","11","","value","40","35","2","7","2","0","0","2","0","","0","5","","15","1","","","0","","24","","39","12","0","0","0","6","","0","0","6","2","0","0","2","0","1","","0","24","","1","0","0","0","0","1","","merch101","xiqul101","ray-j102","jackb106","harpd101","smith113","hallb110","bassp101","ruiza101","ruiza101","bassp101","jackb106","hallb110","ray-j102","smith113","merch101","xiqul101","harpd101","","19440417","0","HOU04","KCM","l","exhibition","y","1944"
"KCM194404180","CIA","1","0","5","2","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","9","14","","","","","","","","","","","","","","","","27","","","10","","","1","8","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","murrc101","haywb102","","","","","","","","","19440418","0","HOU04","KCM","w","exhibition","","1944"
"CIA194404190","CIA","0","0","0","1","4","0","3","0","","","","","","","","","","","","","","","","","","","","","","","value","","","8","13","","","","","","","","","","","","","","","","27","","","6","","","","3","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","ruiza101","haywb102","","","","","","","","","19440419","0","SAT01","KCM","w","exhibition","","1944"
"CIA194404210","CIA","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","1","1","","1","","1","","","","","","","","","","","","27","","","12","","","","12","","","","","","","","","","","","","27","","7","","0","","","","","","","","","","","","","","","","","","","","","","","","19440421","0","FTW01","KCM","l","exhibition","","1944"
"KCM194404231","CIA","0","4","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","6","","","","","","","","","","","","","","","","21","","","5","","","","1","","","","","","","","","","","","","21","","1","","0","","","","","","","","","","","","","","davir103","haywb102","","","","","","","","","19440423","1","DAL01","KCM","w","exhibition","","1944"
"KCM194404232","CIA","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","0","1","","","","0","","","","","","11","","","","","","18","","","5","","","","4","","","","","","","","","","","","","18","","2","","0","","","","","","","","","","","","","","bassp101","haywb102","","","","","","","","","19440423","2","DAL01","KCM","l","exhibition","","1944"
"CIA194404240","CIA","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","value","","","1","4","","","","","","","","3","","","","","","","","27","","","20","8","","2","17","","9","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","overa101","haywb102","","","","","","","","","19440424","0","MUS01","KCM","l","exhibition","","1944"
"KCM194404250","CIA","1","2","0","0","0","2","0","0","4","","","","","","","","","","","","","","","","","","","","12","","value","48","41","9","11","1","2","0","6","0","0","0","7","0","10","0","","","0","","24","","42","12","2","0","1","10","4","4","","1","0","0","0","0","","0","","0","24","18","4","0","0","0","0","0","","merch101","xiqul101","smith113","cannw101","ray-j102","hallb110","vazqa101","bassp101","ruiza101","ruiza101","bassp101","vazqa101","hallb110","cannw101","smith113","xiqul101","merch101","ray-j102","","19440425","0","OKC02","KCM","l","exhibition","y","1944"
"KCM194404260","CIA","0","0","4","0","4","0","0","0","2","","","","","","","","","","","","","","","","","","","","9","","value","46","41","10","12","2","0","0","9","0","","0","5","","3","0","","","0","","27","","41","10","0","0","0","5","5","6","0","4","0","0","0","0","0","0","","0","27","12","3","2","0","0","0","0","","merch101","xiqul101","smith113","hallb110","ray-j102","ruiza101","vazqa101","bassp101","edwaw101","edwaw101","bassp101","vazqa101","ruiza101","hallb110","smith113","xiqul101","merch101","ray-j102","","19440426","0","OKC02","KCM","w","exhibition","y","1944"
"KCM194404270","CIA","0","0","0","2","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","9","","","","","","","","","","","","","","","","24","","","12","","","","4","","","","","","","","","","","","","24","","3","","0","","","","","","","","","","","","","","davir103","bassp101","","","","","","","","","19440427","0","DAL01","KCM","l","exhibition","","1944"
"BIR194404301","CIA","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","value","","","0","6","","","","","","","","","","","","","","","","32","","","7","1","","","1","","","","","","","","","","","","","32","","3","","0","","","","","","","","","","","","","","davir103","haywb102","","","","","","","","","19440430","1","BIR01","BIR","l","exhibition","","1944"
"BIR194404302","CIA","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","5","","","","","","","","","","","","","","","","18","","","10","","","","9","","","","","","","","","","","","","18","","1","","0","","","","","","","","","","","","","","robes104","haywb102","","","","","","","","","19440430","2","BIR01","BIR","l","exhibition","","1944"
"CIA194405071","CIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","","","","","","","","","","","","","","","","","27","","","3","","","","1","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","davir103","","","","","","","","","","19440507","1","LOU05","CVB","w","regular","","1944"
"CIA194405072","CIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","","","","","","","","","","","","","","","","","27","","","6","","","","2","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","ruiza101","","","","","","","","","","19440507","2","LOU05","CVB","w","regular","","1944"
