"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"MEM194903270","NY6","MEM","MEM02","19490327","0","","","","","FALSE","","","","","","","","","","","","","","","","","","","","","exhibition","4","6","MEM","NY6","y","both","","","","1949"
"MEM194904010","NY6","MEM","GRE01","19490401","0","0:00PM","night","","","false","","120","700","unknown","unknown","unknown","0","unknown","-1","","","longr102","westw901","","","","","piloj101","jenkp101","hutcw101","exhibition","3","7","MEM","NY6","y","both","y","y","d","1949"
"MEM194904030","CAG","MEM","MEM02","19490403","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","3","3","","","y","both","","","","1949"
"MEM194904070","CAG","MEM","GRE01","19490407","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","harri101","","","exhibition","0","2","MEM","CAG","","","","","","1949"
"MEM194904080","CAG","MEM","MEM02","19490408","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","7","7","","","","","","","","1949"
"MEM194904100","HOE","MEM","MEM02","19490410","0","","","","","FALSE","","","","","","","","","","","","","","","","","","","","","exhibition","5","6","MEM","HOE","y","both","","","","1949"
"MEM194904112","NY6","MEM","MEM02","19490411","2","","","7","","FALSE","","","","","","","","","","","","","","","","","","","","","exhibition","9","1","NY6","MEM","y","both","","","","1949"
"MEM194904140","HOE","MEM","GRE01","19490414","0","","night","","","FALSE","","","1106","","","","","","","","","","","","","","","","","","exhibition","16","5","HOE","MEM","","","","","","1949"
"MEM194904160","LCB","MEM","TUP01","19490416","0","","","","","FALSE","","","","","","","","","","","","","","","","","","browt105","wootn101","","exhibition","12","3","LCB","MEM","y","both","","","","1949"
"MEM194904170","LCB","MEM","MEM02","19490417","0","","day","","","","","","3500","","","","","","","","","","","","","","","hutcw101","brewc102","","exhibition","5","18","MEM","LCB","y","both","","","","1949"
"MEM194904180","LCB","MEM","MEM02","19490418","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","3","4","MEM","LCB","","","","","","1949"
"MEM194904200","LCB","MEM","MUS01","19490420","0","","night","","","FALSE","","","","","","","","","","","","","","","","","","woods103","brewc102","","exhibition","3","4","MEM","LCB","y","both","","","","1949"
"MEM194904220","LCB","MEM","LRK02","19490422","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","8","10","MEM","LCB","","","","","","1949"
"MEM194904241","NY6","MEM","MEM02","19490424","1","","day","","","FALSE","","","3700","","","","","","","","","","","","","","","hutcw101","barnd101","","exhibition","1","2","MEM","NY6","y","both","","","","1949"
