"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"ATN193804240","ATN","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","4","","value","32","30","1","8","0","0","0","1","0","0","0","2","0","2","0","1","2","0","0","27","0","44","12","2","0","0","4","2","3","0","3","0","0","0","0","0","2","1","0","27","12","3","0","0","0","0","2","1","kempg101","hollf101","hadlr101","pelhd101","greej108","glenh102","moorr104","popee101","mitcb104","mitcb104","greej108","moorr104","kempg101","glenh102","pelhd101","hollf101","hadlr101","popee101","","19380424","0","ATL04","HOM","l","exhibition","y","1938"
"MEM193805011","ATN","1","0","2","0","0","4","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","value","","","7","","","","","","","","","","","","","","","","","30","","","","","","","8","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","dixoe101","greej108","","","","","","","","","19380501","1","MEM02","MEM","l","exhibition","","1938"
"MEM193805012","ATN","0","1","0","0","3","0","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fernb101","greej108","","","","","","","","","19380501","2","MEM02","MEM","l","exhibition","","1938"
"MEM193805020","ATN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","0","5","","","0","0","","","","","","","","","","","","24","","","","","","","8","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","19380502","0","MEM02","MEM","l","exhibition","","1938"
"ATN193805090","ATN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","6","11","","","","","","","","","","","","","","","","27","","","6","","","","3","","","","6","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19380509","0","ELB01","CAG","w","exhibition","","1938"
"JAX193805230","ATN","1","2","0","1","4","0","1","2","0","","","","","","","","","","","","","","","","","","","","9","","value","47","42","11","15","1","0","0","","1","","0","4","","","","","","","","27","","41","9","1","1","1","6","","4","","","0","","","0","","","","","27","16","3","","","","","","","hollf101","jackb104","reevd101","willn103","davib109","pelhd101","moorr104","glenh102","howar101","howar101","willn103","moorr104","davib109","glenh102","jackb104","hollf101","pelhd101","reevd101","","19380523","0","JKV01","JAX","w","regular","y","1938"
"KCM193806070","ATN","0","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","1","6","","","0","","","","","","","","","","","","","24","","","8","1","","0","3","","","","","","","","","","","","","24","","1","","","","","","","","","","","","","","","","howat101","greej108","","","glenh102","","","","","","19380607","0","OKC01","KCM","l","regular","","1938"
"ATN193806130","ATN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","8","","","","1","","","","","","","","","","","","","27","","","","","","2","13","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","howar101","","moorr104","","","","","","","","19380613","0","ELB01","IN7","l","exhibition","","1938"
"MEM193806270","ATN","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","3","7","","","","","","","","","","","","","","","","24","24","","9","","","","6","","","","","","","","","","","","","24","","3","","","","","","","","","","","","","","","","dixoe101","","","","","","","","","","19380627","0","MEM02","MEM","l","regular","","1938"
"MEM193806270","ATN","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","lower","30","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","24","","3","","","","","","","","","","","","","","","","dixoe101","","","","","","","","","","19380627","0","MEM02","MEM","l","regular","","1938"
