"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"KCM194204120","JAX","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","1","5","","","","","","","","","","","","","","","","24","","","15","1","3","","12","","","","","","","","","","","","","24","","2","","0","","","","","","","","","","","","","","henrp101","barnh102","","","","","","","","","19420412","0","HOU04","KCM","l","exhibition","","1942"
"KCM194204140","JAX","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","0","4","0","0","0","0","0","","0","4","","6","0","","","0","","24","","","10","6","0","1","9","","4","","5","0","0","0","0","","","","0","24","","2","0","0","0","0","","","","","","","","","","","","alleh106","britg103","","","","","","","","","19420414","0","PTA01","KCM","l","exhibition","","1942"
"KCM194204150","JAX","3","0","0","3","0","1","0","0","2","","","","","","","","","","","","","","","","","","","","","","value","","","9","10","1","0","0","","0","","0","3","","7","1","","","0","","24","","","7","1","0","0","10","","3","","7","0","0","0","0","","","","0","24","","3","0","0","0","0","","","","","","","","","","","","philn101","royaj101","","","","","","","","","19420415","0","PTA01","KCM","l","exhibition","","1942"
"KCM194204160","JAX","2","5","0","0","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","","value","","","9","10","5","1","1","","0","","2","5","","6","0","","","0","","24","","","21","4","1","1","19","","4","","1","0","0","0","0","","","","0","24","","3","0","0","0","0","","","","","","","","","","","","pattu101","royaj101","","","","","","","","","19420416","0","PTA01","KCM","l","exhibition","","1942"
"CCB194204200","JAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","","","","","","","","","","","","","","","","","24","","","","","","","8","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19420420","0","PTX01","CCB","l","exhibition","","1942"
"CCB194204210","JAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","9","","","","","","","","","","","","","","","","","27","","","","","","","3","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19420421","0","PTX01","CCB","w","exhibition","","1942"
"CCB194204220","JAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","5","","","","","","","","","","","","","","","","42","","","5","","","","3","","","","","","","","","","","","","42","","0","5","0","","","","","","","","","","","","","","henrp101","","","","","","","","","","19420422","0","PTX01","CCB","t","exhibition","","1942"
"MEM194204261","JAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","","","","","","","","","","","","","","","","","24","","","1","","","1","2","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19420426","1","MEM02","MEM","l","exhibition","","1942"
"MEM194204262","JAX","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","0","1","","","","0","","","","","","","","","","","","18","","","","","","","2","","","","","","","","","","","","","18","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19420426","2","MEM02","MEM","l","exhibition","","1942"
"CAG194205031","JAX","0","1","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","2","8","","1","1","","","","","","","","","","","","","24","","","10","","","","6","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","henrp101","britg103","","","","","","","","","19420503","1","OKC01","CAG","l","exhibition","","1942"
"CAG194205032","JAX","1","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","7","","","","","","","","","","","","","","","","18","","","8","","","","4","","","","","","","","","","","","","18","","0","","0","","","","","","","","","","","","","","alleh106","royaj101","","","","","","","","","19420503","2","OKC01","CAG","l","exhibition","","1942"
"BIR194205101","JAX","0","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","9","","value","38","31","2","6","0","1","0","","0","0","1","6","0","2","0","","","0","","24","","41","12","0","0","0","9","","6","0","0","0","1","0","1","0","3","","2","24","14","4","1","0","2","1","3","","ray-j102","woodp104","clevd101","andrj104","royaj101","canaj102","smith113","lamac101","henrp101","henrp101","royaj101","canaj102","smith113","woodp104","lamac101","andrj104","ray-j102","clevd101","","19420510","1","BIR01","BIR","l","regular","y","1942"
"BIR194205102","JAX","0","0","0","3","3","0","0","","","","","","","","","","","","","","","","","","","","","","4","","value","31","27","6","7","0","2","0","","0","0","1","3","0","6","4","","","0","","21","","32","9","0","0","0","3","","2","0","4","0","1","0","1","0","0","","2","21","7","1","0","0","2","1","0","","ray-j102","woodp104","clevd101","turnh101","britg103","canaj102","smith113","lamac101","alleh106","alleh106","britg103","canaj102","smith113","woodp104","lamac101","turnh101","ray-j102","clevd101","","19420510","2","BIR01","BIR","w","regular","y","1942"
"CCB194205171","JAX","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","6","7","","","","","","","","","","","","","","","","27","","","4","","","","3","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","alleh106","royaj101","","","","","","","","","19420517","1","CIN07","CCB","w","regular","","1942"
"CCB194205172","JAX","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","2","","","","0","1","","","","","","1","","","","","21","","","7","","","","0","0","","","","","","","","","","","","21","","0","","0","","","","","","","","","","","","","","ellis102","royaj101","","","","","","","","","19420517","2","CIN07","CCB","w","regular","","1942"
"CCB194205180","JAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","5","","","","","","","","","","","","","","","","24","","","7","","","","3","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19420518","0","HUN02","CCB","l","regular","","1942"
"CCB194205241","JAX","0","0","1","1","3","0","0","0","0","","","","","","","","","","","","","","","","","","","","4","","value","36","35","5","9","3","0","0","","0","","0","1","","4","0","","","0","","24","","47","16","0","0","0","13","","4","0","4","0","0","0","0","0","4","","0","24","","5","0","0","0","0","4","","smith113","smitg105","clevd101","mclaf102","canaj102","owens102","royaj101","robis101","henrp101","henrp101","royaj101","canaj102","smith113","smitg105","robis101","mclaf102","owens102","clevd101","","19420524","1","KAN05","CCB","l","regular","y","1942"
"CCB194205242","JAX","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","5","","value","26","26","0","6","1","0","0","0","0","","0","0","0","7","0","","","0","","18","","27","6","0","0","0","3","","1","0","3","0","0","0","1","0","0","","0","18","7","4","0","0","0","0","0","","smitg105","fagag101","clevd101","mclaf102","canaj102","robis101","owens102","turnh101","alleh106","alleh106","turnh101","canaj102","smitg105","robis101","fagag101","mclaf102","owens102","clevd101","","19420524","2","KAN05","CCB","l","regular","y","1942"
"CCB194205280","JAX","0","2","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","","","","","","","","","","","","","","","","","24","","","1","","","1","4","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","sarva101","","","","","","","","","","19420528","0","CAN03","CCB","l","regular","","1942"
"CCB194205300","JAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","5","","","","","","","","","","4","","","","","","24","","","","","","","3","","","","2","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","ellis102","","","","","","","","","","19420530","0","MEA01","CCB","l","regular","","1942"
"CCB194205311","JAX","0","0","2","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","36","32","2","8","2","0","0","2","2","","0","2","","4","0","","","0","","24","","36","9","2","0","0","4","","1","","7","0","0","0","1","","5","","0","24","","3","0","0","0","0","5","","owens102","smitg105","clevd101","mclaf102","robis101","canaj102","royaj101","lamac101","alleh106","alleh106","royaj101","canaj102","robis101","smitg105","lamac101","mclaf102","owens102","clevd101","","19420531","1","CLE06","CCB","l","regular","y","1942"
"CCB194205312","JAX","2","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","4","","","","","","","","","","","","","","","","21","","","5","","","","1","","1","","","","","","","","","","","21","","0","","0","","","","","owens102","smitg105","clevd101","mclaf102","robis101","canaj102","lamac101","barnh102","henrp101","henrp101","barnh102","canaj102","robis101","lamac101","smitg105","mclaf102","owens102","clevd101","","19420531","2","CLE06","CCB","w","regular","","1942"
"CCB194206020","JAX","1","0","0","0","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","9","","","","","","","","","","","","","","","","24","","","12","","","","5","","","","","","","","","1","","","","24","","1","","0","","","","","","","","","","","","","","sarva101","barnh102","","","","","","","","","19420602","0","YOU01","CCB","l","regular","","1942"
