"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"ATN193904090","ATN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","value","49","44","12","19","4","2","1","12","0","","","5","","","5","","","","","27","","","","","","","13","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19390409","0","ATL04","BLG","l","exhibition","","1939"
"ATN193904100","ATN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","value","44","44","10","19","1","1","1","6","0","","","0","","","","","","","","27","","","","","","","11","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19390410","0","ATL04","BLG","l","exhibition","","1939"
"ATN193904160","ATN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","","","","","","","","","","","","","","","","","27","","","","","","","6","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19390416","0","CHT01","BLG","l","exhibition","","1939"
"ATN193904190","ATN","2","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","5","","value","28","24","5","5","0","0","0","3","1","0","0","3","0","2","1","0","1","0","3","21","0","31","5","0","0","0","1","0","3","0","7","0","0","0","0","0","2","0","0","21","8","3","0","0","0","0","2","0","lamah102","davis105","reevd101","andrj104","boono101","willn103","owens102","buttt102","evanf101","evanf101","willn103","boono101","lamah102","davis105","buttt102","andrj104","owens102","reevd101","","19390419","0","GRI01","CAG","w","exhibition","y","1939"
"ATN193904210","ATN","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","8","","value","36","35","1","8","2","0","0","1","0","0","0","1","0","2","0","1","0","0","1","27","0","43","13","1","1","1","11","10","2","1","2","0","1","0","0","0","0","0","0","27","20","2","0","0","0","1","0","0","owens102","davis105","boono101","reevd101","andrj104","evanf101","kempg101","buttt102","richl105","richl105","boono101","evanf101","kempg101","davis105","buttt102","andrj104","owens102","reevd101","","19390421","0","ATL04","HOM","l","exhibition","y","1939"
"ATN193904230","ATN","0","0","0","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","10","","value","41","33","4","7","3","0","0","3","0","0","0","8","1","9","1","0","0","0","0","27","0","42","7","1","0","0","5","2","4","0","5","1","0","0","0","0","3","0","0","27","16","4","0","0","0","0","3","0","owens102","davis105","boono101","reevd101","willn103","andrj104","kempg101","buttt102","evanf101","evanf101","boono101","willn103","kempg101","davis105","buttt102","andrj104","owens102","reevd101","","19390423","0","ATL04","NW2","l","exhibition","y","1939"
"ATN193904240","ATN","0","1","0","0","0","0","0","1","2","","","","","","","","","","","","","","","","","","","","7","","value","38","36","4","8","1","2","1","4","0","0","0","2","0","0","0","0","0","0","1","27","0","47","13","4","1","0","8","6","3","0","0","1","0","0","1","0","0","0","0","27","9","5","0","0","0","0","0","0","owens102","davis105","boono101","reevd101","andrj104","kempg101","lamah102","buttt102","haysc101","haysc101","boono101","davis105","lamah102","kempg101","buttt102","andrj104","owens102","reevd101","","19390424","0","BIR01","NW2","l","exhibition","y","1939"
"NW2193904270","ATN","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","5","","value","29","26","0","5","0","0","0","0","1","0","0","2","0","7","0","1","1","0","0","21","0","36","13","2","2","0","11","11","3","0","5","0","0","0","0","0","1","0","0","21","2","2","1","0","0","0","1","0","coopb101","davis105","boono101","reevd101","andrj104","kempg101","owens102","buttt102","dixoe101","dixoe101","boono101","coopb101","kempg101","davis105","buttt102","andrj104","owens102","reevd101","","19390427","0","MAC01","NW2","l","exhibition","y","1939"
"ATN193904280","ATN","0","0","0","1","0","1","0","3","","","","","","","","","","","","","","","","","","","","","","","value","","","5","9","","1","1","","","","","","","","","","","","","24","","","8","","","","3","","","","","","","","","","","","","24","","2","","0","","","","","","","","","","","","","","mitct101","boono101","","","","","","","","","19390428","0","SEL01","HOM","w","exhibition","","1939"
"NW2193904300","ATN","0","3","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","value","","","5","","","1","","","","","","","","8","","","","","","24","","","","","2","","8","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","richl105","","","","","","","","","","19390430","0","MAC01","NW2","l","exhibition","","1939"
"NW2193904300","ATN","0","3","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","lower","","","5","","","1","","","","","","","","8","","","","","","24","","","","","2","","8","","1","","3","","","","","","2","","","24","","2","1","","","","","","","","","","","","","","","richl105","","","","","","","","","","19390430","0","MAC01","NW2","l","exhibition","","1939"
