"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"CV9194003240","SNO","0","0","1","0","0","2","0","0","1","","","","","","","","","","","","","","","","","","","","11","","value","42","30","4","5","2","0","0","1","1","0","0","11","0","9","1","","","0","","24","","39","6","0","0","0","6","","8","0","6","0","0","0","1","0","2","","0","24","","0","0","0","0","0","2","","greel102","riddm101","armob101","fordj101","maywe101","smite111","mcalf101","taylr102","duncs101","duncs101","taylr102","maywe101","riddm101","fordj101","armob101","greel102","smite111","mcalf101","","19400324","0","JKV01","CV9","l","exhibition","y","1940"
"CV9194003310","SNO","0","1","1","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","11","","value","44","39","3","10","0","0","0","2","0","0","0","5","0","7","2","","","0","","29","","40","4","0","0","0","4","","5","0","6","2","0","0","1","0","2","","0","29","","0","0","0","0","0","2","","greel102","riddm101","armob101","fordj101","maywe101","burcw101","smite111","mcalf101","calhl101","mcalf101","burcw101","maywe101","riddm101","fordj101","armob101","greel102","smite111","calhl101","","19400331","0","JKV01","CV9","l","exhibition","y","1940"
"SNO194004141","SNO","4","1","1","0","0","3","0","0","","","","","","","","","","","","","","","","","","","","","7","","value","40","36","9","13","1","0","0","6","0","0","0","4","0","8","4","","","0","","27","","44","12","0","0","0","6","","3","0","6","1","0","0","2","0","1","","1","27","12","2","1","0","1","0","1","","greel102","lylej102","armob101","maywe101","fordj101","riddm101","smite111","taylr102","mcalf101","mcalf101","taylr102","maywe101","riddm101","lylej102","armob101","greel102","smite111","fordj101","","19400414","1","NOL01","NY5","w","exhibition","y","1940"
"SNO194004150","SNO","0","0","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","","value","","","3","","","","","","","","","","","","","","","","","27","","","","","","","5","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19400415","0","BAT01","NY5","l","exhibition","","1940"
"MEM194004190","SNO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","30","","","","","","","5","","","","","","","","","","","","","30","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19400419","0","MUS01","MEM","l","exhibition","","1940"
"MEM194004190","SNO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","","4","","","","","","","","","","","","","","","","","32","","","","","","","5","","","","","","","","","","","","","32","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19400419","0","MUS01","MEM","l","exhibition","","1940"
"MEM194004210","SNO","0","3","0","0","2","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","value","","","7","12","2","","","","","","","","","","","","","","","24","","","13","1","","","11","","","","","","","","","","","","","24","","4","","0","","","","","","","","","","","","","","calhl101","taylr102","","","","","","","","","19400421","0","OKC01","MEM","l","exhibition","","1940"
"KCM194005051","SNO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","","","","","","","","","","","","","","","","","24","","","","","","","9","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19400505","1","DAL01","KCM","l","exhibition","","1940"
"KCM194005052","SNO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","21","","","","","","","4","","","","","","","","","","","","","21","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19400505","2","DAL01","KCM","t","exhibition","","1940"
"KCM194005082","SNO","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","1","","value","23","22","1","3","0","1","0","1","1","","0","0","0","3","0","","","0","","21","","26","4","0","0","0","1","","2","","4","0","0","0","1","","1","","0","21","","0","0","0","0","0","1","","greel102","lylej102","fordj101","armob101","maywe101","taylr102","smite111","bennb101","mcalf101","mcalf101","taylr102","maywe101","fordj101","lylej102","armob101","greel102","smite111","bennb101","","19400508","2","NOL01","KCM","t","exhibition","y","1940"
