"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"BIR193805011","CAG","BIR","BIR01","19380501","1","","","","","","","","4000","","","","","","","","","","","","","","","trent101","burtd101","","exhibition","5","0","CAG","BIR","y","both","y","y","","1938"
"BIR193805012","CAG","BIR","BIR01","19380501","2","","","7","","","","","4000","","","","","","","","","","","","","","","cornw101","duncs101","","exhibition","6","1","CAG","BIR","y","both","y","y","","1938"
"JAX193805080","BIR","JAX","JKV01","19380508","0","","","","","","","","","","","","","","","","","","","","","","","henrp101","burtd101","","exibition","2","8","JAX","BIR","y","both","y","y","","1938"
"JAX193805090","BIR","JAX","JKV01","19380509","0","","","","","","","","","","","","","","","","","","","","","","","cox-a101","eatme101","","exhibition","4","6","JAX","BIR","","","","","","1938"
"JAX193805100","BIR","JAX","JKV01","19380510","0","","night","","","","","","","","","","","","","","","","","","","","","ferrw102","burtd101","","exhibition","8","9","JAX","BIR","","","","","","1938"
"IN7193805292","BIR","IN7","MOU01","19380529","2","","","7","","","","","","","","","","","","","","","","","","","","browj116","oslej101","","regular","0","4","IN7","BIR","y","both","","","","1938"
"IN7193805300","BIR","IN7","MOU01","19380530","0","","day","","","","","","","","","","","","","","","","","","","","","","","","regular","1","5","IN7","BIR","","","","","","1938"
"MEM193806051","BIR","MEM","MEM02","19380605","1","","","","","","","135","3000","","","","","","","","","goodw901","wallg901","","","","","mossp101","blacc103","","regular","6","7","MEM","BIR","y","both","y","y","","1938"
"MEM193806052","BIR","MEM","MEM02","19380605","2","","","7","","","","","3000","","","","","","","","","wallg901","goodw901","","","","","breme101","oslej101","","regular","2","3","MEM","BIR","y","both","","","","1938"
"MEM193806070","BIR","MEM","MEM02","19380607","0","","","","","FALSE","","","","","","","","","","","","","","","","","","breme101","","","regular","1","5","MEM","BIR","","both","","","","1938"
"MEM193806080","BIR","MEM","CLA01","19380608","0","","","","","FALSE","","","","","","","","","","","","","","","","","","jeffw101","blacc103","","regular","1","5","MEM","BIR","","both","","","","1938"
"BIR193806200","MEM","BIR","BIR01","19380620","0","","night","","","","","","","","","","","","","","","","","","","","","burtd101","jeffw101","","regular","7","8","BIR","MEM","y","both","","","","1938"
"BIR193806261","JAX","BIR","BIR01","19380626","1","","","","","","","","","","","","","","","","","mooru901","","","","","","","","","regular","3","8","BIR","JAX","","","","","","1938"
"BIR193806262","JAX","BIR","BIR01","19380626","2","","","7","","","","","","","","","","","","","","mooru901","","","","","","craws102","ferrw102","","regular","6","9","BIR","JAX","","","","","","1938"
"CAG193807041","BIR","CAG","CHI09","19380704","1","","","","","","","","","","","","","","","","","","","","","","","trent101","eatme101","","regular","2","12","CAG","BIR","","","","","","1938"
"CAG193807042","BIR","CAG","CHI09","19380704","2","","","","","","","","","","","","","","","","","","","","","","","oslej101","housj103","","regular","6","2","BIR","CAG","","","","","","1938"
"KCM193807070","BIR","KCM","OKC01","19380707","0","","night","","","","","","","muddy","rain","","","","","","","","","","","","","bradf104","burtd101","","regular","0","3","KCM","BIR","y","both","","","","1938"
"BIR193807140","ATN","BIR","LEE01","19380714","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","4","6","BIR","ATN","","","","","","1938"
"MEM193807200","BIR","MEM","LRK02","19380720","0","","night","9","","FALSE","","","","","","","","","","","","","","","","","","allec101","oslej101","","regular","4","6","MEM","BIR","","","","","","1938"
"IN7193807241","BIR","IN7","IND10","19380724","1","","day","","","","","","","","","","","","","","","","","","","","","burtd101","deanr101","","regular","5","2","BIR","IN7","y","both","","","","1938"
"IN7193807242","BIR","IN7","IND10","19380724","2","","day","7","","","","","","","","","","","","","","","","","","","","blacc103","browj116","","regular","5","1","BIR","IN7","y","both","","","","1938"
"IN7193807250","BIR","IN7","SBD07","19380725","0","","night","","","","","","","","","","","","","","","","","","","","","calhl101","burrs101","","regular","4","5","IN7","BIR","","","","","","1938"
"MEM193808090","BIR","MEM","MEM02","19380809","0","","","","","FALSE","","","","","","","","","","","","","","","","","","","","","regular","8","9","MEM","BIR","","","","","","1938"
"MEM193808150","BIR","MEM","MEM02","19380815","0","","night","","","","","","3000","","","cloudy","","","","","","","","","","","","mossp101","burrs101","","regular","0","4","MEM","BIR","","","","","","1938"
"BIR193808200","CAG","BIR","LEE01","19380820","0","","","","","","","","","","","","","","","","","","","","","","","blacc103","","","exhibition","11","15","BIR","CAG","y","both","y","y","","1938"
"BIR193808211","CAG","BIR","BIR01","19380821","1","","","","","","","","","","","","","","","","","mooru901","","","","","","johnt108","mitcb104","","exhibition","11","3","CAG","BIR","y","both","y","y","","1938"
"BIR193808212","CAG","BIR","BIR01","19380821","2","","","7","","","","","","","","","","","","","","","","","","","","trent101","burrs101","","exhibition","4","1","CAG","BIR","","","","","","1938"
"BIR193809030","KCM","BIR","LEE01","19380903","0","","","","","","","","","","","","","","","","","","","","","","","jackb102","eatme101","","regular","9","12","KCM","BIR","y","both","","","","1938"
"BIR193809041","KCM","BIR","BIR01","19380904","1","","","","","","","","","","","","","","","","","","","","","","","barnv103","eatme101","","regular","7","2","KCM","BIR","y","both","","","","1938"
"BIR193809042","KCM","BIR","BIR01","19380904","2","","","7","","","","","","","","","","","","","","","","","","","","smith111","blacc103","","regular","8","6","KCM","BIR","y","both","","","","1938"
