"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"CVB194304180","CVB","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","3","","1","","","","","","","","","","","","","","27","","","2","","","2","4","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19430418","0","CAN03","HOM","l","exhibition","","1943"
"CVB194304250","CVB","2","3","2","4","","2","","2","","","","","","","","","","","","","","","","","","","","","","","value","","","15","17","1","1","","","","","","","","","","","","","","27","","","3","","","","3","1","","","12","","","","","","","","","27","","0","","0","","","","","","","","jeths101","","","","","","jeffw101","","","","","","","","","","19430425","0","DAY03","NY5","w","exhibition","","1943"
"CVB194305020","CVB","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","5","","value","39","36","1","7","1","0","0","1","1","0","0","2","0","12","1","","","0","","33","","39","7","0","0","0","1","0","0","0","11","0","1","0","0","0","0","","1","33","6","1","0","0","1","1","0","","wilse104","lylej102","woodp104","jeths101","warea101","smitq101","breme101","taylr102","smitt105","smitt105","taylr102","warea101","jeths101","woodp104","lylej102","smitq101","wilse104","breme101","","19430502","0","CLE06","HSL","t","exhibition","y","1943"
"HSL194305060","CVB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","7","","","","","","","","","","","","","","","","","24","","","2","","","2","8","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19430506","0","CAI01","HSL","l","exhibition","","1943"
"MEM194305090","CVB","1","0","0","2","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","value","","","5","11","1","","","4","","","","","","","","","","","","24","","","12","2","","","8","","","","","","","","","","","","","24","","4","","0","","","","","","","","","","","","","","gulln101","taylr102","","","","","","","","","19430509","0","LRK02","MEM","l","exhibition","","1943"
"HSL194305120","CVB","3","0","1","3","0","2","2","3","1","","","","","","","","","","","","","","","","","","","","","","value","","","15","11","","","1","","","","","","","","","","","","","27","","","6","","","","1","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","jeffw101","taylr102","","","","","","","","","19430512","0","IND10","HSL","w","exhibition","","1943"
"MEM194305140","CVB","0","0","2","1","0","0","5","2","0","","","","","","","","","","","","","","","","","","","","","","value","","","10","13","","4","","","","","","","","","","","","","","27","","","6","1","","","6","","","","5","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","johnt109","taylr102","","","","","","","","","19430514","0","CLA01","MEM","w","exhibition","","1943"
"MEM194305161","CVB","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","0","5","","","","0","","","","","","","","","","","","24","","","7","","","","2","","","","","","","","","","","","","24","","3","","0","","","","","","","","","","","","","","smitt105","taylr102","","","","","","","","","19430516","1","MEM03","MEM","l","regular","","1943"
"MEM194305162","CVB","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","5","","","","2","1","","","","","","","","","","","21","","","5","","","","1","1","1","","","","1","","1","","","","1","21","","0","","0","1","1","","","","","","","","","","","","jeffw101","taylr102","","","","","","","","","19430516","2","MEM03","MEM","w","regular","","1943"
"MEM194305170","CVB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","13","16","","","","","","","","","","","","","","","","27","","","8","","","","6","","","","","","","","","","","","","27","","4","","0","","","","","","","","","","","","","","breme101","taylr102","","","","","","","","","19430517","0","MEM02","MEM","w","regular","","1943"
"MEM194305180","CVB","3","0","0","0","3","1","0","2","2","","","","","","","","","","","","","","","","","","","","","","value","","","11","15","","","","","","","","","","","","","","","","27","","","9","","","","9","","","","","","","","","","","","","27","","3","","0","","","","","","","","","","","","","","davis106","taylr102","","","","","","","","","19430518","0","MEM02","MEM","w","regular","","1943"
"MEM194305200","CVB","0","0","0","1","0","0","0","0","6","","","","","","","","","","","","","","","","","","","","","","value","","","7","13","4","","","","","","","","","","","","","","","27","","","11","1","1","","5","","","","","","","","","","","","","27","","1","","0","","","","","","","","","","","","","","boona101","taylr102","","","","","","","","","19430520","0","LRK02","MEM","w","regular","","1943"
"MEM194305210","CVB","4","0","2","1","0","1","0","4","0","","","","","","","","","","","","","","","","","","","","","","value","","","12","15","1","1","","","","","","2","","1","","","","","","27","","","10","1","1","","6","","2","","","","","","","1","","","","27","","4","","0","","","","","lylej102","hornb101","riddm101","jeths101","warea101","hundj101","smitq101","taylr102","davis106","davis106","taylr102","warea101","","","","smitq101","jeths101","","","19430521","0","LRK02","MEM","w","regular","","1943"
"KCM194305231","CVB","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","4","","value","32","30","1","4","1","0","0","0","1","0","0","1","0","3","0","","","0","","27","","31","6","0","1","0","0","0","0","0","1","0","0","0","0","","0","","0","27","12","1","1","0","0","0","0","","hornb101","riddm101","woodp104","jeths101","warea101","hundj101","smitq101","taylr102","smitt105","smitt105","taylr102","warea101","riddm101","woodp104","hornb101","smitq101","jeths101","hundj101","","19430523","1","KAN05","KCM","w","regular","y","1943"
"KCM194305232","CVB","0","0","1","2","2","0","0","","","","","","","","","","","","","","","","","","","","","","6","","value","32","31","5","9","1","0","0","2","0","","0","1","","1","0","","","0","","21","","28","7","1","1","0","4","","0","0","1","0","0","0","0","","0","","0","21","9","1","0","0","0","0","0","","lylej102","riddm101","woodp104","jeths101","warea101","hundj101","smitt105","taylr102","breme101","breme101","taylr102","warea101","riddm101","woodp104","lylej102","smitt105","jeths101","hundj101","","19430523","2","KAN05","KCM","w","regular","y","1943"
"KCM194305240","CVB","0","0","0","0","0","0","0","1","0","0","0","2","","","","","","","","","","","","","","","","","6","","value","45","40","3","6","0","0","0","2","0","","0","5","","6","2","","","0","","36","","44","8","0","1","0","1","","2","","","0","0","0","0","","2","","0","36","20","0","0","0","0","0","2","","hornb101","riddm101","woodp104","jeths101","warea101","hundj101","smitt105","taylr102","jeffw101","jeffw101","taylr102","warea101","riddm101","woodp104","hornb101","smitt105","jeths101","hundj101","","19430524","0","KAN05","KCM","w","regular","y","1943"
