"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BIR194704180","CVB","2","2","0","0","2","2","3","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","11","14","","","","","","","","","","","","","","","","27","","","12","","","","10","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","woods103","trouq101","","","","","","","","","19470418","0","MTG01","BIR","w","exhibition","","1947"
"BIR194704180","CVB","2","2","0","0","2","2","3","0","0","","","","","","","","","","","","","","","","","","","","","","lower","","","11","14","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","woods103","trouq101","","","","","","","","","19470418","0","MTG01","BIR","w","exhibition","","1947"
"MEM194704190","CVB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","14","","","","","","","","","","","","","","","","","27","","","","","","","3","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19470419","0","FTW01","MEM","w","exhibition","","1947"
"CAG194704200","CVB","0","0","2","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","10","","1","","","","","","","","","","","","","","27","","","9","","","","2","2","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","brewc102","trouq101","","","","","","","","","19470420","0","LRK02","CAG","w","exhibition","","1947"
"CAG194704271","CVB","0","0","0","5","2","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","9","12","","","","","","","","","","","","","","","","27","","","3","","","","0","0","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","woods103","trouq101","","","","","","","","","19470427","1","CHI10","CAG","w","exhibition","","1947"
"CAG194704272","CVB","0","0","2","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","3","","","1","2","1","","","","","","","","","","","15","","","6","","","","3","","","","","","","","","","","","","15","","2","","0","","","","","","","","","","","","","","willc108","kelll101","","","","","","","","","19470427","2","CHI10","CAG","w","exhibition","","1947"
"CAG194704290","CVB","1","0","5","1","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","value","","","8","7","1","","","6","","","","4","","3","","","","","","27","","","2","","","","1","","","","","","","","","","","","","27","","0","","0","","","","","harrt102","","minog101","warea101","smita102","atkij102","willj114","cowaj101","woods103","woods103","harrt102","","","","","","minog101","","","19470429","0","HUN01","CAG","w","exhibition","","1947"
"CVB194705040","CVB","0","1","0","1","1","5","0","1","","","","","","","","","","","","","","","","","","","","","8","","value","41","37","9","14","1","2","0","7","0","0","2","2","0","2","0","0","0","0","1","27","0","39","12","3","0","0","4","4","2","0","6","0","0","0","1","0","0","0","0","27","14","1","1","0","0","0","0","0","jeths101","warea101","nelsc102","atkij102","gracw101","trouq101","smita102","cowaj101","clarw103","clarw103","trouq101","warea101","cowaj101","atkij102","smita102","nelsc102","jeths101","gracw101","","19470504","0","CLE06","BIR","w","regular","y","1947"
"CVB194705060","CVB","0","0","0","0","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","2","7","","","","","","","","","","","","","","","","27","","","9","","1","","6","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","brewc102","trouq101","","","","","","","","","19470506","0","DAY03","BIR","l","regular","","1947"
"CVB194705080","CVB","0","2","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","1","1","","","","","","","","","1","","","","","","27","","","1","","","1","8","","","","1","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19470508","0","HUN01","BIR","l","regular","","1947"
