"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BIR194003310","MEM","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","value","","10","10","","","1","","","","","","","","","","","","27","","","13","","","","8","","","","","","","","","","27","","0","","0","","","","","","","","","","","boonl102","browl107","","","","","","","","","19400331","0","JAC01","BIR","W","exhibition","","1940"
"BIR194003310","MEM","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","lower","","10","10","","","1","","","","","","","","","","","","27","","","13","","","","8","","","","","","","","","","27","","0","","0","","","","","","","","","","","boonl102","browl107","","","","","","","","","19400331","0","JAC01","BIR","W","exhibition","","1940"
"BIR194003310","MEM","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","upper","","10","10","","","1","","","","","","","","","","","","27","","","13","","","","8","","","","","","","","","","27","","0","","0","","","","","","","","","","","boonl102","browl107","","","","","","","","","19400331","0","JAC01","BIR","W","exhibition","","1940"
"BLG194004071","MEM","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","9","value","33","1","7","1","0","0","1","0","","0","4","","","1","","","0","24","","39","9","1","0","0","6","","3","","5","0","0","0","1","","24","15","4","1","0","0","bankf101","cartm101","mathv101","hydec101","taylj106","browt105","longr102","browl107","boonl102","boonl102","browl107","taylj106","bankf101","cartm101","browt105","longr102","mathv101","hydec101","","19400407","1","NOL01","BLG","L","exhibition","y","1940"
"BLG194004071","MEM","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","9","lower","33","1","7","1","0","0","1","0","","0","","","","1","","","0","24","","35","9","1","0","0","6","","3","","5","0","0","0","1","","24","15","4","1","0","0","bankf101","cartm101","mathv101","hydec101","taylj106","browt105","longr102","browl107","boonl102","boonl102","browl107","taylj106","bankf101","cartm101","browt105","longr102","mathv101","hydec101","","19400407","1","NOL01","BLG","L","exhibition","y","1940"
"BLG194004071","MEM","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","9","upper","33","1","7","1","0","0","1","0","","0","","","","1","","","0","24","","39","9","1","0","0","6","","3","","5","0","0","0","1","","24","15","4","1","0","0","bankf101","cartm101","mathv101","hydec101","taylj106","browt105","longr102","browl107","boonl102","boonl102","browl107","taylj106","bankf101","cartm101","browt105","longr102","mathv101","hydec101","","19400407","1","NOL01","BLG","L","exhibition","y","1940"
"BLG194004072","MEM","1","7","0","6","1","0","0","","","","","","","","","","","","","","","","","","","","","","3","value","31","15","12","4","0","0","11","0","","0","8","","","4","","","0","21","","30","5","0","1","0","1","","2","","3","0","0","0","1","","21","10","2","1","0","0","bankf101","hydec101","taylj106","nearh101","cartm101","browt105","longr102","mathv101","wilsl102","wilsl102","nearh101","taylj106","bankf101","cartm101","browt105","longr102","mathv101","hydec101","","19400407","2","NOL01","BLG","W","exhibition","y","1940"
"BLG194004072","MEM","1","7","0","6","1","0","0","","","","","","","","","","","","","","","","","","","","","","3","lower","31","15","12","4","0","0","11","0","","0","","","","4","","","0","21","","27","5","0","1","0","1","","2","","3","0","0","0","0","","21","10","2","1","0","0","bankf101","hydec101","taylj106","nearh101","cartm101","browt105","longr102","mathv101","wilsl102","wilsl102","nearh101","taylj106","bankf101","cartm101","browt105","longr102","mathv101","hydec101","","19400407","2","NOL01","BLG","W","exhibition","y","1940"
"BLG194004072","MEM","1","7","0","6","1","0","0","","","","","","","","","","","","","","","","","","","","","","3","upper","31","15","12","4","0","0","11","0","","0","","","","4","","","0","21","","30","5","0","1","0","1","","2","","3","0","0","0","1","","21","10","2","1","0","0","bankf101","hydec101","taylj106","nearh101","cartm101","browt105","longr102","mathv101","wilsl102","wilsl102","nearh101","taylj106","bankf101","cartm101","browt105","longr102","mathv101","hydec101","","19400407","2","NOL01","BLG","W","exhibition","y","1940"
"BLG194004080","MEM","0","0","0","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","value","30","2","8","2","0","0","2","2","","1","3","","","0","","","0","24","","34","6","1","0","0","3","","3","","5","0","0","0","0","","24","13","3","2","0","0","bankf101","cartm101","hughu101","taylj106","browl107","longr102","browt105","nearh101","davir103","davir103","browl107","taylj106","bankf101","cartm101","browt105","longr102","nearh101","hughu101","","19400408","0","NOL01","BLG","L","exhibition","y","1940"
