"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"JAX193803270","CAG","JAX","JKV01","19380327","0","","day","","","","","","","","","","","","","","","","","","","","","johnt108","mcdut101","cornw101","exhibition","5","4","CAG","JAX","y","both","y","y","","1938"
"JAX193804030","CAG","JAX","JKV01","19380403","0","","","","","","","180","","","","","","","","","","kinga901","clara902","","","","","","","","exhibition","5","5","","","y","both","y","y","","1938"
"JAX193804241","NW2","JAX","JKV01","19380424","1","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","12","6","NW2","JAX","","","","","","1938"
"JAX193804242","NW2","JAX","JKV01","19380424","2","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","9","5","NW2","JAX","","","","","","1938"
"JAX193805080","BIR","JAX","JKV01","19380508","0","","","","","","","","","","","","","","","","","","","","","","","henrp101","burtd101","","exibition","2","8","JAX","BIR","y","both","y","y","","1938"
"JAX193805090","BIR","JAX","JKV01","19380509","0","","","","","","","","","","","","","","","","","","","","","","","cox-a101","eatme101","","exhibition","4","6","JAX","BIR","","","","","","1938"
"JAX193805100","BIR","JAX","JKV01","19380510","0","","night","","","","","","","","","","","","","","","","","","","","","ferrw102","burtd101","","exhibition","8","9","JAX","BIR","","","","","","1938"
"JAX193805230","ATN","JAX","JKV01","19380523","0","","night","","","FALSE","","","3000","","","","","","","","","","","","","","","howar101","henrp101","dixoe101","regular","11","6","ATN","JAX","y","both","y","y","","1938"
"CAG193806051","JAX","CAG","CHI09","19380605","1","","","","","","","","","","","","","","","","","","","","","","","henrp101","housj103","","regular","4","2","JAX","CAG","y","both","","","","1938"
"CAG193806052","JAX","CAG","CHI09","19380605","2","","","","","","","","","","","","","","","","","","","","","","","davil102","evanf101","","regular","2","12","CAG","JAX","y","both","","","","1938"
"CAG193806060","JAX","CAG","CHI09","19380606","0","","","6","","","","","","","rain","","","","","","","","","","","","","","evanf101","","regular","5","8","CAG","JAX","y","","","","","1938"
"IN7193806191","JAX","IN7","IND10","19380619","1","","","","","","","","","","","","","","","","","","","","","","","calhl101","henrp101","","regular","1","6","IN7","JAX","","","","","","1938"
"IN7193806192","JAX","IN7","IND10","19380619","2","","","7","","","","","","","","","","","","","","","","","","","","","","","regular","7","7","","","","","","","","1938"
"JAX193806230","MEM","JAX","JKV01","19380623","0","","day","","","","","","","","","","","","","","","","","","","","","wilsl102","evanf101","","regular","2","1","MEM","JAX","y","both","","","","1938"
"BIR193806261","JAX","BIR","BIR01","19380626","1","","","","","","","","","","","","","","","","","mooru901","","","","","","","","","regular","3","8","BIR","JAX","","","","","","1938"
"BIR193806262","JAX","BIR","BIR01","19380626","2","","","7","","","","","","","","","","","","","","mooru901","","","","","","craws102","ferrw102","","regular","6","9","BIR","JAX","","","","","","1938"
"JAX193807130","IN7","JAX","JKV01","19380713","0","","night","","","","","","","","","","","","","","","","","","","","","mcalf101","howar101","","regular","5","4","IN7","JAX","y","both","","","","1938"
"JAX193807151","IN7","JAX","JKV01","19380715","1","","","","","","","","","","","","","","","","","","","","","","","calhl101","hayeb104","","","3","2","IN7","JAX","y","both","","","","1938"
"JAX193807152","IN7","JAX","JKV01","19380715","2","","","5","","","","","","","","","","","","","","","","","","","","evanf101","deanr101","","regular","2","4","JAX","IN7","y","both","","","","1938"
