"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"ACY192610010","ACY","0","0","0","2","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","8","","value","38","32","3","8","0","0","1","2","3","0","1","2","1","5","0","1","1","0","2","27","0","39","8","1","1","0","3","2","5","0","7","0","0","0","2","0","1","0","0","27","18","3","1","0","0","0","1","0","reida101","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","hendr102","hendr102","jonew103","cummc102","garcc102","marco101","lundd103","reida101","whitc103","farrl101","","19261001","0","ACY01","CAG","t","championship","y","1926"
"ACY192610020","ACY","1","0","2","0","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","40","29","6","7","1","0","0","6","0","1","2","8","0","4","0","1","1","0","1","27","0","41","10","1","1","0","7","7","7","0","5","1","0","0","1","0","2","4","0","27","14","1","0","0","0","0","2","4","reida101","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","griec101","griec101","jonew103","cummc102","garcc102","marco101","lundd103","reida101","whitc103","farrl101","","19261002","0","ACY01","CAG","l","championship","y","1926"
"ACY192610030","ACY","4","0","0","0","0","6","0","0","","","","","","","","","","","","","","","","","","","","","10","","value","44","34","10","14","2","0","0","7","4","1","3","2","0","0","3","0","0","0","2","27","0","34","0","0","0","0","0","0","6","0","8","0","0","0","0","0","1","1","0","27","14","2","1","0","0","0","1","1","reida101","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","griec101","griec101","jonew103","cummc102","garcc102","marco101","lundd103","reida101","whitc103","farrl101","","19261003","0","BAL13","CAG","w","championship","y","1926"
"ACY192610040","ACY","0","0","0","0","4","0","0","0","0","","","","","","","","","","","","","","","","","","","","10","","value","41","34","4","8","0","2","0","3","0","0","1","6","1","5","2","1","0","0","1","27","0","36","8","2","0","0","4","3","1","0","3","0","0","0","2","1","0","0","1","27","13","0","0","0","1","0","0","0","reida101","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","hendr102","hendr102","jonew103","cummc102","garcc102","marco101","lundd103","reida101","whitc103","farrl101","","19261004","0","PHI09","CAG","t","championship","y","1926"
"ACY192610050","ACY","0","0","0","0","6","0","1","0","","","","","","","","","","","","","","","","","","","","","7","","value","38","37","7","13","2","1","0","6","0","0","0","1","0","4","1","1","0","0","1","27","0","36","4","0","1","0","5","2","3","0","3","0","0","0","2","0","2","0","1","27","15","3","0","0","1","0","2","0","reida101","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","mitca102","mitca102","jonew103","cummc102","garcc102","marco101","lundd103","reida101","whitc103","farrl101","","19261005","0","PHI09","CAG","w","championship","y","1926"
"ACY192610060","ACY","1","1","0","0","1","1","1","1","","","","","","","","","","","","","","","","","","","","","9","","value","39","34","6","12","3","1","0","5","3","0","0","2","0","2","0","0","0","0","1","27","0","36","6","1","0","0","4","4","3","0","0","0","0","0","3","0","0","0","0","27","10","2","1","0","0","0","0","0","reida101","cummc102","marco101","lundd103","farrl101","jonew103","mitca102","garcc102","griec101","griec101","jonew103","cummc102","garcc102","marco101","lundd103","mitca102","reida101","farrl101","","19261006","0","ACY01","CAG","w","championship","y","1926"
"CAG192610090","ACY","0","0","1","0","0","0","1","2","0","","","","","","","","","","","","","","","","","","","","6","","value","37","32","4","8","2","1","0","4","0","1","1","3","0","5","1","1","1","0","0","26","0","40","10","1","1","0","5","4","4","0","2","1","0","0","0","0","3","1","1","26","15","3","1","0","1","0","3","1","reida101","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","lockh101","lockh101","jonew103","cummc102","garcc102","marco101","lundd103","reida101","whitc103","farrl101","","19261009","0","CHI09","CAG","l","championship","y","1926"
"CAG192610100","ACY","0","0","0","0","0","0","0","3","0","","","","","","","","","","","","","","","","","","","","10","","value","40","31","3","6","0","0","0","2","2","0","1","6","1","2","0","0","0","0","1","27","0","32","3","0","0","0","0","0","2","0","7","1","0","0","1","0","1","0","0","27","13","0","1","0","0","0","1","0","browc106","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","hendr102","hendr102","jonew103","cummc102","garcc102","marco101","lundd103","browc106","whitc103","farrl101","","19261010","0","CHI09","CAG","w","championship","y","1926"
"CAG192610110","ACY","0","0","0","0","0","0","0","3","0","","","","","","","","","","","","","","","","","","","","3","","value","33","33","3","8","2","0","0","2","0","0","0","0","0","7","0","0","0","0","0","24","0","35","7","2","1","0","6","4","6","0","9","0","0","0","1","0","0","1","1","24","13","1","0","0","1","0","0","1","browc106","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","griec101","griec101","jonew103","cummc102","garcc102","marco101","lundd103","browc106","whitc103","farrl101","","19261011","0","CHI09","CAG","l","championship","y","1926"
"CAG192610130","ACY","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","34","31","0","6","0","0","0","0","1","0","1","1","0","1","2","1","0","0","0","24","0","46","12","4","0","0","13","5","9","0","2","0","0","0","0","0","3","1","1","24","13","3","0","0","1","0","3","1","mitca102","cummc102","marco101","whitc103","lundd103","farrl101","jonew103","garcc102","hendr102","hendr102","jonew103","cummc102","garcc102","marco101","lundd103","mitca102","whitc103","farrl101","","19261013","0","CHI09","CAG","l","championship","y","1926"
