"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"TLC193905130","NY5","TLC","TOL05","19390513","0","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","goodg901","harrm103","","","","","stann101","harvb101","mcdut101","regular","3","2","NY5","TLC","y","both","y","y","d","1939"
"TLC193905141","NY5","TLC","TOL05","19390514","1","0:00PM","day","","","FALSE","","106","0","unknown","unknown","unknown","0","unknown","-1","","","harrm103","goodg901","","","","","hollb106","johnj115","","regular","6","3","NY5","TLC","y","both","y","y","d","1939"
"TLC193905142","NY5","TLC","TOL05","19390514","2","0:00PM","day","7","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","harrm103","goodg901","","","","","","","","regular","7","7","","","y","both","y","y","d","1939"
"TLC193905150","NY5","TLC","DAY03","19390515","0","","night","","","","","","","","","","","","","","","","","","","","","willr106","","","regular","10","6","NY5","TLC","y","both","","","","1939"
"TLC193905160","NY5","TLC","CHA01","19390516","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","branu901","","","","","","boscu101","mcdut101","","exhibition","7","8","TLC","NY5","y","both","y","y","d","1939"
"NW2193905270","TLC","NW2","TRE01","19390527","0","0:00PM","day","","","FALSE","","115","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","browj115","johnj115","","regular","0","4","NW2","TLC","y","both","y","y","d","1939"
"PH5193905301","TLC","PH5","PHI17","19390530","1","","day","","","","","","","","","","","","","","","","","","","","","mcdow101","wrigj105","","regular","5","17","PH5","TLC","y","both","y","y","","1939"
"PH5193905302","TLC","PH5","PHI17","19390530","2","","night","","","","","","","","","","","","","","","","","","","","","mcheh101","johnj115","","regular","3","4","PH5","TLC","y","both","y","y","","1939"
"TLC193906181","NY6","TLC","TOL05","19390618","1","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","johnj115","ruizs101","","regular","1","2","TLC","NY6","y","both","y","y","d","1939"
"TLC193906182","NY6","TLC","TOL05","19390618","2","","","","","","","","","","","","","","","","","","","","","","","carts102","tianl102","","regular","1","3","TLC","NY6","y","both","","","","1939"
"TLC193906190","NY6","TLC","COL05","19390619","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","4","5","TLC","NY6","","","","","","1939"
"TLC193906200","KCM","TLC","LIM01","19390620","0","","night","","","","","","500","","","","","","","","","","","","","","","hutcw101","johnj112","bradf104","exhibition","13","12","KCM","TLC","y","both","","","","1939"
"TLC193906210","KCM","TLC","CAN03","19390621","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","9","5","KCM","TLC","","","","","","1939"
"TLC193906260","KCM","TLC","DAY03","19390626","0","","night","","","","","","1000","","","","","","","","","","","","","","","","","","exhibition","5","7","TLC","KCM","","","","","","1939"
"TLC193906280","KCM","TLC","COL05","19390628","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","14","4","KCM","TLC","","","","","","1939"
"TLC193907021","HOM","TLC","TOL05","19390702","1","","","","","","","","","","","","","","","","","","","","","","","robes104","carts102","","regular","4","1","HOM","TLC","","p","","","","1939"
"TLC193907022","HOM","TLC","TOL05","19390702","2","","","","","","","","","","","","","","","","","","","","","","","walke103","johnj115","","regular","7","4","HOM","TLC","","p","","","","1939"
