"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"PTC193207082","PTC","0","0","0","2","0","2","0","2","","","","","","","","","","","","","","","","","","","","","7","","value","37","36","6","12","2","0","0","","0","","0","1","","3","0","","","0","","27","","31","0","0","0","0","0","0","3","","11","0","0","0","0","","0","","0","27","7","1","0","0","0","0","0","","stepj105","dixor101","paget101","gibsj101","johnj108","charo101","russj105","radct101","paigs101","paigs101","radct101","charo101","russj105","johnj108","stepj105","gibsj101","dixor101","paget101","","19320708","2","PIT09","NY5","w","exhibition","y","1932"
"WSW193207250","PTC","2","1","0","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","6","","value","38","35","5","12","0","1","1","5","2","0","0","1","0","","0","","","0","","27","","35","8","1","0","0","1","","3","","2","0","0","0","0","1","2","","1","27","14","0","1","0","1","0","2","","paget101","willc106","dixor101","wilsj106","johnj108","gisew101","russj105","radct101","bellw101","bellw101","radct101","wilsj106","russj105","johnj108","willc106","dixor101","paget101","gisew101","","19320725","0","WAS09","WSW","w","regular","y","1932"
"PTC193209190","PTC","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","","value","33","30","1","3","0","1","0","","0","","0","3","","7","0","","","0","","27","","39","8","1","0","0","5","","8","0","4","0","0","0","0","0","0","","0","27","14","1","0","0","0","0","0","","paget101","crutj101","charo101","gibsj101","wilsj106","johnj108","russj105","stepj105","bellw101","bellw101","gibsj101","charo101","russj105","johnj108","stepj105","wilsj106","crutj101","paget101","","19320919","0","PIT09","HOM","l","exhibition","y","1932"
"PTC193209270","PTC","3","0","6","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","8","","value","43","40","11","12","3","0","0","11","1","","0","2","","7","0","","","","","27","","38","10","2","1","0","2","0","2","","4","0","0","0","0","","2","","1","27","8","1","2","0","1","0","2","","paget101","crutj101","charo101","gibsj101","wilsj106","johnj108","russj105","stepj105","bellw101","bellw101","gibsj101","charo101","russj105","johnj108","stepj105","wilsj106","crutj101","paget101","","19320927","0","YOR01","NLS","w","exhibition","y","1932"
"PTC193209280","PTC","1","1","1","0","1","2","1","0","1","","","","","","","","","","","","","","","","","","","","13","","value","48","41","8","14","2","0","2","","0","","0","7","","13","0","","","","","27","","51","19","4","0","1","20","0","3","","8","0","0","0","0","","0","","0","27","11","5","0","0","0","0","0","","paget101","crutj101","charo101","perkb101","wilsj106","johnj108","russj105","stepj105","willj109","willj109","perkb101","charo101","russj105","johnj108","stepj105","wilsj106","crutj101","paget101","","19320928","0","PIT09","NLS","l","exhibition","y","1932"
"PTC193209300","PTC","0","4","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","3","","value","31","31","4","7","0","0","0","4","0","","0","0","","3","0","","","","","27","","40","12","2","0","1","2","0","3","","3","0","0","0","0","","1","","0","26","9","1","1","0","0","0","1","","paget101","russj105","charo101","gibsj101","perkb101","wilsj106","johnj108","stepj105","radct101","radct101","perkb101","charo101","russj105","johnj108","stepj105","gibsj101","wilsj106","paget101","","19320930","0","ALT02","NLS","w","exhibition","y","1932"
"PTC193210011","PTC","3","1","2","1","0","3","0","","","","","","","","","","","","","","","","","","","","","","8","","value","39","35","10","14","0","0","0","","0","","0","4","","3","0","","","","","24","","36","6","2","0","0","2","0","6","","15","0","0","0","0","","0","","0","24","6","0","0","0","0","0","0","","paget101","johnj108","charo101","gibsj101","wilsj106","perkb101","russj105","stepj105","paigs101","paigs101","perkb101","charo101","russj105","johnj108","stepj105","gibsj101","paget101","wilsj106","","19321001","1","PIT09","NLS","w","exhibition","y","1932"
"PTC193210012","PTC","4","0","0","1","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","10","","value","45","42","8","15","0","1","0","","0","","0","3","","8","0","","","","","27","","47","9","2","0","0","9","0","11","","8","0","0","0","0","","0","","0","27","11","0","0","0","0","0","0","","paget101","perkb101","charo101","gibsj101","wilsj106","johnj108","russj105","stepj105","bellw101","bellw101","perkb101","charo101","russj105","johnj108","stepj105","wilsj106","gibsj101","paget101","","19321001","2","PIT09","NLS","l","exhibition","y","1932"
"PTC193210021","PTC","0","0","2","0","0","0","0","1","1","1","","","","","","","","","","","","","","","","","","","7","","value","41","37","5","11","3","0","0","","3","","0","1","","3","0","","","","","30","","42","10","2","1","0","4","0","3","","1","0","0","0","0","","0","","0","30","14","3","3","0","0","0","0","","paget101","crutj101","charo101","gibsj101","wilsj106","johnj108","russj105","stepj105","stres101","stres101","gibsj101","charo101","russj105","johnj108","stepj105","wilsj106","crutj101","paget101","","19321002","1","CLE07","NLS","w","exhibition","y","1932"
"PTC193210022","PTC","0","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","","2","","value","24","24","4","5","1","0","0","","0","","0","0","","0","0","","","","","21","","28","9","0","0","2","2","0","0","","2","0","0","0","1","","0","","0","21","12","0","2","0","0","0","0","","paget101","crutj101","charo101","gibsj101","wilsj106","johnj108","perkb101","stepj105","radct101","radct101","perkb101","charo101","johnj108","wilsj106","stepj105","gibsj101","crutj101","paget101","","19321002","2","CLE07","NLS","w","exhibition","y","1932"
