"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"NY6194604211","PH5","NY6","NYC14","19460421","1","","day","","","","","165","12000","","","","","","","","","fullu901","Challnor","","","","","tianl102","harrw101","","exhibition","7","10","NY6","PH5","y","both","y","y","1946"
"NY6194604212","PH5","NY6","NYC14","19460421","2","","day","","","","","","12000","","","","","","","","","","","","","","","browb107","cruem101","","exhibition","3","1","PH5","NY6","y","both","","","1946"
"NW2194605050","PH5","NW2","NWK04","19460505","0","","","","","","","","8000","","","","","","","","","strap901","craij901","","","","","day-l101","browb107","","regular","0","2","NW2","PH5","y","both","y","y","1946"
"PH5194605060","NW2","PH5","WIL04","19460506","0","","","","","","","","","","","","","","","","","","","","","","","mannm101","harrw101","","regular","14","6","NW2","PH5","y","both","y","y","1946"
"PH5194605110","NY6","PH5","PHI17","19460511","0","","","","","","","","","","","","","","","","","","","","","","","mcheh101","jenkp101","","regular","3","4","PH5","NY6","y","both","y","y","1946"
"PH5194605130","HOM","PH5","PHI17","19460513","0","","","","","","","131","10751","","","","","","","","","McCrry","Cockrill","","craij901","","","fielw101","browb107","","regular","5","2","HOM","PH5","y","both","y","y","1946"
"HOM194605191","PH5","HOM","WAS09","19460519","1","","day","","","","","","5000","","","","","","","","","craij901","kempu901","","greee901","","","mcheh101","fielw101","","regular","7","2","PH5","HOM","y","both","y","y","1946"
"HOM194605192","PH5","HOM","WAS09","19460519","2","","night","","","","","","5000","","","","","","","","","","","","","","","warrc101","browb107","radct101","regular","0","4","HOM","PH5","y","both","y","y","1946"
"PH5194605200","NW2","PH5","NOR02","19460520","0","","night","","","","","","","","","","","","","","","","","","","","","fillj101","colec106","","regular","1","7","PH5","NW2","","p","","","1946"
"PH5194605220","NW2","PH5","NOR02","19460522","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","5","2","NW2","PH5","","","","","1946"
"NW2194605240","PH5","NW2","TRE01","19460524","0","","night","","","","","","","","","","","","","","","","","","","","","rickb102","mannm101","","regular","8","1","PH5","NW2","y","both","y","y","1946"
"PH5194605250","NY6","PH5","PHI17","19460525","0","","night","","","","","","","","","","","","","","","","","","","","","fillj101","scanp104","","regular","4","6","PH5","NY6","y","both","y","y","1946"
"NW2194605301","PH5","NW2","NWK04","19460530","1","","","","","","","","","","","","","","","","","McCary","moorc901","","","","","mcheh101","lewir101","","regular","7","4","PH5","NW2","y","both","y","y","1946"
"NW2194605302","PH5","NW2","NWK04","19460530","2","","","","","","","","","","","","","","","","","","","","","","","hookl101","fillj101","","regular","3","6","NW2","PH5","y","both","y","y","1946"
"PH5194605311","NY5","PH5","PHI11","19460531","1","","","","","","","","11990","","","","","","","","","","","","","","","browb107","forrp101","","regular","2","7","PH5","NY5","y","both","y","y","1946"
"PH5194605312","NW2","PH5","PHI11","19460531","2","","","","","","","","11990","","","","","","","","","","","","","","","day-l101","rickb102","","regular","9","2","NW2","PH5","y","both","y","y","1946"
"PH5194606060","HOM","PH5","PHI17","19460606","0","","night","","","","","","","","","","","","","","","","","","","","","browb107","warrc101","","regular","0","4","PH5","HOM","y","both","y","y","1946"
"PH5194606080","NY5","PH5","PHI17","19460608","0","","","","","","","","","","","","","","","","","","","","","","","fillj101","newka101","","regular","3","4","PH5","NY5","y","both","y","y","1946"
"BLG194606091","PH5","BLG","BAL14","19460609","1","","","","","","","","","","","","","","","","","","","","","","","mcheh101","porta103","","regular","8","4","PH5","BLG","y","both","y","y","1946"
"BLG194606092","PH5","BLG","BAL14","19460609","2","","","","","","","","","","","","","","","","","","","","","","","browb107","blacj103","","regular","4","3","PH5","BLG","y","both","y","y","1946"
"PH5194606131","NY6","PH5","PHI11","19460613","1","","day","","","","","","8561","","","","","","","","","","","","","","","","","","regular","10","10","","","y","both","y","y","1946"
"PH5194606132","BLG","PH5","PHI11","19460613","2","","night","","","","","","8561","","","","","","","","","","","","","","","gainj102","browb107","","regular","2","0","BLG","PH5","y","both","y","y","1946"
