"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"TWA194110080","ECG","0","2","1","0","0","1","0","0","2","","","","","","","","","","","","","","","","","","","","11","value","36","6","10","4","0","0","4","3","","0","5","","","1","","","","24","","43","10","","","1","9","5","7","","8","0","0","0","0","","24","5","5","0","0","0","kimbh102","davit104","hughs101","mcgiu101","mackb102","flonj101","mattf101","davif101","porta103","porta103","mackb102","davif101","hughs101","flonj101","davit104","mcgiu101","kimbh102","mattf101","","19411008","0","LOS02","TWA","L","exhibition","y","1941"
"TWA194110080","ECG","0","2","1","0","0","1","0","0","2","","","","","","","","","","","","","","","","","","","","11","lower","36","6","10","3","0","0","4","1","","0","","","","1","","","","24","","37","10","","","1","9","5","7","","8","0","0","0","0","","24","5","5","0","0","0","kimbh102","davit104","hughs101","mcgiu101","mackb102","flonj101","mattf101","davif101","porta103","porta103","mackb102","davif101","hughs101","flonj101","davit104","mcgiu101","kimbh102","mattf101","","19411008","0","LOS02","TWA","L","exhibition","y","1941"
"TWA194110080","ECG","0","2","1","0","0","1","0","0","2","","","","","","","","","","","","","","","","","","","","11","upper","36","6","10","4","0","0","4","3","","0","","","","1","","","","24","","43","10","","","1","9","7","7","","8","0","0","0","0","","24","5","5","0","0","0","kimbh102","davit104","hughs101","mcgiu101","mackb102","flonj101","mattf101","davif101","porta103","porta103","mackb102","davif101","hughs101","flonj101","davit104","mcgiu101","kimbh102","mattf101","","19411008","0","LOS02","TWA","L","exhibition","y","1941"
"ECG194110191","ECG","2","0","3","0","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","8","value","41","7","9","0","0","0","","0","","0","1","","","0","","","","27","","46","14","","","0","10","6","7","","7","0","1","0","0","","27","10","4","0","0","0","kimbh102","davit104","hughs101","flonj101","mcgiu101","dunnj104","mattf101","mackb102","brewc102","brewc102","mackb102","mattf101","hughs101","flonj101","davit104","dunnj104","kimbh102","mcgiu101","","19411019","1","LOS02","PIR","L","exhibition","y","1941"
"ECG194110191","ECG","2","0","3","0","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","8","lower","41","7","9","0","0","0","","0","","0","","","","0","","","","27","","39","14","","","0","10","6","7","","7","0","1","0","0","","27","10","4","0","0","0","kimbh102","davit104","hughs101","flonj101","mcgiu101","dunnj104","mattf101","mackb102","brewc102","brewc102","mackb102","mattf101","hughs101","flonj101","davit104","dunnj104","kimbh102","mcgiu101","","19411019","1","LOS02","PIR","L","exhibition","y","1941"
"ECG194110191","ECG","2","0","3","0","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","8","upper","41","7","9","0","0","0","","0","","0","","","","0","","","","27","","46","14","","","0","10","7","7","","7","0","1","0","0","","27","10","4","0","0","1","kimbh102","davit104","hughs101","flonj101","mcgiu101","dunnj104","mattf101","mackb102","brewc102","brewc102","mackb102","mattf101","hughs101","flonj101","davit104","dunnj104","kimbh102","mcgiu101","","19411019","1","LOS02","PIR","L","exhibition","y","1941"
"ECG194110192","ECG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","1","","","","","","","","","","","","","","","","15","","","","","","","2","","","","","","","","","","15","","0","","0","","","","","","","","","","","","","","","","","","","","","19411019","2","LOS02","PIR","L","exhibition","","1941"
"ECG194110192","ECG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","1","","","","","","","","","","","","","","","","15","","","","","","","2","","","","","","","","","","15","","0","","0","","","","","","","","","","","","","","","","","","","","","19411019","2","LOS02","PIR","L","exhibition","","1941"
"ECG194110192","ECG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","1","","","","","","","","","","","","","","","","15","","","","","","","2","","","","","","","","","","15","","0","","0","","","","","","","","","","","","","","","","","","","","","19411019","2","LOS02","PIR","L","exhibition","","1941"
"PIR194110260","ECG","0","0","0","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","6","value","36","1","8","1","0","0","1","3","","0","1","","","0","","","","31","","45","12","","","0","2","2","4","","7","0","0","0","2","","31","14","0","2","0","0","kimbh102","mattf101","hughs101","flonj101","echoj102","fillj101","dunnj104","mackb102","porta103","porta103","mackb102","mattf101","hughs101","flonj101","dunnj104","fillj101","kimbh102","echoj102","","19411026","0","LOS02","PIR","L","exhibition","y","1941"
