"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BIR194304190","CI2","0","0","0","1","1","0","3","2","1","","","","","","","","","","","","","","","","","","","","","value","","8","15","2","1","","","","","","","","","","","","","27","","","4","","","","3","","","","","","","","","","27","","4","","0","","","","","","","","","","","danig101","bassp101","","","","","","","","","19430419","0","MTG01","BIR","W","exhibition","","1943"
"BIR194304190","CI2","0","0","0","1","1","0","3","2","1","","","","","","","","","","","","","","","","","","","","","lower","","8","15","2","1","","","","","","","","","","","","","27","","","4","","","","3","","","","","","","","","","27","","4","","0","","","","","","","","","","","danig101","bassp101","","","","","","","","","19430419","0","MTG01","BIR","W","exhibition","","1943"
"BIR194304190","CI2","0","0","0","1","1","0","3","2","1","","","","","","","","","","","","","","","","","","","","","upper","","8","15","2","1","","","","","","","","","","","","","27","","","4","","","","3","","","","","","","","","","27","","4","","0","","","","","","","","","","","danig101","bassp101","","","","","","","","","19430419","0","MTG01","BIR","W","exhibition","","1943"
"BIR194304200","CI2","2","3","0","0","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","value","","7","","","","","","","","","","","","","","","","24","","","","","","","9","","","","","","","","","","24","","0","","0","","","","","","","","","","","higdb102","haywb102","","","","","","","","","19430420","0","MTG01","BIR","L","exhibition","","1943"
"BIR194304200","CI2","2","3","0","0","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","lower","","7","","","","","","","","","","","","","","","","24","","","","","","","9","","","","","","","","","","24","","0","","0","","","","","","","","","","","higdb102","haywb102","","","","","","","","","19430420","0","MTG01","BIR","L","exhibition","","1943"
"BIR194304200","CI2","2","3","0","0","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","upper","","7","","","","","","","","","","","","","","","","24","","","","","","","9","","","","","","","","","","24","","0","","0","","","","","","","","","","","higdb102","haywb102","","","","","","","","","19430420","0","MTG01","BIR","L","exhibition","","1943"
"BLG194304240","CI2","2","1","0","0","0","4","0","1","0","","","","","","","","","","","","","","","","","","","","","value","","8","","","","","","","","","","","","","","","","27","","","","","","","2","","","","","","","","","","27","","0","","0","","","","","","","","","","","wilsf104","","","","","","","","","","19430424","0","NOR01","BLG","W","exhibition","","1943"
"BLG194304240","CI2","2","1","0","0","0","4","0","1","0","","","","","","","","","","","","","","","","","","","","","lower","","8","","","","","","","","","","","","","","","","27","","","","","","","2","","","","","","","","","","27","","0","","0","","","","","","","","","","","wilsf104","","","","","","","","","","19430424","0","NOR01","BLG","W","exhibition","","1943"
"BLG194304240","CI2","2","1","0","0","0","4","0","1","0","","","","","","","","","","","","","","","","","","","","","upper","","8","","","","","","","","","","","","","","","","27","","","","","","","2","","","","","","","","","","27","","0","","0","","","","","","","","","","","wilsf104","","","","","","","","","","19430424","0","NOR01","BLG","W","exhibition","","1943"
"BLG194304251","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","2","","","","","","","","","","","","","","","","24","","","","","","","21","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19430425","1","NPN01","BLG","L","exhibition","","1943"
"BLG194304251","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","2","","","","","","","","","","","","","","","","24","","","","","","","21","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19430425","1","NPN01","BLG","L","exhibition","","1943"
"BLG194304251","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","2","","","","","","","","","","","","","","","","24","","","","","","","21","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","19430425","1","NPN01","BLG","L","exhibition","","1943"
"BLG194304252","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","1","","","","","","","","","","","","","","","","18","","","","","","","14","","","","","","","","","","18","","0","","0","","","","","","","","","","","","","","","","","","","","","19430425","2","NPN01","BLG","L","exhibition","","1943"
"BLG194304252","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","1","","","","","","","","","","","","","","","","18","","","","","","","14","","","","","","","","","","18","","0","","0","","","","","","","","","","","","","","","","","","","","","19430425","2","NPN01","BLG","L","exhibition","","1943"
"BLG194304252","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","1","","","","","","","","","","","","","","","","18","","","","","","","14","","","","","","","","","","18","","0","","0","","","","","","","","","","","","","","","","","","","","","19430425","2","NPN01","BLG","L","exhibition","","1943"
"BLG194304260","CI2","0","0","0","0","2","0","1","0","0","","","","","","","","","","","","","","","","","","","","","value","","3","","","","","3","","","","1","","","","","","","27","","","3","","","","0","","","","14","","","","","","27","","0","","0","","britj104","sneas101","","","","","bassp101","harrc105","davir103","davir103","","","","","","","","","","19430426","0","POR01","BLG","W","exhibition","","1943"
"BLG194304260","CI2","0","0","0","0","2","0","1","0","0","","","","","","","","","","","","","","","","","","","","","lower","","3","","","","","3","","","","1","","","","","","","27","","","3","","","","0","","","","14","","","","","","27","","0","","0","","britj104","sneas101","","","","","bassp101","harrc105","davir103","davir103","","","","","","","","","","19430426","0","POR01","BLG","W","exhibition","","1943"
"BLG194304260","CI2","0","0","0","0","2","0","1","0","0","","","","","","","","","","","","","","","","","","","","","upper","","3","","","","","3","","","","1","","","","","","","27","","","3","","","","0","","","","14","","","","","","27","","0","","0","","britj104","sneas101","","","","","bassp101","harrc105","davir103","davir103","","","","","","","","","","19430426","0","POR01","BLG","W","exhibition","","1943"
"BLG194304270","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","4","","","","","","","","","","","","","","","","27","","","","","","","1","","","","","","","","","","27","","0","","0","","","","","","","","","","","wilsf104","","","","","","","","","","19430427","0","POR01","BLG","W","exhibition","","1943"
"BLG194304270","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","4","","","","","","","","","","","","","","","","27","","","","","","","1","","","","","","","","","","27","","0","","0","","","","","","","","","","","wilsf104","","","","","","","","","","19430427","0","POR01","BLG","W","exhibition","","1943"
"BLG194304270","CI2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","4","","","","","","","","","","","","","","","","27","","","","","","","1","","","","","","","","","","27","","0","","0","","","","","","","","","","","wilsf104","","","","","","","","","","19430427","0","POR01","BLG","W","exhibition","","1943"
"BLG194305091","CI2","0","2","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","6","value","30","4","10","1","0","0","4","1","1","0","5","","0","0","","","0","27","","42","8","1","0","0","3","3","7","","0","0","0","0","0","","27","","1","1","0","0","ray-j102","sneas101","tatug101","chrit101","lindl102","britj104","harrc105","haywb102","davir103","davir103","haywb102","lindl102","harrc105","britj104","sneas101","chrit101","ray-j102","tatug101","","19430509","1","BAL14","BLG","W","exhibition","y","1943"
"BLG194305091","CI2","0","2","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","6","lower","30","4","10","1","0","0","4","1","1","0","","","0","0","","","0","27","","36","8","1","0","0","3","3","7","","0","0","0","0","0","","27","","1","1","0","0","ray-j102","sneas101","tatug101","chrit101","lindl102","britj104","harrc105","haywb102","davir103","davir103","haywb102","lindl102","harrc105","britj104","sneas101","chrit101","ray-j102","tatug101","","19430509","1","BAL14","BLG","W","exhibition","y","1943"
"BLG194305091","CI2","0","2","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","6","upper","31","4","10","1","0","0","4","1","1","0","","","0","0","","","0","27","","42","8","1","0","0","3","3","7","","0","0","0","0","0","","27","","1","1","0","0","ray-j102","sneas101","tatug101","chrit101","lindl102","britj104","harrc105","haywb102","davir103","davir103","haywb102","lindl102","harrc105","britj104","sneas101","chrit101","ray-j102","tatug101","","19430509","1","BAL14","BLG","W","exhibition","y","1943"
"BLG194305092","CI2","0","5","0","2","3","0","0","","","","","","","","","","","","","","","","","","","","","","10","value","35","10","14","5","0","0","5","2","","1","3","","","3","","","0","21","","30","4","2","0","0","2","2","2","","3","0","0","0","0","","21","","2","0","0","0","ray-j102","sneas101","tatug101","chrit101","lindl102","britj104","harrc105","haywb102","wilsf104","wilsf104","chrit101","lindl102","harrc105","britj104","sneas101","haywb102","ray-j102","tatug101","","19430509","2","BAL14","BLG","W","exhibition","y","1943"
"BLG194305092","CI2","0","5","0","2","3","0","0","","","","","","","","","","","","","","","","","","","","","","10","lower","35","10","14","5","0","0","5","0","","1","","","","3","","","0","21","","28","4","2","0","0","2","2","2","","3","0","0","0","0","","21","","2","0","0","0","ray-j102","sneas101","tatug101","chrit101","lindl102","britj104","harrc105","haywb102","wilsf104","wilsf104","chrit101","lindl102","harrc105","britj104","sneas101","haywb102","ray-j102","tatug101","","19430509","2","BAL14","BLG","W","exhibition","y","1943"
"BLG194305092","CI2","0","5","0","2","3","0","0","","","","","","","","","","","","","","","","","","","","","","10","upper","35","10","14","5","0","0","5","2","","1","","","","3","","","0","21","","30","4","2","0","0","2","2","2","","3","0","0","0","0","","21","","2","0","0","0","ray-j102","sneas101","tatug101","chrit101","lindl102","britj104","harrc105","haywb102","wilsf104","wilsf104","chrit101","lindl102","harrc105","britj104","sneas101","haywb102","ray-j102","tatug101","","19430509","2","BAL14","BLG","W","exhibition","y","1943"
"CI2194305161","CI2","0","0","2","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","value","","3","15","5","","","","","","","1","","","","","","","30","","","6","1","","","2","","","","","","","","","","30","","4","","0","","","","","","","","","","","davir103","haywb102","","","","","","","","","19430516","1","CIN07","BIR","W","regular","","1943"
