"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"CVB194304250","NY5","0","1","0","0","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","3","","","","","","","","","","12","","","","","","24","","","17","1","1","","15","","","","","","","","","","","","","24","","4","","0","","","","","","","","","","","","","","walkr103","grayc104","","","","","","","","","19430425","0","DAY03","CVB","l","exhibition","","1943"
"NY5194305161","NY5","2","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","35","31","2","5","2","0","0","2","0","","0","4","","14","0","","","0","","27","","48","13","0","0","0","12","","3","0","10","0","0","0","1","0","3","","0","27","","4","0","0","0","0","3","","bradb107","millf106","wrigb103","stone101","barkm101","robis101","deanc102","baker101","adame101","adame101","deanc102","wrigb103","millf106","robis101","baker101","bradb107","barkm101","stone101","","19430516","1","NYC16","NY6","l","regular","y","1943"
"NY5194305162","NY5","0","0","2","0","0","0","2","1","0","0","","","","","","","","","","","","","","","","","","","12","","value","47","39","5","12","1","1","0","","2","0","0","6","0","5","0","","","0","","30","","45","12","2","0","0","5","","2","","1","0","0","0","1","","0","","0","30","","1","0","0","0","0","0","","bradb107","millf106","adame101","stone101","barkm101","grifb102","wrigb103","robis101","baker101","grifb102","robis101","wrigb103","millf106","barkm101","baker101","bradb107","stone101","adame101","","19430516","2","NYC16","NY6","t","regular","y","1943"
"NW2194305250","NY5","5","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","5","","value","38","35","6","6","0","0","0","5","0","0","0","3","0","4","2","","","0","","24","","45","15","2","3","2","14","","6","0","6","0","1","0","0","0","2","","2","24","4","2","0","0","2","1","2","","wrigb103","baker101","bradb107","grifb102","barkm101","millf106","robis101","flowj102","adame101","adame101","robis101","flowj102","millf106","barkm101","baker101","grifb102","bradb107","wrigb103","","19430525","0","TRE01","NW2","l","regular","y","1943"
"NW2194305290","NY5","0","0","0","4","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","5","","value","37","34","5","13","2","1","0","","1","0","0","2","0","","1","","","0","","24","","44","18","0","0","0","14","","3","0","","0","0","0","2","0","2","","0","24","","2","0","0","0","0","2","","wrigb103","baker101","bradb107","grifb102","barkm101","millf106","flowj102","adame101","kempg102","adame101","kempg102","flowj102","millf106","barkm101","baker101","wrigb103","bradb107","grifb102","","19430529","0","PAT01","NW2","l","regular","y","1943"
"NY5194305301","NY5","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","6","","value","34","32","1","5","0","0","0","1","0","","1","1","","1","0","","","0","","27","","38","10","0","0","1","6","6","4","0","6","0","1","0","0","0","0","","2","27","11","0","2","0","2","1","0","","bradb107","baker101","barkm101","adame101","grifb102","clayz101","millf106","palmc101","stann101","stann101","palmc101","clayz101","millf106","barkm101","baker101","adame101","bradb107","grifb102","","19430530","1","NYC14","PH5","l","regular","y","1943"
"PH5194306030","NY5","0","0","0","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","35","31","2","6","2","0","0","","1","0","0","3","0","15","0","","","0","","24","","42","14","0","0","0","11","","4","0","7","0","0","0","1","0","0","","0","24","6","4","1","0","0","0","0","","baker101","millf106","bradb107","grifb102","barkm101","milta101","robis101","deanc102","stann101","stann101","deanc102","milta101","barkm101","millf106","baker101","robis101","bradb107","grifb102","","19430603","0","PHI17","PH5","l","regular","y","1943"
"NW2194306061","NY5","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","34","34","0","7","1","0","0","0","0","","0","0","0","5","0","","","0","","24","","34","8","0","0","0","4","2","2","","7","0","0","0","1","","2","","0","24","12","3","0","0","0","0","2","","robis101","baker101","bradb107","clayz101","barkm101","milta101","lacko101","palmc101","grifb102","grifb102","palmc101","clayz101","barkm101","robis101","baker101","milta101","bradb107","lacko101","","19430606","1","NWK04","NW2","l","regular","y","1943"
"NW2194306062","NY5","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","","value","22","22","0","0","","","","0","","","","2","","","","","","","","18","","","1","1","","","3","","1","","","","","","1","","","","","21","","1","","0","","","","","","","","","","","","","","","","","","","","","","","","19430606","2","NWK04","NW2","l","regular","","1943"
"NW2194306062","NY5","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","1","","upper","","22","0","0","","","","0","","","","","","","","","","","","18","","","1","1","","","3","","1","","","","","","1","","","","","18","","1","","0","","","","","","","","","","","","","","","","","","","","","","","","19430606","2","NWK04","NW2","l","regular","","1943"
