"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"HOE194903300","HOE","3","0","0","1","0","1","3","0","x","","","","","","","","","","","","","","","","","","","","","","value","","","8","8","","","","","","","","4","","","","","","","","27","","","10","","","","3","","","","","","","","","","","","","27","","0","","","","","","","","","","","","","","","","davij106","ruffl101","","","","willc109","","","","","19490330","0","HOU04","CAG","w","exhibition","","1949"
"HOE194904030","HOE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","8","","","","","","","","","","","","","","","","27","","","6","","","1","7","","","","","","","","","","","","","27","","3","","","","","","","","","","","","","","","","hearj101","","","","","","","","","","19490403","0","LRK02","NY6","l","exhibition","","1949"
"HOE194904030","HOE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","","2","8","","","","","","","","","","","","","","","","27","","","6","","","1","7","","","","","","","","","","","","","27","","2","","","","","","","","","","","","","","","","hearj101","","","","","","","","","","19490403","0","LRK02","NY6","l","exhibition","","1949"
"MEM194904100","HOE","0","0","2","1","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","5","11","","","","","","","","","","","","","","","","24","","","9","","","3","6","","","","","","","","","","","","","24","","1","","","","","","","","","","","","","","","","gibsw102","ruffl101","","","","","","","","","19490410","0","MEM02","MEM","l","exhibition","","1949"
"HOE194904111","HOE","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","7","","","","","","","","","","","","","","","","21","","","3","","","","2","","","","","","","","","","","","","21","","2","","","","","","","","","","","","","","","","goldc101","gibsw102","","","","","","","","","19490411","1","MEM02","NY6","t","exhibition","","1949"
"MEM194904140","HOE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","16","","","","1","","","","","","","","","","","","","27","","","","","","1","5","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490414","0","GRE01","MEM","w","exhibition","","1949"
"BLG194904170","HOE","3","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","value","","","12","20","","","1","","","","","","","","","","","","","27","","","14","","","","11","","","","","","","","","","","","","27","","","","","","","","","willc109","","","","","","","","","","","","","","willc109","","","","","19490417","0","NSH01","BLG","w","exhibition","","1949"
"HOE194904241","HOE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","","","","","","","","","","","","","","","","","21","","","","","","","4","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490424","1","HOU04","BIR","l","exhibition","","1949"
"HOE194904242","HOE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","","","","","","","","","","","","","","","","","21","","","","","","","4","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490424","2","HOU04","BIR","l","exhibition","","1949"
"HOE194904260","HOE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","12","","","","","","","","","","","","","","","","","27","","","","","","","21","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19490426","0","WAC01","BIR","l","exhibition","","1949"
