"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"PRG192510240","PIR","PRG","LOS05","19251024","0","0:00PM","day","","","false","","115","0","unknown","unknown","unknown","0","unknown","-1","","","rearb901","stuae901","","","","","mcgrb101","currr101","","exhibition","7","3","PIR","PRG","y","both","y","y","y","1925"
"PRG192510250","PIR","PRG","LOS05","19251025","0","0:00PM","day","","","false","","105","5500","unknown","unknown","unknown","0","unknown","-1","","","carrj901","stuae901","","","","","hubbj101","oldhr101","","exhibition","3","7","PRG","PIR","y","both","y","y","y","1925"
"PRG192510310","PIR","PRG","LOS05","19251031","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","rearb901","stuae901","","","","","oldhr101","hubbj101","","exhibition","9","5","PIR","PRG","y","both","y","y","d","1925"
"PRG192511010","PIR","PRG","LOS05","19251101","0","0:00PM","day","","","false","","160","6000","unknown","unknown","unknown","0","unknown","-1","","","carrj901","stuae901","","","","","","","","exhibition","7","7","","","y","both","y","y","y","1925"
"PRG192511140","PIR","PRG","LOS05","19251114","0","0:00PM","day","","","false","","106","0","unknown","unknown","unknown","0","unknown","-1","","","phylb101","stuae901","","","","","britg103","dellw101","currr101","exhibition","5","8","PRG","PIR","y","both","y","y","d","1925"
"PRG192511150","PIR","PRG","LOS05","19251115","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","rogab101","pierb103","","exhibition","4","7","PRG","PIR","y","both","y","y","y","1925"
"PRG192511280","PIR","PRG","LOS05","19251128","0","0:00PM","day","","","false","","110","0","unknown","unknown","unknown","0","unknown","-1","","","phylb101","stuae901","","","","","britg103","haidh101","","exhibition","4","6","PRG","PIR","y","both","y","y","d","1925"
"PRG192511290","PIR","PRG","LOS05","19251129","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","ludow101","rogab101","","exhibition","4","3","PIR","PRG","y","both","y","y","y","1925"
"PRG192512120","PIR","PRG","LOS05","19251212","0","0:00PM","day","","","false","","102","0","unknown","unknown","unknown","0","unknown","-1","","","wingr901","phylb101","","","","","britg103","pierb103","","exhibition","0","4","PRG","PIR","y","both","y","y","d","1925"
"PRG192512130","PIR","PRG","LOS05","19251213","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","rogab101","haidh101","","exhibition","1","4","PRG","PIR","y","both","y","y","y","1925"
"PRG192512250","PIR","PRG","LOS05","19251225","0","0:00PM","day","","","false","","152","0","unknown","unknown","unknown","0","unknown","-1","","","phylb101","wingr901","","","","","","","","exhibition","2","2","","","y","both","y","y","d","1925"
"PRG192512260","PIR","PRG","LOS05","19251226","0","0:00PM","day","","","false","","112","0","unknown","unknown","unknown","0","unknown","-1","","","wingr901","phylb101","","","","","currr101","dellw101","","exhibition","3","4","PRG","PIR","y","both","y","y","d","1925"
"PRG192512270","PIR","PRG","LOS05","19251227","0","0:00PM","day","","","false","","91","0","unknown","unknown","unknown","0","unknown","-1","","","phylb101","wingr901","","","","","rogab101","pierb103","","exhibition","2","4","PRG","PIR","y","both","y","y","d","1925"
"PRG192601160","PIR","PRG","LOS05","19260116","0","0:00PM","day","","","false","","95","0","unknown","unknown","unknown","0","unknown","-1","","","stewj902","","","","","","currr101","dellw101","","exhibition","2","4","PRG","PIR","y","both","y","y","d","1925"
"PRG192601170","PIR","PRG","LOS05","19260117","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","rogab101","duncu101","","exhibition","7","8","PRG","PIR","y","both","y","y","y","1925"
