"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"MEM194104120","BLG","0","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","1","6","","","","","","","","","","","","","","","","24","","","11","","","","7","","","","","","","","","","","","","24","","2","","0","","","","","","","","","","","","","","willr106","clarb107","","","","","","","","","19410412","0","MEM02","MEM","l","exhibition","","1941"
"MEM194104130","BLG","4","1","1","1","0","2","5","0","6","","","","","","","","","","","","","","","","","","","","","","value","","","20","24","","","","","","","","","","","","","","","","27","","","8","","","","1","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","adame101","clarb107","","","","","","","","","19410413","0","MEM02","MEM","w","exhibition","","1941"
"NY5194104141","BLG","1","0","3","3","6","0","2","","","","","","","","","","","","","","","","","","","","","","8","","value","44","40","15","16","6","1","0","","0","0","0","4","0","5","1","","","0","","21","","36","10","0","0","0","5","","4","0","4","1","0","0","0","0","1","","0","21","","","3","0","0","0","1","","currg102","buttt102","washj102","speah101","hoskb101","snowf101","biotc101","clarb107","phill101","phill101","clarb107","washj102","snowf101","speah101","buttt102","currg102","biotc101","hoskb101","","19410414","1","MEM02","NY5","w","exhibition","y","1941"
"MEM194104142","BLG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","6","","","","","","","","","","","","","","","","","21","","","","","","","1","","","","","","","","","","","","","21","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19410414","2","MEM02","MEM","w","exhibition","","1941"
"SNO194104201","BLG","3","0","1","0","0","1","1","2","0","","","","","","","","","","","","","","","","","","","","6","","value","41","37","8","10","2","1","1","7","0","0","0","4","0","7","0","","","0","","27","","34","2","0","0","0","0","0","3","","1","0","0","0","0","","0","","0","27","12","3","0","0","0","0","0","","currg102","buttt102","washj102","speah101","hoskb101","snowf101","biotc101","clarb107","browj112","browj112","clarb107","washj102","snowf101","speah101","buttt102","hoskb101","biotc101","currg102","","19410420","1","NOL01","SNO","w","exhibition","y","1941"
"SNO194104202","BLG","0","0","0","0","0","5","","","","","","","","","","","","","","","","","","","","","","","6","","value","29","26","5","10","1","0","0","5","1","","0","2","","2","1","","","0","","18","","23","3","0","2","0","2","","1","","8","0","0","0","1","","1","","0","18","3","0","1","0","0","0","1","","currg102","buttt102","washj102","speah101","hoskb101","scalg101","biotc101","clarb107","grifb102","grifb102","clarb107","washj102","scalg101","speah101","buttt102","currg102","biotc101","hoskb101","","19410420","2","NOL01","SNO","w","exhibition","y","1941"
"BLG194104220","BLG","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","33","33","0","6","0","0","0","0","0","0","0","0","0","9","0","","","0","","27","","40","11","0","0","0","8","","4","0","4","0","1","0","0","0","1","","1","27","11","4","1","0","1","1","1","","currg102","buttt102","washj102","speah101","hoskb101","snowf101","biotc101","clarb107","willr106","willr106","clarb107","washj102","snowf101","speah101","buttt102","currg102","biotc101","hoskb101","","19410422","0","NOL01","HOM","l","exhibition","y","1941"
"HOM194104300","BLG","0","3","3","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","9","","value","42","39","6","10","0","1","1","5","0","","1","2","","7","1","","","0","","27","","36","4","1","0","1","4","3","5","","5","0","0","1","0","","0","","0","27","9","1","0","0","0","0","0","","currg102","buttt102","washj102","speah101","hoskb101","snowf101","biotc101","clarb107","barnb105","barnb105","clarb107","washj102","snowf101","speah101","buttt102","hoskb101","biotc101","currg102","","19410430","0","POR02","HOM","w","exhibition","y","1941"
"HOM194105030","BLG","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","8","","value","35","32","0","5","3","0","0","0","0","","0","3","","4","0","","","0","","24","","37","7","0","0","1","3","3","6","","2","0","0","0","0","","0","","0","24","11","0","0","0","0","0","0","","currg102","buttt102","washj102","speah101","hoskb101","snowf101","biotc101","clarb107","willr106","willr106","clarb107","washj102","snowf101","speah101","buttt102","hoskb101","biotc101","currg102","","19410503","0","PIT06","HOM","l","exhibition","y","1941"
"HOM194105041","BLG","3","1","0","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","9","","value","42","39","6","11","3","1","0","","0","","0","3","","6","1","","","0","","24","","43","13","0","0","1","9","","1","0","3","0","0","0","1","0","2","","0","24","13","5","0","0","0","0","2","","currg102","snowf101","washj102","hoskb101","speah101","buttt102","biotc101","campr102","adame101","adame101","campr102","washj102","snowf101","speah101","buttt102","hoskb101","currg102","biotc101","","19410504","1","WAS09","HOM","l","exhibition","y","1941"
