"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BLG194805020","NW2","0","0","0","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","10","value","32","2","7","3","0","0","1","3","0","0","4","0","4","0","1","0","0","27","0","34","6","1","0","0","1","0","1","0","1","0","0","0","1","0","27","8","1","0","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","hookl101","hookl101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480502","0","BAL14","BLG","W","regular","y","1948"
"BLG194805020","NW2","0","0","0","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","10","lower","32","2","7","3","0","0","1","3","","0","","","","0","","","0","27","","32","6","1","0","0","1","0","1","","1","0","0","0","1","","27","8","1","0","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","hookl101","hookl101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480502","0","BAL14","BLG","W","regular","y","1948"
"BLG194805020","NW2","0","0","0","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","10","upper","35","2","7","3","0","0","1","3","","0","","","","0","","","0","27","","34","6","1","0","0","1","0","1","","2","0","0","0","1","","27","9","1","0","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","hookl101","hookl101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480502","0","BAL14","BLG","W","regular","y","1948"
"BLG194805040","NW2","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","2","value","27","2","3","0","1","0","2","0","0","0","4","0","0","0","4","0","0","27","0","32","4","0","1","0","1","0","2","0","0","0","1","0","1","0","27","15","2","1","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","mannm101","mannm101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480504","0","BAL14","BLG","W","regular","y","1948"
"BLG194805040","NW2","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","2","lower","27","2","3","0","1","0","2","0","","0","1","","","0","","","0","27","","28","4","0","1","0","1","","2","","0","0","1","0","0","","27","15","2","1","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","mannm101","mannm101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480504","0","BAL14","BLG","W","regular","y","1948"
"BLG194805040","NW2","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","2","upper","27","2","3","0","1","0","2","0","","0","4","","","1","","","0","27","","32","4","0","1","0","1","","2","","4","0","1","0","1","","27","15","2","1","0","1","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","mannm101","mannm101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480504","0","BAL14","BLG","W","regular","y","1948"
"NW2194805090","NW2","2","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","6","value","31","4","6","0","0","1","","0","","0","6","","","1","","","","27","","43","8","","","2","5","","5","","","2","0","0","0","","27","","1","0","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480509","0","NWK04","HOM","L","regular","y","1948"
"NW2194805090","NW2","2","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","6","lower","30","4","6","0","0","1","","0","","0","2","","","1","","","","27","","36","8","","","2","5","","5","","","2","0","0","0","","27","","1","0","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480509","0","NWK04","HOM","L","regular","y","1948"
"NW2194805090","NW2","2","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","6","upper","31","4","6","0","0","1","","0","","0","6","","","1","","","","27","","43","8","","","2","5","","5","","","2","0","0","0","","27","","1","0","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480509","0","NWK04","HOM","L","regular","y","1948"
"NW2194805110","NW2","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","value","34","1","7","0","0","0","","0","","0","0","","","0","","","","27","","39","12","","","0","3","","","","","0","0","0","0","","27","11","1","0","0","0","wilkj101","willc107","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","hookl101","hookl101","ashbe101","pearl102","wilsb104","willl107","willc107","davij106","wilkj101","harvb102","","19480511","0","TRE01","PH5","L","regular","y","1948"
"NW2194805110","NW2","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","lower","","1","7","","","","","","","","","","","","","","","27","","","12","","","0","3","","","","","","","","","","27","11","1","","0","","wilkj101","willc107","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","hookl101","hookl101","ashbe101","pearl102","wilsb104","willl107","willc107","davij106","wilkj101","harvb102","","19480511","0","TRE01","PH5","L","regular","y","1948"
"NW2194805110","NW2","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","upper","","1","7","","","","","","","","","","","","","","","27","","","12","","","1","3","","","","","","","","","","27","11","1","","0","","wilkj101","willc107","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","hookl101","hookl101","ashbe101","pearl102","wilsb104","willl107","willc107","davij106","wilkj101","harvb102","","19480511","0","TRE01","PH5","L","regular","y","1948"
"PH5194805142","NW2","0","0","0","0","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","2","value","31","2","4","0","1","0","","0","","0","0","","","0","","","","24","","38","14","","","0","12","","","","","0","0","0","0","","24","17","5","1","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480514","2","PHI11","PH5","L","regular","y","1948"
"PH5194805142","NW2","0","0","0","0","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","2","lower","","2","4","0","1","0","","0","","0","","","","0","","","","24","","","14","","","0","12","","","","","0","0","0","0","","24","17","5","1","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480514","2","PHI11","PH5","L","regular","y","1948"
"PH5194805142","NW2","0","0","0","0","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","2","upper","","2","4","0","1","0","","0","","0","","","","0","","","","24","","","14","","","0","12","","","","","0","0","0","0","","24","17","5","1","0","0","wilkj101","willc109","pearl102","harvb102","davij106","wilsb104","ashbe101","willl107","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480514","2","PHI11","PH5","L","regular","y","1948"
"NY6194805150","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","8","","","","","","","","","","","","","","","","27","","","","","","","3","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19480515","0","TRE01","NY6","W","regular","","1948"
"NY6194805150","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","8","","","","","","","","","","","","","","","","27","","","","","","","3","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19480515","0","TRE01","NY6","W","regular","","1948"
"NY6194805150","NW2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upper","","8","","","","","","","","","","","","","","","","27","","","","","","","3","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","19480515","0","TRE01","NY6","W","regular","","1948"
"NW2194805210","NW2","1","3","4","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","value","","12","3","","2","1","","","","","","","","","","","","27","","","1","","","1","8","","","","","","","","","","27","","0","","0","","","","","","","","","","","hookl101","ashbe101","","","","","","","","","19480521","0","ACY02","NY5","W","regular","","1948"
"NW2194805210","NW2","1","3","4","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","lower","","12","3","","2","1","","","","","","","","","","","","27","","","1","","","1","8","","","","","","","","","","27","","0","","0","","","","","","","","","","","hookl101","ashbe101","","","","","","","","","19480521","0","ACY02","NY5","W","regular","","1948"
"NW2194805210","NW2","1","3","4","0","0","0","2","2","","","","","","","","","","","","","","","","","","","","","","upper","","12","3","","2","1","","","","","","","","","","","","27","","","1","","","1","8","","","","","","","","","","27","","0","","0","","","","","","","","","","","hookl101","ashbe101","","","","","","","","","19480521","0","ACY02","NY5","W","regular","","1948"
"NY5194805220","NW2","0","0","0","2","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","5","value","34","5","8","0","0","0","4","0","","0","3","","","2","","","0","27","","33","3","0","0","0","0","","2","","3","0","0","0","0","","27","9","1","0","0","0","wilkj101","willl107","willc109","pearl102","harvb102","wilsb104","davij106","ashbe101","goldc101","goldc101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480522","0","ALB02","NY5","W","regular","","1948"
"NY5194805220","NW2","0","0","0","2","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","5","lower","34","5","8","0","0","0","4","0","","0","3","","","2","","","0","27","","33","3","0","0","0","0","","2","","3","0","0","0","0","","27","9","1","0","0","0","wilkj101","willl107","willc109","pearl102","harvb102","wilsb104","davij106","ashbe101","goldc101","goldc101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480522","0","ALB02","NY5","W","regular","","1948"
"NY5194805220","NW2","0","0","0","2","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","5","upper","34","5","8","0","0","0","4","0","","0","3","","","2","","","0","27","","33","3","0","0","0","0","","2","","3","0","0","0","0","","27","9","1","0","0","0","wilkj101","willl107","willc109","pearl102","harvb102","wilsb104","davij106","ashbe101","goldc101","goldc101","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480522","0","ALB02","NY5","W","regular","","1948"
"NY5194805251","NW2","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","2","value","23","0","3","0","0","0","","0","","0","0","","","0","","","","20","","28","8","","","0","1","","2","","8","0","0","0","0","","20","7","1","0","0","1","wilkj101","willl107","willc107","pearl102","harvb102","wilsb104","davij106","ashbe101","lewir101","lewir101","ashbe101","pearl102","willl107","wilsb104","willc107","davij106","wilkj101","harvb102","","19480525","1","ROC04","NY5","L","regular","y","1948"
"NY5194805251","NW2","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","2","lower","23","0","2","","","","","","","","0","","","","","","","20","","25","8","","","","1","","2","","8","","","","","","20","5","1","","0","","wilkj101","willl107","willc107","pearl102","harvb102","wilsb104","davij106","ashbe101","lewir101","lewir101","ashbe101","pearl102","willl107","wilsb104","willc107","davij106","wilkj101","harvb102","","19480525","1","ROC04","NY5","L","regular","y","1948"
"NY5194805251","NW2","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","2","upper","23","0","3","","","","","","","","0","","","","","","","20","","28","8","","","","1","","2","","8","","","","","","20","7","1","","0","","wilkj101","willl107","willc107","pearl102","harvb102","wilsb104","davij106","ashbe101","lewir101","lewir101","ashbe101","pearl102","willl107","wilsb104","willc107","davij106","wilkj101","harvb102","","19480525","1","ROC04","NY5","L","regular","y","1948"
"NY5194805252","NW2","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","8","value","29","1","0","0","0","0","0","0","0","1","6","0","13","0","1","0","0","24","0","31","5","0","1","0","4","3","2","0","6","0","0","0","0","0","24","10","2","0","0","0","wilkj101","willl107","willc109","pearl102","harvb102","wilsb104","davij106","ashbe101","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480525","2","ROC04","NY5","L","regular","y","1948"
"NY5194805252","NW2","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","8","lower","29","1","0","0","0","0","0","0","","1","2","","","0","","","0","24","","29","5","0","1","0","4","","2","","6","0","0","0","0","","24","10","2","0","0","0","wilkj101","willl107","willc109","pearl102","harvb102","wilsb104","davij106","ashbe101","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480525","2","ROC04","NY5","L","regular","y","1948"
"NY5194805252","NW2","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","8","upper","30","1","0","0","0","0","1","0","","1","6","","","0","","","0","24","","31","5","0","1","0","4","","2","","6","0","0","0","0","","24","10","3","0","0","0","wilkj101","willl107","willc109","pearl102","harvb102","wilsb104","davij106","ashbe101","willc107","willc107","ashbe101","pearl102","willl107","wilsb104","willc109","davij106","wilkj101","harvb102","","19480525","2","ROC04","NY5","L","regular","y","1948"
