"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"ASF194609300","ASP","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","6","value","34","3","5","2","0","0","1","0","0","0","2","0","8","2","0","1","0","27","0","35","2","0","0","0","1","1","3","0","6","0","0","0","0","0","27","7","4","1","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","thomh103","soueh101","trouq101","paigs101","paigs101","trouq101","oneib801","thomh103","soueh101","wilsa101","jeths101","bensg101","easth104","","19460930","0","PIT06","ASF","W","exhibition","y","1946"
"ASF194609300","ASP","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","6","lower","34","3","5","2","0","0","1","0","","0","","","","2","","","0","27","","33","2","0","0","0","1","1","3","","6","0","0","0","0","0","27","7","4","1","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","thomh103","soueh101","trouq101","paigs101","paigs101","trouq101","oneib801","thomh103","soueh101","wilsa101","jeths101","bensg101","easth104","","19460930","0","PIT06","ASF","W","exhibition","y","1946"
"ASF194609300","ASP","0","0","1","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","6","upper","35","3","5","2","0","0","1","0","","0","","","","2","","","0","27","","35","2","0","0","0","1","1","3","","6","0","0","0","0","1","27","7","4","1","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","thomh103","soueh101","trouq101","paigs101","paigs101","trouq101","oneib801","thomh103","soueh101","wilsa101","jeths101","bensg101","easth104","","19460930","0","PIT06","ASF","W","exhibition","y","1946"
"ASP194610011","ASP","0","1","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","8","value","34","2","7","1","0","0","","0","","0","","","","1","","","0","27","","41","12","1","0","3","11","","4","","0","0","0","0","0","","27","8","3","0","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","trouq101","thomh103","renfc101","mannm101","mannm101","trouq101","oneib801","renfc101","easth104","wilsa101","jeths101","bensg101","thomh103","","19461001","1","YOU01","ASF","L","exhibition","y","1946"
"ASP194610011","ASP","0","1","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","8","lower","34","2","7","1","0","0","","0","","0","","","","1","","","0","27","","41","12","1","0","3","11","","4","","0","0","0","0","0","","27","8","3","0","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","trouq101","thomh103","renfc101","mannm101","mannm101","trouq101","oneib801","renfc101","easth104","wilsa101","jeths101","bensg101","thomh103","","19461001","1","YOU01","ASF","L","exhibition","y","1946"
"ASP194610011","ASP","0","1","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","8","upper","34","2","7","1","0","0","","0","","0","","","","1","","","0","27","","41","12","1","0","3","11","","4","","0","0","0","0","0","","27","8","3","0","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","trouq101","thomh103","renfc101","mannm101","mannm101","trouq101","oneib801","renfc101","easth104","wilsa101","jeths101","bensg101","thomh103","","19461001","1","YOU01","ASF","L","exhibition","y","1946"
"ASF194610012","ASP","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","2","value","28","0","2","0","0","0","0","0","","0","1","","","0","","","","24","","36","10","","","0","5","","2","","3","1","0","0","1","","24","12","2","0","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","thomh103","renfc101","trouq101","paigs101","paigs101","trouq101","oneib801","renfc101","easth104","wilsa101","jeths101","bensg101","thomh103","","19461001","2","CLE07","ASF","L","exhibition","y","1946"
"ASF194610012","ASP","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","2","lower","26","0","2","0","0","0","0","0","","0","","","","0","","","","24","","32","10","","","0","5","","2","","3","1","0","0","0","","24","12","2","0","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","thomh103","renfc101","trouq101","paigs101","paigs101","trouq101","oneib801","renfc101","easth104","wilsa101","jeths101","bensg101","thomh103","","19461001","2","CLE07","ASF","L","exhibition","y","1946"
"ASF194610012","ASP","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","2","upper","28","0","2","0","0","0","0","0","","0","","","","0","","","","24","","36","10","","","0","5","","2","","3","1","0","0","1","","24","12","2","0","0","0","wilsa101","jeths101","bensg101","easth104","oneib801","thomh103","renfc101","trouq101","paigs101","paigs101","trouq101","oneib801","renfc101","easth104","wilsa101","jeths101","bensg101","thomh103","","19461001","2","CLE07","ASF","L","exhibition","y","1946"
"ASP194610020","ASP","0","0","0","0","0","1","4","0","0","","","","","","","","","","","","","","","","","","","","","value","","5","6","","","","","","","","","","","","","","","27","","","8","1","2","","6","","","","","","","","","","27","","3","","0","","","","","","","","","","","paigs101","trouq101","","","","","","","","","19461002","0","CHI10","ASF","L","exhibition","","1946"
