"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"ACY192610010","CAG","ACY","ACY01","19261001","0","0:00PM","day","","","false","","0","3158","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","fyfel901","","","","","","","","championship","3","3","","","y","both","y","y","y","1926"
"ACY192610020","CAG","ACY","ACY01","19261002","0","0:00PM","day","","","false","","0","1956","unknown","unknown","unknown","0","unknown","-1","","","fyfel901","hayeg901","","","","","harng101","griec101","mcdow101","championship","7","6","CAG","ACY","y","both","y","y","y","1926"
"ACY192610030","CAG","ACY","BAL13","19261003","0","0:00PM","day","","","false","","0","2859","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","fyfel901","","","","","griec101","mcdow101","","championship","0","10","ACY","CAG","y","both","y","y","y","1926"
"ACY192610040","CAG","ACY","PHI09","19261004","0","0:00PM","day","","","false","","0","2121","unknown","unknown","unknown","0","unknown","-1","","","fyfel901","hayeg901","","","","","","","","championship","4","4","","","y","both","y","y","y","1926"
"ACY192610050","CAG","ACY","PHI09","19261005","0","0:00PM","day","","","false","","0","1434","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","fyfel901","","","","","mitca102","currr101","","championship","5","7","ACY","CAG","y","both","y","y","y","1926"
"ACY192610060","CAG","ACY","ACY01","19261006","0","0:00PM","day","","","false","","0","1186","unknown","unknown","unknown","0","unknown","-1","","","fyfel901","hayeg901","","","","","griec101","powew101","","championship","4","6","ACY","CAG","y","both","y","y","d","1926"
"CAG192610090","ACY","CAG","CHI09","19261009","0","0:00PM","day","","","false","","0","2308","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","fyfel901","","","","","fostw101","lockh101","","championship","4","5","CAG","ACY","y","both","y","y","y","1926"
"CAG192610100","ACY","CAG","CHI09","19261010","0","0:00PM","day","","","false","","0","3620","unknown","unknown","unknown","0","unknown","-1","","","fyfel901","hayeg901","","","","","hendr102","harng101","","championship","3","0","ACY","CAG","y","both","y","y","y","1926"
"CAG192610110","ACY","CAG","CHI09","19261011","0","0:00PM","day","","","false","","0","905","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","fyfel901","","","","","currr101","griec101","","championship","3","6","CAG","ACY","y","both","y","y","y","1926"
"CAG192610130","ACY","CAG","CHI09","19261013","0","0:00PM","day","","","false","","0","733","unknown","unknown","unknown","0","unknown","-1","","","fyfel901","hayeg901","","","","","powew101","hendr102","","championship","0","13","CAG","ACY","y","both","y","y","y","1926"
"CAG192610140","ACY","CAG","CHI09","19261014","0","0:00PM","day","","","false","","0","2089","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","fyfel901","","","","","fostw101","lockh101","","championship","0","1","CAG","ACY","y","both","y","y","d","1926"
