"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"CV9193903260","CAG","CV9","JKV01","19390326","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","1","2","CV9","CAG","y","","","","","1939"
"CV9193903270","CAG","CV9","JKV01","19390327","0","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","ferrw102","cornw101","","exhibition","2","3","CV9","CAG","y","both","y","y","d","1939"
"CV9193904030","CAG","CV9","JKV01","19390403","0","","day","","","","","","","","","","","","","","","","","","","","","willl108","fernb101","","exhibition","8","3","CAG","CV9","y","both","y","y","","1939"
"CV9193904080","CAG","CV9","PAL01","19390408","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","7","3","CAG","CV9","","","","","","1939"
"CV9193904090","CAG","CV9","JKV01","19390409","0","","","","","","","","","","","","","","","","","","","","","","","bowel102","","","exhibition","6","3","CAG","CV9","y","","","","","1939"
"CV9193904110","HOM","CV9","JKV01","19390411","0","","day","","","","","","","","","","","","","","","","","","","","","partr102","ferrw102","","exhibition","5","0","HOM","CV9","y","p","","","","1939"
"HOM193904140","CV9","HOM","ORL01","19390414","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","6","HOM","CV9","","","","","","1939"
"CV9193904230","SSA","CV9","JKV01","19390423","0","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","smitf107","sarva101","","exhibition","5","4","SSA","CV9","y","both","y","y","d","1939"
"CAG193905130","CV9","CAG","PAI01","19390513","0","","","","","","","","","","","","","","","","","","","","","","","willl108","daviu102","","exhibition","6","8","CAG","CV9","y","both","y","y","","1939"
"CV9193905141","CAG","CV9","CLE07","19390514","1","0:00PM","day","","","FALSE","","0","7000","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","porth901","thomu901","","","","henrp101","cornw101","","regular","3","5","CV9","CAG","y","both","y","y","y","1939"
"CV9193905142","CAG","CV9","CLE07","19390514","2","0:00PM","day","","","FALSE","","0","7000","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","thomu901","(none)","porth901","","","owens101","johnt108","","regular","1","5","CV9","CAG","y","both","y","y","d","1939"
"CV9193905211","ATN","CV9","CLE06","19390521","1","0:00PM","day","","","FALSE","","0","4000","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","walkh901","(none)","porth901","","","henrp101","smitg106","","regular","1","5","CV9","ATN","y","both","y","y","d","1939"
"CV9193905212","ATN","CV9","CLE07","19390521","2","0:00PM","night","","","FALSE","","0","4000","wet","rain","unknown","0","unknown","-1","","","walkh901","hayeg901","","porth901","","","owens101","howat101","","regular","8","10","CV9","ATN","y","both","y","y","y","1939"
"SSA193905280","CV9","SSA","STL13","19390528","0","0:00PM","night","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","donab901","powej901","","","","","mcalf101","howar101","","regular","5","9","SSA","CV9","y","both","y","y","d","1939"
"KCM193905301","CV9","KCM","KAN05","19390530","1","0:00PM","day","","","FALSE","","0","4300","unknown","unknown","unknown","0","unknown","-1","","","mcdou901","walla901","","","","","henrp101","smith111","","regular","6","5","CV9","KCM","y","both","y","y","d","1939"
"KCM193905302","CV9","KCM","KAN05","19390530","2","0:00PM","day","7","","FALSE","","0","4300","unknown","unknown","unknown","0","unknown","-1","","","walla901","mcdou901","","","","","walkg103","owens101","","regular","2","3","KCM","CV9","y","both","y","y","d","1939"
"CAG193906030","CV9","CAG","CHI09","19390603","0","","","","","","","","","","","","","","","","","","","","","","","trent101","","","regular","1","11","CAG","CV9","y","both","","","","1939"
"CAG193906041","CV9","CAG","CHI09","19390604","1","","day","","","","","","8000","","","","","","","","","","","","","","","cornw101","henrp101","","regular","2","3","CAG","CV9","","p","","","","1939"
"CAG193906042","CV9","CAG","CHI09","19390604","2","","day","7","","","","","8000","","","","","","","","","","","","","","","","","","regular","3","4","CAG","CV9","","","","","","1939"
"CAG193906050","CV9","CAG","CHI09","19390605","0","","","","","","","","","","","","","","","","","","","","","","","hensl101","","housj103","regular","14","18","CAG","CV9","y","both","","","","1939"
"CV9193906120","ATN","CV9","JKV01","19390612","0","","","","","","","","","","","","","","","","","","","","","","","evanf101","","","regular","6","4","ATN","CV9","","","","","","1939"
"ATN193906140","CV9","ATN","ATL04","19390614","0","0:00PM","night","","","FALSE","","107","1000","unknown","unknown","unknown","0","unknown","-1","","","doylj901","mooru901","(none)","(none)","","","dixoe101","howar101","","regular","0","2","ATN","CV9","y","both","y","y","d","1939"
"ATN193906150","CV9","ATN","ATL04","19390615","0","0:00PM","day","","","FALSE","","0","0","unknown","unknown","unknown","0","unknown","-1","","","doylj901","mooru901","","","","","owens101","mitct101","","regular","5","4","CV9","ATN","y","both","y","y","d","1939"
