"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"PRG193510190","PIR","PRG","LOS02","19351019","0","0:00PM","night","","","false","","105","0","unknown","unknown","unknown","0","unknown","-1","","","leakh901","hoodu901","","","","","grifr101","frasv101","","exhibition","3","8","PRG","PIR","y","both","y","y","","1935"
"PRG193510201","PIR","PRG","LOS02","19351020","1","0:00PM","day","","","false","","119","7500","unknown","unknown","unknown","0","unknown","-1","","","hoodu901","leakh901","","","","","grifr101","frenl101","","exhibition","4","5","PRG","PIR","y","both","y","y","","1935"
"PRG193510202","PIR","PRG","LOS02","19351020","2","0:00PM","day","","","false","","62","7500","unknown","unknown","unknown","0","unknown","-1","","","leakh901","hoodu901","","","","","munnl101","younu101","","exhibition","4","2","PIR","PRG","y","both","y","y","","1935"
"PRG193511090","PIR","PRG","LOS02","19351109","0","","","","","","","","","","","","","","","","","","","","","","","brewc102","malic101","","exhibition","5","13","PRG","PIR","y","both","","","","1935"
"PRG193511101","PIR","PRG","LOS02","19351110","1","","day","","","","","105","3000","","","","","","","","","leakh901","hoodu901","","","","","paigs101","munnl101","grifr101","exhibition","0","7","PRG","PIR","y","both","y","y","","1935"
"PRG193511102","PIR","PRG","LOS02","19351110","2","","day","","","","","50","3000","","","","","","","","","leakh901","hoodu901","","","","","stinl101","thoms105","","exhibition","3","2","PIR","PRG","y","both","y","y","","1935"
"PRG193512011","PIR","PRG","LOS02","19351201","1","","","","","","","120","","","","","","","","","","leakh901","hoodu901","","","","","grifr101","mcdoh101","","exhibition","4","6","PRG","PIR","y","both","y","y","","1935"
"PRG193512012","PIR","PRG","LOS02","19351201","2","","day","","","","","55","","","","","","","","","","hoodu901","leakh901","","","","","paigs101","malic101","","exhibition","0","4","PRG","PIR","y","both","y","y","","1935"
"PRG193512221","PIR","PRG","LOS02","19351222","1","","day","","","","","","","","","","","","","","","","","","","","","brewc102","munnl101","","exhibition","3","11","PRG","PIR","","both","","","","1935"
"PRG193512222","PIR","PRG","LOS02","19351222","2","","day","","","","","","","","","","","","","","","","","","","","","thoms105","mcdoh101","","exhibition","3","5","PRG","PIR","y","both","","","","1935"
