"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"NY5194404120","NY5","0","0","0","0","0","0","3","1","0","","","","","","","","","","","","","","","","","","","","","","value","","","4","9","","","","","","","","","","","","","","","","27","","","13","","","","6","","","","","","","","","","","","","27","","3","","0","","","","","","","","","","","","","","stann101","davia102","","","","","","","","","19440412","0","LRK02","BLG","l","exhibition","","1944"
"NY5194404161","NY5","0","0","4","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","27","","","2","2","","","5","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","presa101","davia102","","","","","","","","","19440416","1","MTG01","BLG","t","exhibition","","1944"
"BLG194404162","NY5","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","value","","","6","6","","","","","","","","","","","","","","","","18","","","6","","","","9","","","","","","","","","","","","","18","","3","","0","","","","","","","","","","","","","","","","","","","","","","","","19440416","2","MTG01","BLG","l","exhibition","","1944"
"NY5194404301","NY5","1","1","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","2","","value","32","29","3","7","1","1","0","","1","","0","2","","0","1","","","0","","27","","51","20","3","1","1","15","","4","","9","0","0","0","1","","2","","0","27","","0","0","0","0","0","2","","baker101","millf106","willh105","willj110","sydnd101","royaj101","mannf102","barkm101","mcdut101","mcdut101","royaj101","mannf102","willh105","millf106","baker101","sydnd101","barkm101","willj110","","19440430","1","NYC16","HOM","l","exhibition","y","1944"
"NY5194404302","NY5","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","0","1","","","","0","","","","","","","","","","","","21","","","7","2","","","10","","","","","","","","","","","","","21","","1","","0","","","","","","","","","","","","","","stann101","royaj101","","","","","","","","","19440430","2","NYC16","HOM","l","exhibition","","1944"
"HOM194405071","NY5","0","1","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","5","","value","36","34","4","6","1","0","0","4","0","","0","2","","4","2","","","0","","24","","38","11","0","0","0","5","","3","0","3","1","0","0","0","0","1","","0","24","10","2","1","0","0","0","1","","baker101","millf106","willh105","willj110","royaj101","barkm101","sydnd101","chrit101","mcdut101","mcdut101","royaj101","chrit101","willh105","millf106","baker101","sydnd101","barkm101","willj110","","19440507","1","WAS09","HOM","l","regular","y","1944"
"HOM194405072","NY5","0","0","0","2","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","6","","","","","","","","","","","","","","","","18","","","12","4","1","","7","","","","","","","","","","","","","18","","1","","0","","","","","","","","","","","","","","sarva101","royaj101","","","","","","","","","19440507","2","WAS09","HOM","l","regular","","1944"
"HOM194405080","NY5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","7","","","","","","","","","","","","","","","","","24","","","","","","","17","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19440508","0","RIC04","HOM","l","exhibition","","1944"
"HOM194405090","NY5","3","0","0","0","0","1","3","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","7","","","","","","","","","","","","","","","","","24","","","3","1","2","","15","","","","","","","","","","","","","24","","3","","0","","","","","","","","","","","","","","","","","","","","","","","","19440509","0","POR01","HOM","l","regular","","1944"
"HOM194405100","NY5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","7","","","","","","","","","","","","","","","","","27","","","","","","","4","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19440510","0","NOR02","HOM","w","exhibition","","1944"
"HOM194405110","NY5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","","","","","","","","","","","","","","","","","24","","","","","","","6","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19440511","0","NOR02","HOM","l","exhibition","","1944"
"BLG194405190","NY5","0","1","3","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","37","36","4","9","2","0","0","2","0","","0","1","","13","0","","","0","","24","","38","15","4","0","0","9","","4","","4","0","0","0","0","","1","","0","24","","1","1","0","0","0","1","","baker101","barkm101","willh105","willj110","sydnd101","millf106","royaj101","clayz101","stann101","stann101","royaj101","clayz101","millf106","willh105","baker101","sydnd101","barkm101","willj110","","19440519","0","BAL14","BLG","l","regular","y","1944"
"NY5194405211","NY5","2","0","0","0","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","4","","value","35","32","4","6","0","1","1","4","1","","1","1","","","1","","","0","","27","","40","12","1","0","0","6","","2","0","","0","0","0","0","0","1","","0","27","17","2","0","0","0","0","1","","baker101","barkm101","willh105","chrit101","sydnd101","clayz101","andrc101","royaj101","mcdut101","mcdut101","royaj101","clayz101","willh105","andrc101","baker101","sydnd101","barkm101","chrit101","","19440521","1","NYC14","NY6","l","regular","y","1944"
"NW2194405281","NY5","0","2","0","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","8","","value","39","32","4","7","1","0","0","","0","0","0","7","0","","2","","","0","","24","","35","9","0","0","2","8","","0","0","","0","0","0","0","0","1","","0","24","","3","1","0","0","0","1","","baker101","barkm101","willh105","willj110","chrit101","millf106","andrc101","clayz101","mcdut101","mcdut101","willh105","clayz101","millf106","andrc101","baker101","willj110","barkm101","chrit101","","19440528","1","NWK04","NW2","l","regular","y","1944"
"NW2194405282","NY5","0","0","0","1","0","0","2","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","3","","","","","1","","","1","","","","","","","","18","","27","5","","","","4","","1","","","","","","1","","","","","18","","2","","0","","","","","","","","","","","","","","sarva101","royaj101","","","","","","","","","19440528","2","NWK04","NW2","l","regular","","1944"
"NW2194405301","NY5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","6","","","","","","","","","","","","","","","","","24","","","","","","","13","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19440530","1","NWK04","NW2","l","regular","","1944"
"NW2194405302","NY5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","","","","","","","","","","","","","","","","","18","","","","","","","6","","","","","","","","","","","","","18","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19440530","2","NWK04","NW2","l","regular","","1944"
"PH5194406030","NY5","0","0","0","1","1","1","3","0","0","","","","","","","","","","","","","","","","","","","","5","","value","38","36","6","10","3","0","2","","1","","0","1","","1","0","","","0","","24","","40","16","0","0","2","13","","","0","","0","0","0","0","0","0","","0","24","19","3","0","0","0","0","0","","willh105","clayz101","andrc101","willj110","chrit101","barkm101","millf106","kellw103","forrp101","forrp101","kellw103","clayz101","millf106","andrc101","willh105","willj110","barkm101","chrit101","","19440603","0","PHI17","PH5","l","regular","y","1944"
"NY5194406042","NY5","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","4","","value","25","22","0","3","0","0","0","0","0","","0","3","","14","0","","","0","","21","","37","16","1","1","0","13","","2","0","1","0","0","0","0","0","0","","0","21","8","3","0","0","0","0","0","","baker101","clayz101","willh105","chrit101","willj110","barkm101","andrc101","kellw103","stann101","stann101","kellw103","clayz101","willh105","andrc101","baker101","willj110","barkm101","chrit101","","19440604","2","NYC16","BIR","l","exhibition","y","1944"
"NY5194406111","NY5","0","0","0","2","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","5","","value","34","30","4","5","0","0","0","2","2","0","0","2","0","5","1","","","0","","27","","38","12","1","0","0","3","2","4","","4","0","0","0","0","","1","","0","27","11","0","2","0","0","0","1","","baker101","clayz101","willh105","willj110","starj102","barkm101","sydnd101","royaj101","forrp101","forrp101","royaj101","clayz101","willh105","starj102","baker101","sydnd101","barkm101","willj110","","19440611","1","NYC16","PH5","w","regular","y","1944"
"NY5194406112","NY5","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","3","","value","31","31","1","4","1","0","0","1","0","","0","0","0","11","0","","","0","","27","","36","9","1","0","1","3","3","1","","","0","0","0","2","","1","","0","27","12","0","1","0","0","0","1","","cartu101","clayz101","willh105","willj110","starj102","barkm101","sydnd101","royaj101","jackf103","jackf103","royaj101","clayz101","willh105","starj102","cartu101","sydnd101","barkm101","willj110","","19440611","2","NYC16","CIA","l","exhibition","y","1944"
"PH5194406150","NY5","0","0","1","1","0","2","1","0","0","","","","","","","","","","","","","","","","","","","","12","","value","44","37","5","11","1","0","0","4","0","0","1","6","0","5","1","","","0","","24","","36","11","2","2","0","6","","1","","8","0","0","0","1","","2","","0","24","11","1","0","0","0","0","2","","barkm101","sydnd101","willh105","chrit101","willj110","starj102","rivec101","kellw103","stann101","stann101","kellw103","starj102","willh105","barkm101","rivec101","willj110","sydnd101","chrit101","","19440615","0","PHI17","PH5","l","regular","y","1944"
"BLG194407021","NY5","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","0","","","","","0","","","","","","","","","","","","24","","","","","","","2","0","","","","","","","","1","","","","24","","1","","0","","","","","","","","","","","","","","stann101","","","","","","","","","","19440702","1","BAL14","BLG","l","regular","","1944"
"BLG194407022","NY5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","","","","","","","","","","","","","","","","","21","","","","","","","2","","","","","","","","","","","","","21","","0","","0","","","","","","","","","","","","","","mcfaj101","","","","","","","","","","19440702","2","BAL14","BLG","w","regular","","1944"
"PH5194407041","NY5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","7","","","","","","","","","","","","","","","","24","","","","","","","9","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","russb102","","","","","","","","","","19440704","1","PHI17","PH5","l","regular","","1944"
"PH5194407042","NY5","0","0","2","0","0","0","1","2","0","","","","","","","","","","","","","","","","","","","","","","value","","","5","1","1","","","3","1","1","","1","","","","","","","","24","","","2","1","1","","6","","2","","","","","1","1","","","","1","24","","1","","0","1","","","","","","","","","","","","","forrp101","willh105","","","","","","","","","19440704","2","PHI17","PH5","l","regular","","1944"
"NY5194407091","NY5","0","0","0","2","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","6","","value","36","34","3","8","1","0","0","2","0","0","0","2","0","","0","","","0","","27","","51","15","0","0","0","13","7","8","0","","1","0","0","0","0","1","","0","27","8","2","0","0","0","0","1","","barkm101","clayz101","willh105","chrit101","rivec101","willj110","baker101","spenj103","mcfaj101","mcfaj101","willh105","clayz101","spenj103","rivec101","baker101","willj110","barkm101","chrit101","","19440709","1","NYC14","PH5","l","regular","y","1944"
"NW2194407150","NY5","4","2","0","1","1","0","1","1","1","","","","","","","","","","","","","","","","","","","","8","","value","46","34","11","16","1","0","0","8","4","","0","8","","6","1","","","0","","27","","37","7","1","1","0","4","","2","","7","0","0","0","0","","0","","0","27","","3","2","0","0","0","0","","wilsd103","clayz101","barkm101","chrit101","willj110","rivec101","spenj103","kellw103","rectc101","rectc101","kellw103","clayz101","spenj103","barkm101","rivec101","willj110","wilsd103","chrit101","","19440715","0","TRE01","NW2","w","regular","y","1944"
"NW2194407160","NY5","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","0","3","","","","0","","","","","","6","","","","","","24","","","20","2","1","","21","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","forrp101","","","","","","","","","","19440716","0","NWK04","NW2","l","regular","","1944"
"BLG194407210","NY5","0","0","0","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","36","30","2","4","0","0","0","1","0","","0","6","","6","2","","","0","","24","","44","16","0","0","2","12","","6","0","2","0","0","0","0","0","1","","0","24","","3","2","0","0","0","1","","whatd101","wilsd103","barkm101","willj110","rivec101","clayz101","spenj103","kellw103","mcfaj101","mcfaj101","kellw103","clayz101","spenj103","barkm101","rivec101","wilsd103","whatd101","willj110","","19440721","0","BAL14","BLG","l","regular","y","1944"
"BLG194407231","NY5","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","7","","value","34","33","0","6","1","0","0","0","0","","0","1","","6","0","","","0","","24","","34","10","3","1","1","8","","1","","5","0","0","0","0","","2","","0","24","","3","0","0","0","0","2","","wilsd103","whatd101","barkm101","willj110","rivec101","clayz101","spenj103","kellw103","stann101","stann101","kellw103","clayz101","spenj103","barkm101","rivec101","whatd101","wilsd103","willj110","","19440723","1","BAL14","BLG","l","regular","y","1944"
"BLG194407232","NY5","1","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","6","","value","29","25","2","5","2","1","0","2","1","","0","3","","7","1","","","0","","18","","28","7","1","0","0","3","","1","","2","0","0","0","2","","1","","0","18","","1","0","0","0","0","1","","wilsd103","kingw102","barkm101","willj110","rivec101","clayz101","baker101","hardw101","rectc101","rectc101","baker101","clayz101","barkm101","rivec101","hardw101","kingw102","wilsd103","willj110","","19440723","2","BAL14","BLG","l","regular","y","1944"
