"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"CV9193903260","CV9","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","value","","","2","","","","","2","","","","","","","","","","","","27","","","","","","","1","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","","turnh101","","","","","","","","","19390326","0","JKV01","CAG","w","exhibition","","1939"
"CV9193903270","CV9","0","0","0","0","0","1","0","1","0","1","","","","","","","","","","","","","","","","","","","8","","value","39","33","3","8","0","0","0","3","3","0","0","3","0","2","2","0","0","0","0","30","0","39","7","2","0","0","2","2","5","0","5","0","0","0","0","1","0","1","0","30","13","1","1","0","0","0","0","1","holmp101","woodp104","whatd101","turnh101","royaj101","jonem103","thomd107","fraza101","henrp101","henrp101","turnh101","jonem103","fraza101","woodp104","holmp101","thomd107","royaj101","whatd101","","19390327","0","JKV01","CAG","w","exhibition","y","1939"
"CV9193904030","CV9","3","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","6","","value","36","30","3","5","3","0","0","2","2","","0","4","0","2","1","","","0","","27","","40","10","1","0","0","8","","3","","4","0","0","0","0","","5","","0","27","","0","0","0","0","0","5","","holmp101","woodp104","whatd101","turnh101","royaj101","jonem103","thomd107","fraza101","fernb101","fernb101","turnh101","jonem103","fraza101","woodp104","holmp101","thomd107","royaj101","whatd101","","19390403","0","JKV01","CAG","l","exhibition","y","1939"
"CV9193904080","CV9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","3","","","","","","","","","","","","","","","","","27","","","","","","","7","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","19390408","0","PAL01","CAG","l","exhibition","","1939"
"CV9193904090","CV9","0","1","0","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","5","","","","","","","","","","","","","","","","27","","","8","","","","6","","","","","","","","","","","","","27","","1","","0","","","","","","","","","","","","","","","","","","","","","","","","19390409","0","JKV01","CAG","l","exhibition","","1939"
"CV9193904110","CV9","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","0","2","0","0","0","0","","","","","","","","","","","","27","","","9","1","1","","5","","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","ferrw102","","","","","","","","","","19390411","0","JKV01","HOM","l","exhibition","","1939"
"HOM193904140","CV9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","2","","","","","","","","","","","","","","","","","24","","","","2","1","","6","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19390414","0","ORL01","HOM","l","exhibition","","1939"
"HOM193904140","CV9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lower","","","2","","","","","","","","","","","","","","","","","24","","","4","2","1","","6","","","","","","","","","","","","","24","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","19390414","0","ORL01","HOM","l","exhibition","","1939"
"CV9193904230","CV9","0","1","0","0","3","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","9","","value","46","39","4","7","1","0","0","3","0","0","1","6","0","5","1","2","0","0","1","33","0","46","10","0","0","0","5","4","6","0","2","1","1","0","2","0","1","1","1","33","15","3","1","0","1","1","1","1","ray-j102","woodp104","clevd101","turnh101","holmp101","thomd107","jonem103","fraza101","henrp101","henrp101","turnh101","jonem103","fraza101","woodp104","holmp101","clevd101","thomd107","ray-j102","","19390423","0","JKV01","SSA","l","exhibition","y","1939"
"CAG193905130","CV9","0","0","0","0","0","1","5","","","","","","","","","","","","","","","","","","","","","","9","","value","36","29","6","6","0","0","0","","0","","0","7","","","0","","","0","","21","","35","12","0","0","0","8","","2","0","","0","0","0","0","","0","","0","21","10","0","0","0","0","0","0","","ray-j102","woodp104","lylej102","holmp101","jonem103","royaj101","fraza101","lamac101","daviu102","daviu102","lamac101","jonem103","fraza101","woodp104","holmp101","royaj101","ray-j102","lylej102","","19390513","0","PAI01","CAG","l","exhibition","y","1939"
