"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","pbp","season"
"WBS193805220","NY5","WBS","WAS09","19380522","0","","","","","","","145","","","","","","","","","","crumj101","lee-u901","","","","","browb107","yokel101","","regular","13","2","NY5","WBS","y","both","y","y","","1938"
"HOM193805291","WBS","HOM","CLE07","19380529","1","","","","","","","","5000","","","","","","","","","","","","","","","browr103","robes104","","regular","0","6","HOM","WBS","y","both","y","y","","1938"
"HOM193805292","WBS","HOM","CLE07","19380529","2","","","7","","","","","5000","","","","","","","","","","","","","","","walke103","nashg101","","regular","1","13","HOM","WBS","y","both","","","","1938"
"HOM193805301","WBS","HOM","PIT09","19380530","1","","day","","","","","","","","","","","","","","","","","","","","","parkt101","yokel101","","regular","3","16","HOM","WBS","y","both","y","y","","1938"
"HOM193805302","WBS","HOM","PIT09","19380530","2","","day","7","","","","","","","","","","","","","","","","","","","","dulal101","richh102","","regular","3","6","HOM","WBS","y","both","","","","1938"
"PH5193806041","WBS","PH5","PHI17","19380604","1","","","","","","","","","","","","","","","","","","","","","","","carts102","robes104","","regular","5","16","PH5","WBS","y","both","y","y","","1938"
"PH5193806042","WBS","PH5","PHI17","19380604","2","","","7","","","","","","","","","","","","","","","","","","","","","yokel101","","regular","4","8","PH5","WBS","y","","","","","1938"
"PH5193806060","WBS","PH5","CHE02","19380606","0","","","8","","","","","","","","","","","","","","","","","","","","missj102","holml101","","regular","2","6","PH5","WBS","y","both","y","y","","1938"
"WBS193806191","PTC","WBS","WAS09","19380619","1","","","","","","","","","","","","","","","","","mccrf901","lee-u901","","","","","harvb101","holml101","","regular","12","1","PTC","WBS","y","both","y","y","","1938"
"WBS193806192","PTC","WBS","WAS09","19380619","2","","","7","","","","","","","","","","","","","","mccrf901","lee-u901","","","","","robes104","morrb104","","regular","1","9","WBS","PTC","y","both","y","y","","1938"
"WBS193807020","NW2","WBS","WAS09","19380702","0","","","","","","","","","","","","","","","","","","","","","","","wrigj105","johnt107","","regular","7","5","NW2","WBS","y","both","y","y","","1938"
"WBS193807031","PH5","WBS","WAS09","19380703","1","","","","","","","","","","","","","","","","","","","","","","","carts102","robes104","jones107","regular","7","5","PH5","WBS","y","both","y","y","","1938"
"WBS193807032","PH5","WBS","WAS09","19380703","2","","","7","","","","","","","","","","","","","","","","","","","","","","","regular","4","1","PH5","WBS","y","","","","","1938"
"BLG193807160","WBS","BLG","BAL14","19380716","0","","","","","","","","","","","","","","","","","","","","","","","kinch101","direj101","","regular","5","1","WBS","BLG","y","both","y","y","","1938"
