"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"NNS193709190","NNS","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","8","","value","34","33","2","8","0","0","1","2","0","","0","1","","8","2","","","0","","27","","29","0","0","0","0","0","0","5","","5","0","0","0","0","","0","","0","27","12","0","1","0","0","0","0","","jenkf102","hughs101","wilsj106","wrigb104","wrigz102","westj102","mackb102","willc106","taylj108","taylj108","mackb102","westj102","hughs101","wilsj106","willc106","wrigb104","jenkf102","wrigz102","","19370919","0","NYC14","SDO","w","exhibition","y","1937"
"NNS193709261","NNS","0","1","0","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","7","","value","38","36","4","7","1","0","0","","0","","0","2","","7","4","","","0","","27","","40","10","0","0","1","9","9","4","0","8","0","0","0","0","0","2","","0","27","9","1","0","0","0","0","2","","jenkf102","wilsj106","wrigz102","wrigb104","westj102","willc106","mackb102","snowf101","taylj108","taylj108","mackb102","westj102","snowf101","wilsj106","willc106","jenkf102","wrigb104","wrigz102","","19370926","1","NYC16","SDO","l","exhibition","y","1937"
"NNS193709262","NNS","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","3","","","","1","","","","","","","","","","","","15","","","3","","","","0","0","","","","","","","","","","","","15","","0","","0","","","","","","","","","","","","","","hollb106","mackb102","","","","","","","","","19370926","2","NYC16","SDO","w","exhibition","","1937"
