"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BIR194804181","BIR","0","0","0","0","0","4","2","1","","","","","","","","","","","","","","","","","","","","","5","","value","36","32","7","8","0","1","0","4","0","0","0","4","0","5","0","0","1","0","2","27","0","39","9","1","0","0","4","4","2","0","2","0","0","0","0","0","2","0","0","27","0","1","0","0","0","0","2","0","wilsa101","britj104","steee102","zappj101","scotj107","davip102","robin102","bassp101","poweb103","poweb103","bassp101","scotj107","davip102","britj104","wilsa101","zappj101","robin102","steee102","","19480418","1","BIR01","IN9","w","exhibition","y","1948"
"BIR194804182","BIR","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","4","","","","","","","","","","","","","","","","15","","","2","","","","1","1","","","","","","","","","","","","15","","0","","0","","","","","","","","","","","","","","hearj103","bellh102","","","","","","","","","19480418","2","BIR01","IN9","t","exhibition","","1948"
"BIR194804220","BIR","0","0","1","0","1","0","0","5","2","","","","","","","","","","","","","","","","","","","","","","value","","","9","14","","","","","","","","","","","","","","","","27","","","16","","","","13","","","","","","","","","","","","","27","","2","","0","","","","","","","","","","","","","","perra101","bellh102","","","","","","","","","19480422","0","MTG01","IN9","l","exhibition","","1948"
"BIR194804230","BIR","0","0","0","2","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","value","","","3","10","1","","1","3","","","","","","","1","","","","","27","","","5","","","","0","0","","","","","","","","","","","","27","","3","","0","","","","","","","","","","","","","","newbj101","bassp101","","","","","","","","","19480423","0","NOL01","IN9","w","exhibition","","1948"
"MEM194804251","BIR","0","0","1","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","value","","","4","10","","1","1","","","","","","","10","","","","","","27","","","1","","","1","1","1","2","","7","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","poweb103","bellh102","","","","","","","","","19480425","1","MEM02","MEM","w","exhibition","","1948"
"MEM194804252","BIR","0","0","0","0","2","3","0","","","","","","","","","","","","","","","","","","","","","","","","value","","","5","11","","","","","","","","","","","","","","","","21","","","5","","","","2","","","","","","","","","","","","","21","","3","","0","","","","","","","","","","","","","","hearj103","bassp101","","","","","","","","","19480425","2","MEM02","MEM","w","exhibition","","1948"
"MEM194804272","BIR","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","1","5","","","","","","","","","","","","","","","","15","","","5","","","","1","","","","","","","","","","","","","15","","1","","0","","","","","","","","","","","","","","polln102","bassp101","","","","","","","","","19480427","2","MEM02","MEM","t","exhibition","","1948"
"BIR194805010","BIR","0","0","0","5","0","1","5","0","","","","","","","","","","","","","","","","","","","","","","","value","","","11","10","","","1","","","","","","","","","","","","","27","","","10","","","1","2","1","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","poweb103","bellh102","","","","","","","","","19480501","0","BIR01","CVB","w","regular","","1948"
"BIR194805021","BIR","1","0","2","3","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","5","","value","39","35","7","9","4","2","0","6","0","0","1","3","0","2","0","0","0","0","1","27","0","45","13","2","0","0","9","6","5","0","2","1","0","0","0","0","1","0","1","27","9","4","1","0","1","0","1","0","wilsa101","britj104","scotj107","steee102","davip102","robin102","zappj101","bassp101","perra101","perra101","bassp101","scotj107","davip102","britj104","wilsa101","zappj101","robin102","steee102","","19480502","1","BIR01","CVB","l","regular","y","1948"
"BIR194805022","BIR","1","2","0","0","4","","","","","","","","","","","","","","","","","","","","","","","","5","","value","25","23","7","9","2","1","0","6","0","0","0","2","0","2","0","0","1","0","2","15","0","24","7","3","1","0","6","5","1","0","2","0","0","0","1","0","1","0","0","15","6","1","1","0","0","0","1","0","wilsa101","britj104","scotj107","steee102","davip102","robin102","zappj101","bellh102","polln102","polln102","bellh102","scotj107","davip102","britj104","wilsa101","zappj101","robin102","steee102","","19480502","2","BIR01","CVB","w","regular","y","1948"
"BIR194805030","BIR","0","0","0","0","1","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","value","","","3","9","","","","","","","","","","","","","","","","27","","","20","","","","15","","","","","","","","","","","","","27","","6","","0","","","","","","","","","","","","","","perra101","bassp101","","","","","","","","","19480503","0","MTG01","CVB","l","regular","","1948"
"BIR194805050","BIR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","value","","","4","8","1","","","","","","","","","","","","","","","27","","","4","","","","3","3","","","","","","","","","","","","27","","0","","0","","","","","","","","","","","","","","poweb103","bellh102","","","","","","","","","19480505","0","AXC01","CVB","w","regular","","1948"
