"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"BCG194310241","BCG","0","0","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","8","value","34","2","9","0","0","0","2","1","","0","2","","","0","","","","27","","41","12","","","0","8","7","3","","8","0","0","0","0","","27","13","3","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","paigs101","paigs101","radct101","leonb101","sampt101","easth104","walkh103","bellj103","hydec101","speac103","","19431024","1","LOS04","PIR","L","exhibition","y","1943"
"BCG194310241","BCG","0","0","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","8","lower","34","2","9","0","0","0","2","1","","0","","","","0","","","","27","","41","12","","","0","8","7","3","","8","0","0","0","0","","27","13","3","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","paigs101","paigs101","radct101","leonb101","sampt101","easth104","walkh103","bellj103","hydec101","speac103","","19431024","1","LOS04","PIR","L","exhibition","y","1943"
"BCG194310241","BCG","0","0","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","8","upper","34","2","9","0","0","0","2","1","","0","","","","0","","","","27","","41","12","","","0","8","7","3","","8","0","0","0","0","","27","13","3","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","paigs101","paigs101","radct101","leonb101","sampt101","easth104","walkh103","bellj103","hydec101","speac103","","19431024","1","LOS04","PIR","L","exhibition","y","1943"
"BCG194310242","BCG","0","0","1","0","0","3","","","","","","","","","","","","","","","","","","","","","","","3","value","22","4","7","0","1","0","3","1","","0","2","","","1","","","","18","","23","3","","","0","1","0","2","","1","0","0","0","0","","18","6","1","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","mcdab101","mcdab101","radct101","leonb101","sampt101","easth104","walkh103","bellj103","hydec101","speac103","","19431024","2","LOS04","PIR","W","exhibition","y","1943"
"BCG194310242","BCG","0","0","1","0","0","3","","","","","","","","","","","","","","","","","","","","","","","3","lower","22","4","7","0","1","0","3","1","","0","","","","1","","","","18","","23","3","","","0","1","0","2","","1","0","0","0","0","","18","6","1","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","mcdab101","mcdab101","radct101","leonb101","sampt101","easth104","walkh103","bellj103","hydec101","speac103","","19431024","2","LOS04","PIR","W","exhibition","y","1943"
"BCG194310242","BCG","0","0","1","0","0","3","","","","","","","","","","","","","","","","","","","","","","","3","upper","22","4","7","0","1","0","3","1","","0","","","","1","","","","18","","23","3","","","0","1","0","2","","1","0","0","0","0","","18","6","1","1","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","mcdab101","mcdab101","radct101","leonb101","sampt101","easth104","walkh103","bellj103","hydec101","speac103","","19431024","2","LOS04","PIR","W","exhibition","y","1943"
"BCG194310311","BCG","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","11","value","38","4","13","2","1","0","4","0","","0","2","","","1","","","","27","","36","6","","","0","3","1","2","","14","0","0","0","0","","27","5","2","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","paigs101","paigs101","radct101","leonb101","sampt101","easth104","walkh103","hydec101","bellj103","speac103","","19431031","1","LOS04","PIR","W","exhibition","y","1943"
"BCG194310311","BCG","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","11","lower","38","4","13","2","1","0","4","0","","0","","","","1","","","","27","","36","6","","","0","3","1","2","","14","0","0","0","0","","27","5","2","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","paigs101","paigs101","radct101","leonb101","sampt101","easth104","walkh103","hydec101","bellj103","speac103","","19431031","1","LOS04","PIR","W","exhibition","y","1943"
"BCG194310311","BCG","0","0","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","11","upper","38","4","13","2","1","0","4","0","","0","","","","1","","","","27","","36","6","","","0","3","1","2","","14","0","0","0","0","","27","5","2","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","paigs101","paigs101","radct101","leonb101","sampt101","easth104","walkh103","hydec101","bellj103","speac103","","19431031","1","LOS04","PIR","W","exhibition","y","1943"
"BCG194310312","BCG","1","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","8","value","27","3","8","1","0","0","3","0","","0","2","","","0","","","","18","","27","6","","","0","3","3","2","","6","1","0","0","0","","18","4","1","0","0","0","hydec101","bellj103","speac103","leonb101","easth104","sampt101","radct101","walkh103","mossp101","mossp101","radct101","leonb101","sampt101","easth104","walkh103","hydec101","bellj103","speac103","","19431031","2","LOS04","PIR","T","exhibition","y","1943"
