"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","mgr","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"NYL192906061","BLS","1","0","0","0","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","6","","value","36","33","3","7","0","0","1","","1","","0","2","","6","1","","","0","","24","","33","9","0","1","2","4","","5","0","3","0","0","0","1","0","0","","0","24","11","1","2","0","0","0","0","","hubbj101","warff101","wilsj106","dixor101","lundd103","marco101","washp101","clarb107","yokel101","yokel101","clarb107","wilsj106","warff101","marco101","lundd103","washp101","dixor101","hubbj101","","19290606","1","NYC24","NYL","l","regular","y","1929"
"NYL192906062","BLS","0","0","4","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","4","","value","36","32","5","7","2","0","0","","2","","0","2","","3","2","","","0","","24","","37","10","4","0","2","6","","3","","3","0","0","0","3","","1","","0","24","16","3","0","0","0","0","1","","warff101","marco101","wilsj106","dixor101","lundd103","washp101","clarb107","hubbj101","lee-s101","lee-s101","clarb107","wilsj106","warff101","marco101","lundd103","washp101","dixor101","hubbj101","","19290606","2","NYC24","NYL","l","regular","y","1929"
"BLS192909291","BLS","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","5","","value","33","30","1","6","1","0","0","","0","","1","2","","4","1","","","","","27","0","41","7","1","0","0","3","0","5","","9","0","0","1","1","","0","","0","27","19","5","0","0","0","0","0","","burbb102","warff101","wilsj106","lundd103","dixor101","washp101","marco101","clarb107","yokel101","yokel101","clarb107","wilsj106","warff101","marco101","lundd103","burbb102","washp101","dixor101","","19290929","1","BAL13","ASB","l","exhibition","y","1929"
"BLS192909292","BLS","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","3","","value","25","23","2","3","2","0","0","2","0","","0","2","","9","0","","","","","21","","25","3","0","0","1","1","1","3","","1","0","0","0","1","","0","","0","21","10","1","1","0","0","0","0","","burbb102","warff101","wilsj106","lundd103","dixor101","washp101","marco101","clarb107","lee-s101","lee-s101","clarb107","wilsj106","warff101","marco101","lundd103","burbb102","washp101","dixor101","","19290929","2","BAL13","ASB","w","exhibition","y","1929"
"BLS192910061","BLS","0","2","2","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","8","","value","38","33","6","13","4","0","0","","1","","1","3","","5","2","","","","","27","","34","2","0","0","0","2","2","5","","6","0","0","0","0","","0","","0","27","19","2","1","0","0","0","0","","warff101","dixor101","smith112","wilsj106","beckj104","washp101","marco101","clarb107","yokel101","yokel101","clarb107","wilsj106","warff101","marco101","beckj104","dixor101","washp101","smith112","","19291006","1","BAL13","ASB","w","exhibition","y","1929"
"BLS192910062","BLS","2","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","","6","","value","32","31","5","13","5","0","0","","0","","0","1","","5","3","","","","","21","0","35","9","1","0","0","6","0","2","","5","0","2","0","2","","1","","2","21","9","5","0","0","2","2","1","","warff101","dixor101","smith112","wilsj106","beckj104","washp101","marco101","clarb107","flouw101","flouw101","clarb107","wilsj106","warff101","marco101","beckj104","dixor101","washp101","smith112","","19291006","2","BAL13","ASB","l","exhibition","y","1929"
"BLS192910131","BLS","2","4","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","5","","value","37","35","8","12","2","1","3","","1","","0","1","","5","1","","","","","27","","41","5","2","0","0","3","0","7","","8","1","0","0","0","","1","","0","27","13","1","0","0","0","0","1","","dixor101","marco101","wilsj106","smith112","lundd103","beckj104","washp101","clarb107","yokel101","yokel101","clarb107","beckj104","wilsj106","marco101","lundd103","dixor101","washp101","smith112","","19291013","1","BAL13","ASB","w","exhibition","y","1929"
"BLS192910132","BLS","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","","6","","value","26","21","2","3","1","0","0","","1","","0","4","","9","1","","","","","18","","24","2","1","0","0","1","0","3","","1","0","0","0","2","","0","","0","18","7","1","0","0","0","0","0","","dixor101","marco101","wilsj106","smith112","lundd103","beckj104","washp101","clarb107","lee-s101","lee-s101","clarb107","beckj104","wilsj106","marco101","lundd103","dixor101","washp101","smith112","","19291013","2","BAL13","ASB","w","exhibition","y","1929"
"BLS192910201","BLS","0","0","0","3","0","2","0","0","","","","","","","","","","","","","","","","","","","","","4","","value","33","30","5","9","2","0","0","","1","","1","1","","4","2","","","","","27","","37","7","0","0","0","2","0","4","","4","0","0","0","0","","0","","0","27","13","0","2","0","0","0","0","","dixor101","marco101","wilsj106","smith112","lundd103","beckj104","washp101","clarb107","yokel101","yokel101","clarb107","beckj104","wilsj106","marco101","lundd103","dixor101","washp101","smith112","","19291020","1","BAL13","ASB","w","exhibition","y","1929"
"BLS192910202","BLS","3","0","4","1","","","","","","","","","","","","","","","","","","","","","","","","","0","","value","20","16","8","7","2","0","1","","1","","1","2","","1","4","","","","","15","","19","3","1","0","0","0","0","1","","0","0","0","0","0","","0","","0","15","5","1","0","0","0","0","0","","dixor101","marco101","wilsj106","smith112","lundd103","beckj104","washp101","clarb107","lee-s101","lee-s101","clarb107","beckj104","wilsj106","marco101","lundd103","dixor101","washp101","smith112","","19291020","2","BAL13","ASB","w","exhibition","y","1929"
"BLS192910270","BLS","4","3","0","0","0","2","3","2","","","","","","","","","","","","","","","","","","","","","6","","value","44","40","14","17","4","0","3","","0","","0","4","","4","1","","","","","27","","43","15","0","0","0","7","0","3","","6","1","1","0","0","","0","","1","27","15","1","1","0","1","1","0","","burbb102","warff101","dixor101","beckj104","wintn101","marco101","johnh102","clarb107","yokel101","yokel101","clarb107","wintn101","warff101","marco101","beckj104","burbb102","dixor101","johnh102","","19291027","0","BAL13","ASB","w","exhibition","y","1929"
