ID,last,first
babcu901,Babcock,
balll901,Ballanfant,Lee
barrg901,Barr,George
basis901,Basil,Steve
bealu901,Beal,
bluev901,Blueitt,Virgil
bridu901,Bridgewater,
brosu901,Broski,
browu901,Brown,
caldu901,Caldwell,
careu901,Carey,
charo101,Charleston,Oscar
charu901,Charleston,
cleap901,Cleague,Pete
clinu901,Clinton,
coopu901,Cooper,
cordu901,Cordell,
cowdu901,Cowdrick,
craij901,Craig,John
crelw901,Crelin,Wilbur
crumj101,Crump,James
darnu901,Darnell,
derou901,DeRose,
devoj102,DeVoe,Josh
dileu901,Dileo,
dinnb101,Dinneen,Bill
donab901,Donaldson,Billy
duffu901,Duffy,
fairu901,Fair,Paul
fiela901,Fields,Art
flauu901,Flauto,
fostu901,Foster,
gansj101,Gans,Judy
garmu901,Garman,
geish901,Geisel,Harry
gholb901,Gholston,Bert
goetl901,Goetz,Larry
gordu901,Gordon,
greeu902,Green,
harrb901,Harris,Bill
harrm103,Harris,Mo
haydu901,Hayden,
hayeg901,Hayes,Gerald
helru901,Helrich,
hendu901,Henderson,
holtu901,Holtcamp,
hopku901,Hopkins,
hubbc901,Hubbard,Cal
innou901,Innocenzi,
irviu901,Irving,
johnc901,Johnston,Charles
johnu903,Johns,
kempu901,Kemp,
klemb901,Klem,Bill
kolll901,Kolls,Lou
lobau901,Lobach,
longu901,Longley,
lyncu901,Lynch,
mageg901,Magerkurth,George
malou902,Maloney,
mcclu901,McCloskey,
mcclu902,McCloud,
mcdou901,McDonald,
mcgob901,McGowan,Bill
morac102,Moran,Charlie
morig101,Moriarty,George
moorw901,Moore,Bill
morru902,Morris,
naylu901,Naylor,
newmu901,Newman,
norru901,Norris,
ormsr901,Ormsby,Red
owenb901,Owens,Brick
parkg901,Parker,Tiny
pfirc901,Pfirman,Cy
phelu902,Phelan,
pineb101,Pinelli,Babe
quige901,Quigley,Ernie
quinj901,Quinn,John
rearb901,Reardon,Beans
reedp901,Reed,Percy
reynu901,Reynolds,
searz901,Sears,Ziggy
shanu901,Shannon,
spenh901,Spencer,Henry
stevu901,Stevens,
stewb901,Stewart,Bill
stumu901,Stumpf,
summb901,Summers,Bill
taggu901,Taggert,
taylu901,Taylor,
toacu901,Toach,
turnu901,Turner,
volau901,Vola,
wallu902,Waller,
wardh901,Ward,Harry
washu901,Washington,Pat
wattu901,Watt,
wheeu901,Wheeler,
willl902,Williams,Les
winsu901,Winston,
wintu901,Winters,
wrigb104,Wright,Wild Bill
younr901,Young,Roy
