ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1936A0001,almam101,1936,BOS,D,OF,G,BOS193605260,1,0,,,,,
1936A0116,almam101,1936,BOS,D,OF,LFG,,12,11,,,,Official sheets show 12 LFG,Y
1936A0002,almam101,1936,BOS,D,OF,LFG,BOS193605260,1,0,1936A0001,,,No LF in game at end,Y
1936A0003,almam101,1936,BOS,D,OF,LFG,NYA193605310,1,0,1936A0004,DUP,,,Y
1936A0004,almam101,1936,BOS,D,OF,CFG,NYA193605310,0,1,1936A0003,DUP,,,Y
1936A0005,cookd102,1936,BOS,D,OF,LFG,SLA193605210,1,0,1936A0007,DUP,,,Y
1936A0006,cookd102,1936,BOS,D,OF,LFG,BOS193605230,1,0,1936A0008,DUP,,,Y
1936A0007,cookd102,1936,BOS,D,OF,RFG,SLA193605210,0,1,1936A0005,DUP,,,Y
1936A0008,cookd102,1936,BOS,D,OF,RFG,BOS193605230,0,1,1936A0006,DUP,,,Y
1936A0009,foxxj101,1936,BOS,O,,RBI,BOS193607110,1,0,,IMP,,Officially Foxx hit HR with 0 RBI,
1936A0010,foxxj101,1936,BOS,D,1B,ERR,BOS193608162,1,0,1936A0011,COL,,,
1936A0011,foxxj101,1936,BOS,D,1B,DP,BOS193608162,0,1,1936A0010,COL,,,
1936A0012,mcnae101,1936,BOS,D,SS,ERR,NYA193608220,1,0,,,,,
1936A0013,melis101,1936,BOS,O,,G,DET193607240,1,0,1936A0014,,,,
1936A0014,melis101,1936,BOS,D,2B,G,DET193607240,1,0,1936A0013,,,,
1936A0015,werbb101,1936,BOS,D,3B,G,,102,101,,,,Official sheets show 102 G at 3B,
1936A0016,bonuz101,1936,CHA,O,,BB,CHA193608151,1,0,1936A0020,SWAP;PAA,,,
1936A0017,dykej101,1936,CHA,O,,BB,CHA193607042,1,0,,PAA,,,
1936A0018,haasm101,1936,CHA,O,,SO,CLE193608092,1,0,,OPP,,,
1936A0019,kreem101,1936,CHA,D,OF,LFG,CHA193606160,1,0,,,,No LF in game at end,Y
1936A0020,radcr101,1936,CHA,O,,BB,CHA193608151,0,1,1936A0016,SWAP;PAA,,,
1936A0021,walkd101,1936,CHA,O,,G,NYA193608310,1,0,,,,,
1936A0022,whitj101,1936,CHA,O,,SO,BOS193607090,0,1,,OPP,,,
1936A0023,knicb101,1936,CLE,O,,BB,CLE193609071,1,0,,OPP;PAA,,,
1936A0113,trosh101,1936,CLE,O,,RBI,CLE193609251,1,0,,,,,
1936A0024,trosh101,1936,CLE,O,,SO,CLE193605270,1,0,,OPP,,,
1936A0025,trosh101,1936,CLE,D,1B,DP,CHA193609061,1,2,,,,,
1936A0027,weatr101,1936,CLE,D,OF,LFG,CLE193607262,1,0,1936A0034,DUP,,,Y
1936A0028,weatr101,1936,CLE,D,OF,LFG,CLE193607280,1,0,1936A0035,DUP,,,Y
1936A0029,weatr101,1936,CLE,D,OF,LFG,CLE193607291,1,0,1936A0036,DUP,,,Y
