ID,last,first
behlf901,Behle,Frank
bettw901,Betts,William
browt102,Brown,Tom
buelc101,Buelow,Charlie
calln101,Callahan,Nixey
cantj801,Cantillon,Joe
carsk102,Carsey,Kid
colgh901,Colgan,Harry
connt901,Connolly,Tommy
crolf101,Crolius,Fred
cronj102,Cronin,Jack
cunnb103,Cunningham,Bert
dalyt101,Daly,Tom
dwyef101,Dwyer,Frank
emslb101,Emslie,Bob
farrd102,Farrell,Duke
foref101,Foreman,Frank
ganzc101,Ganzel,Charlie
gradm101,Grady,Mike
hartb106,Hart,Bill
haskj901,Haskell,Jack
jackf101,Jacklitsch,Fred
klinj101,Kling,Johnny
leaht101,Leahy,Tom
manna901,Mannassau,Al
mathc102,Mathewson,Christy
mcals101,McAllister,Sport
mcgud101,McGuire,Deacon
nashb101,Nash,Billy
nichk101,Nichols,Kid
oconj104,O'Connor,Jack
odayh101,O'Day,Hank
ortha101,Orth,Al
peith101,Peitz,Heinie
schrp101,Schriver,Pop
sherj901,Sheridan,Jack
sieve101,Siever,Ed
smith110,Smith,Heinie
snydp101,Snyder,Pop
tannj101,Tannehill,Jesse
terra101,Terry,Adonis
wallj105,Wall,Joe
warnj103,Warner,Jack
zimmc101,Zimmer,Chief
