ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1966N0001","clend101",1966,"PIT","D","1B","ERR","PIT196609051",0,1,,,,
"1966N0002","rodga101",1966,"PIT","D","1B","ERR","PIT196609051",1,0,,,,
"1966N0003","boyek101",1966,"NYN","O",,"CS","NYN196606111",0,1,,,,
"1966N0004","krane101",1966,"NYN","O",,"CS","NYN196606111",1,0,,,,
"1966N0005","pavld101",1966,"CIN","O",,"GDP","CIN196605230",1,0,,,,
"1966N0006","pinsv101",1966,"CIN","O",,"GDP","CIN196605230",0,1,,,,
"1966N0007","farrt101",1966,"HOU","O",,"GDP","HOU196606100",1,0,,,,
"1966N0008","daviw102",1966,"LAN","O",,"GDP","LAN196608200",0,1,,,,
"1966N0009","hillc101",1966,"NYN","O",,"GDP","HOU196607260",1,0,,,,
"1966N0010","swobr101",1966,"NYN","O",,"GDP","CHN196606261",0,1,,,,
"1966N0011","davej101",1966,"SFN","O",,"GDP","NYN196608030",0,1,,,,
"1966N0012","hallt102",1966,"SFN","O",,"GDP","SFN196609160",1,0,,,,
"1966N0013","virgo101",1966,"SFN","O",,"GDP","NYN196608030",1,0,,,,
"1966N0014","buchj102",1966,"SLN","O",,"GDP","SLN196607200",0,1,,,,
"1966N0015","johnl104",1966,"LAN","O",,"G","CIN196609040",1,0,,,,
"1966N0017","ruizc102",1966,"CIN","O",,"IBB","HOU196607030",1,0,,,,
"1966N0018","wynnj101",1966,"HOU","O",,"SO","HOU196604220",2,3,,,,
"1966N0020","fisch101",1966,"CIN","P",,"ER","CIN196606250",2,1,,,,
"1966N0021","brucb101",1966,"HOU","P",,"ER","HOU196608180",2,3,,,,
"1966N0023","henrb101",1966,"SFN","P",,"IP",,21.2,22.0,,"ADD",,
"1966N0024","baldj101",1966,"CIN","P",,"IBB","CIN196605310",0,1,,,,
"1966N0025","ellis101",1966,"CIN","P",,"IBB","CIN196605310",1,0,,,,
"1966N0026","dierl101",1966,"HOU","P",,"IBB","HOU196607030",2,0,,,,
"1966N0028","washr101",1966,"SLN","P",,"SH","HOU196604270",0,1,,,,
"1966N0030","baldj101",1966,"CIN","P",,"WP","HOU196607030",1,0,,,,
"1966N0038","coleg101",1966,"CIN","D","1B","G","CIN196608120",1,0,,,,
"1966N0039","harpt101",1966,"CIN","D","OF","G","CIN196605070",1,0,,,,
"1966N0040","harpt101",1966,"CIN","D","OF","LFG","CIN196605070",1,0,,,,
"1966N0041","ruizc102",1966,"CIN","D","2B","G","CIN196606020",1,0,,,,
"1966N0042","ruizc102",1966,"CIN","D","OF","RFG","ATL196607180",1,0,,,,
"1966N0043","ruizc102",1966,"CIN","D","3B","G","CIN196606020",0,1,,,,
"1966N0044","lillb101",1966,"HOU","D","SS","G","HOU196607060",1,0,,,,
"1966N0045","lillb101",1966,"HOU","D","SS","G","ATL196609040",1,0,,,,
"1966N0046","lillb101",1966,"HOU","D","2B","G","HOU196607060",0,1,,,,
"1966N0047","mantf101",1966,"HOU","D","2B","G","NYN196610022",1,0,,,,
"1966N0048","mantf101",1966,"HOU","D","3B","G","NYN196610022",0,1,,,,
"1966N0049","staur001",1966,"HOU","D","1B","G","HOU196606230",0,1,,,,
"1966N0050","staur001",1966,"HOU","D","OF","RFG","HOU196606230",1,0,,,,
"1966N0051","staur001",1966,"HOU","D","OF","G","HOU196606230",1,0,,,,
"1966N0052","gillj102",1966,"LAN","D","2B","G","PIT196608010",0,1,,,,
"1966N0053","gillj102",1966,"LAN","D","3B","G","PIT196608010",1,0,,,,
"1966N0054","lefej101",1966,"LAN","D","3B","G","CIN196606290",1,0,,,,
"1966N0055","lefej101",1966,"LAN","D","3B","G","PHI196607171",1,0,,,,
"1966N0056","lefej101",1966,"LAN","D","2B","G","PHI196607171",0,1,,,,
"1966N0057","parkw101",1966,"LAN","D","OF","CFG","PHI196607171",1,0,,,,
"1966N0058","parkw101",1966,"LAN","D","1B","G","PHI196607171",0,1,,,,
"1966N0061","hillc101",1966,"NYN","D","2B","G","SLN196606220",1,0,,,,
"1966N0063","lewij102",1966,"NYN","D","OF","RFG","LAN196609130",1,0,,,,
"1966N0064","stepj102",1966,"NYN","D","C","G","NYN196609020",0,1,,,,
"1966N0065","dalrc101",1966,"PHI","D","C","G","PIT196607312",1,0,,,,
"1966N0066","kuenh101",1966,"PHI","D","3B","G","ATL196605050",1,0,,,,
"1966N0067","fuent101",1966,"SFN","D","SS","G","SFN196605270",1,0,,,,
"1966N0068","hallt102",1966,"SFN","D","1B","G","CIN196606240",1,0,,,,
"1966N0069","landd101",1966,"SFN","D","OF","LFG","PHI196606030",0,1,,,,
"1966N0070","lanih101",1966,"SFN","D","SS","G","CIN196606240",1,0,,,,
"1966N0071","lanih101",1966,"SFN","D","SS","G","SFN196607041",1,0,,,,
"1966N0072","lanih101",1966,"SFN","D","SS","G","SFN196607070",1,0,,,,
"1966N0073","lanih101",1966,"SFN","D","2B","G","SFN196607041",0,1,,,,
"1966N0074","lanih101",1966,"SFN","D","2B","G","SFN196607070",0,1,,,,
"1966N0075","masod101",1966,"SFN","D","2B","G","SFN196605270",1,0,,,,
"1966N0076","virgo101",1966,"SFN","D","3B","G","ATL196607290",1,0,,,,
"1966N0077","gaglp101",1966,"SLN","D","OF","LFG","NYN196608072",1,0,,,,
"1966N0080","cardl101",1966,"CIN","D","SS","DP","CIN196607270",1,2,,,,
"1966N0081","coleg101",1966,"CIN","D","1B","DP","CIN196606192",2,3,,,,
"1966N0082","coleg101",1966,"CIN","D","1B","DP","SFN196604270",0,1,,,,
"1966N0083","edwaj101",1966,"CIN","D","C","DP","CIN196606290",2,1,,,,
"1966N0084","helmt101",1966,"CIN","D","2B","DP","CIN196605040",2,1,,,,
"1966N0085","helmt101",1966,"CIN","D","3B","DP","CHN196609210",1,0,,,,
"1966N0086","johnd103",1966,"CIN","D","1B","DP","SFN196604270",1,0,,,,
"1966N0087","pavld101",1966,"CIN","D","C","DP","CIN196609010",1,0,,,,
"1966N0088","pavld101",1966,"CIN","D","C","DP",,4,2,,,,
"1966N0089","pavld101",1966,"CIN","D","1B","DP","CIN196605230",1,2,,,,
"1966N0090","pavld101",1966,"CIN","D","1B","DP",,6,8,,,,
"1966N0091","rosep001",1966,"CIN","D","2B","DP","LAN196607060",2,1,,,,
"1966N0092","rosep001",1966,"CIN","D","2B","DP","PHI196606090",2,1,,,,
"1966N0093","ruizc102",1966,"CIN","D","SS","DP","CIN196607270",1,0,,,,
"1966N0094","branr101",1966,"HOU","D","2B","DP","ATL196609031",2,1,,,,
"1966N0095","freeg102",1966,"HOU","D","2B","DP","HOU196607260",1,0,,,,
"1966N0096","harrc101",1966,"HOU","D","1B","DP","HOU196607260",1,0,,,,
"1966N0097","jacks102",1966,"HOU","D","SS","DP","HOU196607260",1,0,,,,
"1966N0098","nichd101",1966,"HOU","D","OF","DP","LAN196606130",1,0,,,,
"1966N0099","staur001",1966,"HOU","D","1B","DP","HOU196606230",0,1,,,,
"1966N0100","staur001",1966,"HOU","D","OF","DP","HOU196606230",1,0,,,,
"1966N0101","davit103",1966,"LAN","D","OF","DP","LAN196607250",1,0,,,,
"1966N0102","drysd101",1966,"LAN","D","P","DP","LAN196607200",1,0,,,,
"1966N0103","johnl104",1966,"LAN","D","OF","DP","LAN196607250",0,1,,,,
"1966N0104","kennj105",1966,"LAN","D","2B","DP","CIN196606290",1,0,,,,
"1966N0105","kennj105",1966,"LAN","D","2B","DP","LAN196607260",2,1,,,,
"1966N0106","olivn101",1966,"LAN","D","2B","DP","LAN196604150",2,1,,,,
"1966N0107","parkw101",1966,"LAN","D","1B","DP","LAN196605220",1,0,,,,
"1966N0109","willm102",1966,"LAN","D","SS","DP","LAN196605220",1,0,,,,
"1966N0110","boyek101",1966,"NYN","D","3B","DP","PIT196604290",0,1,,,,
"1966N0113","brese101",1966,"NYN","D","SS","DP","NYN196607300",0,1,,,,
"1966N0114","brese101",1966,"NYN","D","SS","DP","NYN196609020",0,2,,,,
"1966N0115","eiled101",1966,"NYN","D","P","DP","NYN196606120",1,0,,,,
"1966N0116","heplb101",1966,"NYN","D","P","DP","NYN196605170",1,0,,,,
"1966N0117","huntr101",1966,"NYN","D","2B","DP","NYN196607290",1,0,,,,
"1966N0118","krane101",1966,"NYN","D","1B","DP","ATL196604241",1,0,,,,
"1966N0119","krane101",1966,"NYN","D","1B","DP","NYN196609020",2,0,,,,
