ID,last,first
andeu901,Anderson,
barrg901,Barr,George
basku901,Baskerville,
browu901,Brown,
chadc101,Chadbourne,Chet
claru901,Clarke,
cleap901,Cleague,Pete
cordu901,Cordell,
craij901,Craig,John
crawu901,Crawford,
daleu901,Daley,
daviu902,Davis,
dinnb101,Dinneen,Bill
dodsu901,Dodson,
donlu901,Donlan,
duinu901,Duing,
edwau902,Edwards,
ernsu901,Ernst,
evanu902,Evans,
farru901,Farrell,
fielu902,Fields,
fleau901,Fleat,
floyu901,Floyd,
gambe901,Gamblee,Ellsworth
gansj101,Gans,Judy
garmu901,Garman,
geish901,Geisel,Harry
geitu901,Geiter,
goldu902,Golden,
hanlu901,Hanlin,
hannu901,Hannibal,
harrm103,Harris,Mo
harru902,Harriet,
heckg101,Hecker,Guy
helfu901,Helfrich,
hildg101,Hildebrand,George
hillu902,Hill,
hopku901,Hopkins,
joneu901,Jones,
kempu901,Kemp,
keyeu901,Keyes,
klemb901,Klem,Bill
kolll901,Kolls,Lou
larru901,Larrimore,
leakh901,Leake,Holis
lobau901,Lobach,
lucau901,Lucas,
mageg901,Magerkurth,George
mcbrj901,McBride,John
mccau904,McCann,
mccrf901,McCreary,Fred
mcdou901,McDonald,
mcgob901,McGowan,Bill
mcgrt901,McGrew,Ted
montu901,Montgomery,
mooru902,Moore,
morac102,Moran,Charlie
morig101,Moriarty,George
murpu902,Murphy,
neilu901,Neil,
ogeru901,Oger,
ormsr901,Ormsby,Red
ostru901,Ostroff,
owenb901,Owens,Brick
perku901,Perkins,
pfahu901,Pfahler,
pfirc901,Pfirman,Cy
phelu902,Phelan,
pieru901,Pierce,
pohlu901,Pohlman,
powej901,Powell,Jack
pryou901,Pryor,Anderson
quige901,Quigley,Ernie
rearb901,Reardon,Beans
reehu901,Reehan,
reniu901,Reniker,
riglc901,Rigler,Cy
rilee901,Riley,Edward
riveu901,Rivels,
robiu901,Robinson,
rossu901,Ross,
rushu902,Rush,
schuu903,Schultz,
sheru902,Shervateel,
smitu901,Smith,
spiku901,Spike,
stard901,Stark,Dolly
stewb901,Stewart,Bill
streu901,Streets,
striu901,Stringel,
summb901,Summers,Bill
vangr901,Van Graflan,Roy
vogiu901,Vogi,
walkh901,Walker,Harry
walla901,Wallin,Al
wardh901,Ward,Harry
weigu902,Weigert,
westu904,Westerveldt,
wheeu901,Wheeler,
willu901,Williamson,
younu901,Young,
