ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1917A0001,agnes101,1917,BOS,D,C,DP,,7,5,,,,DPs not shown on Official sheets,
1917A0004,barrj104,1917,BOS,O,,AB,CLE191707070,2,3,,PAA,,,
1917A0005,barrj104,1917,BOS,O,,AB,PHA191708150,3,4,,,,,
1917A0006,barrj104,1917,BOS,D,2B,ERR,BOS191705030,1,0,,,,,
1917A0007,barrj104,1917,BOS,D,2B,DP,,42,40,,,,DPs not shown on Official sheets,
1917A0008,cadyh101,1917,BOS,O,,G,CHA191707230,1,0,,,,,
1917A0009,fostr103,1917,BOS,D,P,DP,,2,1,,,,DPs not shown on Official sheets,
1917A0010,gaind101,1917,BOS,O,,SH,BOS191704230,1,0,,OPP;PAA,,,
1917A0011,gaind101,1917,BOS,D,1B,DP,,30,29,,,,DPs not shown on Official sheets,
1917A0012,gardl101,1917,BOS,O,,HBP,,4,3,,,,HBPs not shown on Official sheets,
1917A0013,hobld101,1917,BOS,O,,G,BOS191706181,1,0,,,,,
1917A0014,hobld101,1917,BOS,O,,BB,CLE191708190,3,2,,OPP;PAA,,,
1917A0015,hobld101,1917,BOS,D,1B,DP,,60,58,,,,DPs not shown on Official sheets,
1917A0016,hooph101,1917,BOS,O,,AB,CHA191708202,4,3,,PAA,,,
1917A0017,hooph101,1917,BOS,O,,R,NYA191704120,2,1,,OPP,,,
1917A0018,hooph101,1917,BOS,O,,H,PHA191708130,1,2,,OPP,,,
1917A0021,hooph101,1917,BOS,O,,SB,BOS191708300,1,0,,,,,
1917A0022,janvh101,1917,BOS,D,2B,DP,,16,17,,,,DPs not shown on Official sheets,
1917A0023,janvh101,1917,BOS,D,SS,G,BOS191706090,1,0,,,,No SS in game at end,
1917A0024,janvh101,1917,BOS,D,SS,G,CHA191707230,1,0,1917A0033,,,,
1917A0025,janvh101,1917,BOS,D,SS,DP,,1,0,,,,DPs not shown on Official sheets,
1917A0026,leond102,1917,BOS,D,P,DP,,3,2,,,,DPs not shown on Official sheets,
1917A0027,lewid101,1917,BOS,O,,AB,,550,553,,,,Official sheets show 550 AB,
1917A0028,lewid101,1917,BOS,O,,AB,CLE191705140,5,4,,OPP,,,
1917A0031,lewid101,1917,BOS,O,,H,PHA191708130,1,2,,OPP,,,
1917A0032,lewid101,1917,BOS,O,,3B,BOS191709260,0,1,,,,,
1917A0033,mcnam101,1917,BOS,D,SS,G,CHA191707230,0,1,1917A0024,,,,
1917A0034,mcnam101,1917,BOS,D,SS,DP,,1,0,,,,DPs not shown on Official sheets,
1917A0035,pennh101,1917,BOS,D,P,DP,,3,2,,,,DPs not shown on Official sheets,
1917A0038,scote101,1917,BOS,O,,AB,BOS191708112,1,2,,PAA,,,
1917A0039,scote101,1917,BOS,D,SS,DP,,65,64,,,,DPs not shown on Official sheets,
1917A0040,shorc101,1917,BOS,O,,BB,WS1191705302,0,1,,OPP;PAA,,,
1917A0041,shorc101,1917,BOS,D,OF,LFG,BOS191704210,0,1,1917A0046,,,,Y
1917A0042,shorc101,1917,BOS,D,OF,LFG,BOS191708030,0,1,1917A0048,,,,Y
1917A0043,shorc101,1917,BOS,D,OF,LFG,BOS191708040,0,1,1917A0049,DUP,,,Y
1917A0044,shorc101,1917,BOS,D,OF,LFG,BOS191708060,0,1,1917A0050,DUP,,,Y
1917A0045,shorc101,1917,BOS,D,OF,LFG,BOS191710040,0,1,1917A0053,DUP,,,Y
1917A0046,shorc101,1917,BOS,D,OF,CFG,BOS191704210,1,0,1917A0041,,,No CF in game at end,Y
1917A0047,shorc101,1917,BOS,D,OF,CFG,CHA191705200,1,0,1917A0051,DUP,,,Y
1917A0048,shorc101,1917,BOS,D,OF,CFG,BOS191708030,1,0,1917A0042,,,No CF in game at end,Y
1917A0049,shorc101,1917,BOS,D,OF,CFG,BOS191708040,1,0,1917A0043,DUP,,,Y
1917A0050,shorc101,1917,BOS,D,OF,CFG,BOS191708060,1,0,1917A0044,DUP,,,Y
1917A0051,shorc101,1917,BOS,D,OF,RFG,CHA191705200,0,1,1917A0047,DUP,,,Y
1917A0052,shorc101,1917,BOS,D,OF,RFG,NYA191709130,1,0,,,,No RF in game at end,Y
1917A0053,shorc101,1917,BOS,D,OF,RFG,BOS191710040,1,0,1917A0045,DUP,,,Y
1917A0054,thomp101,1917,BOS,O,,AB,BOS191709292,4,3,1917A0055,,,Thomas give Ruth's line by mistake,
1917A0055,thomp101,1917,BOS,O,,R,BOS191709292,1,3,1917A0056,,,Thomas give Ruth's line by mistake,
1917A0056,thomp101,1917,BOS,O,,H,BOS191709292,2,3,1917A0057,,,Thomas give Ruth's line by mistake,
1917A0057,thomp101,1917,BOS,O,,2B,BOS191709292,0,1,1917A0058,,,Thomas give Ruth's line by mistake,
1917A0058,thomp101,1917,BOS,O,,BB,BOS191709292,0,1,1917A0054,,,Thomas give Ruth's line by mistake,
1917A0059,walkt101,1917,BOS,O,,2B,BOS191709292,0,1,1917A0060,,,,
1917A0060,walkt101,1917,BOS,O,,3B,BOS191709292,1,0,1917A0059,,,,
1917A0061,walkt101,1917,BOS,D,OF,DP,,4,7,,,,DPs not shown on Official sheets,
1917A0062,walsj108,1917,BOS,O,,BB,BOS191706300,1,0,,OPP;PAA,,,
1917A0063,walsj108,1917,BOS,O,,BB,BOS191707250,1,0,,OPP;PAA,,,
1917A0064,walsj108,1917,BOS,D,OF,CFG,CLE191705150,1,0,,,,No CF in game at end,Y
1917A0065,benzj101,1917,CHA,O,,AB,SLA191705082,3,2,,PAA,,,
1917A0066,benzj101,1917,CHA,O,,SO,CHA191705250,2,0,1917A0247,SWAP,,,
1917A0067,benzj101,1917,CHA,D,P,DP,,1,0,,,,DPs not shown on Official sheets,
1917A0068,cicoe101,1917,CHA,O,,AB,SLA191704140,3,2,,PAA,,,
1917A0069,cicoe101,1917,CHA,O,,BB,WS1191706060,0,1,1917A0249,SWAP;PAA,,,
1917A0070,colle101,1917,CHA,O,,AB,WS1191706080,3,4,,PAA,,,
1917A0071,colle101,1917,CHA,D,2B,DP,,70,68,,,,DPs not shown on Official sheets,
1917A0072,colls101,1917,CHA,O,,G,CHA191706280,1,0,,,,,
1917A0073,colls101,1917,CHA,O,,G,CHA191707070,1,0,,,,,
1917A0074,colls101,1917,CHA,O,,AB,DET191707050,0,1,,PAA,,,
1917A0075,colls101,1917,CHA,O,,SO,,28,27,,,,addition error on page 2 of Official sheet,
1917A0076,colls101,1917,CHA,O,,SH,PHA191708041,1,0,,OPP,,,
1917A0077,colls101,1917,CHA,D,OF,LFG,,1,9,,,,Official sheet shows 1 LFG,Y
1917A0078,colls101,1917,CHA,D,OF,LFG,CLE191705020,1,0,,,,No LF in game at end,Y
1917A0079,colls101,1917,CHA,D,OF,LFG,NYA191706120,1,0,1917A0095,,,,Y
1917A0080,colls101,1917,CHA,D,OF,LFG,NYA191706130,1,0,1917A0096,,,,Y
1917A0081,colls101,1917,CHA,D,OF,LFG,CLE191707010,1,0,1917A0097,,,,Y
1917A0082,colls101,1917,CHA,D,OF,LFG,CLE191707020,1,0,1917A0098,,,,Y
1917A0083,colls101,1917,CHA,D,OF,LFG,NYA191707251,1,0,1917A0099,,,,Y
1917A0084,colls101,1917,CHA,D,OF,LFG,NYA191707260,1,0,1917A0100,,,,Y
1917A0085,colls101,1917,CHA,D,OF,LFG,NYA191707270,1,0,1917A0101,,,,Y
1917A0086,colls101,1917,CHA,D,OF,LFG,WS1191708080,1,0,1917A0102,,,,Y
1917A0087,colls101,1917,CHA,D,OF,LFG,NYA191709291,1,0,1917A0105,,,,Y
1917A0088,colls101,1917,CHA,D,OF,LFG,NYA191709292,1,0,1917A0106,,,,Y
1917A0089,colls101,1917,CHA,D,OF,LFG,NYA191710010,1,0,1917A0107,,,,Y
1917A0091,colls101,1917,CHA,D,OF,CFG,CHA191706240,1,0,1917A0194,,,No CF in game at end,Y
1917A0092,colls101,1917,CHA,D,OF,CFG,PHA191709200,1,0,1917A0103,DUP,,,Y
1917A0093,colls101,1917,CHA,D,OF,CFG,WS1191709260,1,0,1917A0104,,,No CF in game at end,Y
1917A0094,colls101,1917,CHA,D,OF,RFG,,72,64,,,,Official sheet shows 72 RFG,Y
1917A0095,colls101,1917,CHA,D,OF,RFG,NYA191706120,0,1,1917A0120,,,,Y
1917A0096,colls101,1917,CHA,D,OF,RFG,NYA191706130,0,1,1917A0121,,,,Y
1917A0097,colls101,1917,CHA,D,OF,RFG,CLE191707010,0,1,1917A0124,,,,Y
1917A0098,colls101,1917,CHA,D,OF,RFG,CLE191707020,0,1,1917A0125,,,,Y
1917A0099,colls101,1917,CHA,D,OF,RFG,NYA191707251,0,1,1917A0126,,,,Y
1917A0100,colls101,1917,CHA,D,OF,RFG,NYA191707260,0,1,1917A0128,,,,Y
1917A0101,colls101,1917,CHA,D,OF,RFG,NYA191707270,0,1,1917A0129,,,,Y
1917A0102,colls101,1917,CHA,D,OF,RFG,WS1191708080,0,1,1917A0132,,,,Y
1917A0103,colls101,1917,CHA,D,OF,RFG,PHA191709200,0,1,1917A0092,DUP,,,Y
1917A0104,colls101,1917,CHA,D,OF,RFG,WS1191709260,0,1,1917A0093,,,,Y
1917A0105,colls101,1917,CHA,D,OF,RFG,NYA191709291,0,1,1917A0138,,,,Y
1917A0106,colls101,1917,CHA,D,OF,RFG,NYA191709292,0,1,1917A0139,,,,Y
1917A0107,colls101,1917,CHA,D,OF,RFG,NYA191710010,0,1,1917A0140,,,,Y
1917A0109,faber101,1917,CHA,O,,BB,CHA191709090,1,0,,OPP;PAA,,,
1917A0110,felsh101,1917,CHA,O,,R,WS1191706080,1,2,,OPP,,,
1917A0111,felsh101,1917,CHA,O,,BB,PHA191708060,1,0,1917A0116,PAA,,,
1917A0112,felsh101,1917,CHA,O,,BB,PHA191708070,1,0,,PAA,,,
1917A0113,felsh101,1917,CHA,D,OF,DP,,4,5,,,,DPs not shown on Official sheets,
1917A0114,gandc101,1917,CHA,O,,HBP,,6,5,,,,HBPs not shown on Official sheets,
1917A0115,gandc101,1917,CHA,D,1B,DP,,85,84,,,,DPs not shown on Official sheets,
1917A0116,jackj101,1917,CHA,O,,BB,PHA191708060,2,1,1917A0256,PAA,,,
1917A0117,jackj101,1917,CHA,O,,SH,CHA191706220,1,0,,OPP;PAA,,,
1917A0118,jackj101,1917,CHA,D,OF,ERR,CHA191708280,1,0,,,,,
1917A0119,jackj101,1917,CHA,D,OF,LFG,,145,134,,,,Official sheet shows 145 LFG,Y
1917A0120,jackj101,1917,CHA,D,OF,LFG,NYA191706120,0,1,1917A0143,,,,Y
1917A0121,jackj101,1917,CHA,D,OF,LFG,NYA191706130,0,1,1917A0144,,,,Y
1917A0122,jackj101,1917,CHA,D,OF,LFG,CLE191706290,0,1,1917A0145,,,,Y
1917A0123,jackj101,1917,CHA,D,OF,LFG,CLE191706300,0,1,1917A0146,,,,Y
1917A0124,jackj101,1917,CHA,D,OF,LFG,CLE191707010,0,1,1917A0147,,,,Y
1917A0125,jackj101,1917,CHA,D,OF,LFG,CLE191707020,0,1,1917A0148,,,,Y
1917A0126,jackj101,1917,CHA,D,OF,LFG,NYA191707251,0,1,1917A0149,,,,Y
1917A0127,jackj101,1917,CHA,D,OF,LFG,NYA191707252,0,1,1917A0150,,,,Y
1917A0128,jackj101,1917,CHA,D,OF,LFG,NYA191707260,0,1,1917A0151,,,,Y
1917A0129,jackj101,1917,CHA,D,OF,LFG,NYA191707270,0,1,1917A0152,,,,Y
1917A0130,jackj101,1917,CHA,D,OF,LFG,NYA191707281,0,1,1917A0153,DUP,,,Y
1917A0131,jackj101,1917,CHA,D,OF,LFG,NYA191707282,0,1,1917A0154,DUP,,,Y
1917A0132,jackj101,1917,CHA,D,OF,LFG,WS1191708080,0,1,1917A0155,,,,Y
1917A0133,jackj101,1917,CHA,D,OF,LFG,WS1191708100,0,1,1917A0156,,,,Y
1917A0134,jackj101,1917,CHA,D,OF,LFG,WS1191708110,0,1,1917A0157,,,,Y
1917A0135,jackj101,1917,CHA,D,OF,LFG,CLE191708141,0,1,1917A0158,,,,Y
1917A0136,jackj101,1917,CHA,D,OF,LFG,CLE191708142,0,1,1917A0159,,,,Y
1917A0137,jackj101,1917,CHA,D,OF,LFG,CLE191708150,0,1,1917A0160,,,,Y
1917A0138,jackj101,1917,CHA,D,OF,LFG,NYA191709291,0,1,1917A0161,,,,Y
1917A0139,jackj101,1917,CHA,D,OF,LFG,NYA191709292,0,1,1917A0162,,,,Y
1917A0140,jackj101,1917,CHA,D,OF,LFG,NYA191710010,0,1,1917A0163,,,,Y
1917A0141,jackj101,1917,CHA,D,OF,CFG,CHA191706230,1,0,,,,No CF in game at end,Y
1917A0142,jackj101,1917,CHA,D,OF,RFG,,0,11,,,,Official sheet shows 0 RFG,Y
1917A0143,jackj101,1917,CHA,D,OF,RFG,NYA191706120,1,0,1917A0168,,,,Y
1917A0144,jackj101,1917,CHA,D,OF,RFG,NYA191706130,1,0,1917A0169,,,,Y
1917A0145,jackj101,1917,CHA,D,OF,RFG,CLE191706290,1,0,1917A0170,,,,Y
1917A0146,jackj101,1917,CHA,D,OF,RFG,CLE191706300,1,0,1917A0171,,,,Y
1917A0147,jackj101,1917,CHA,D,OF,RFG,CLE191707010,1,0,1917A0172,,,,Y
1917A0148,jackj101,1917,CHA,D,OF,RFG,CLE191707020,1,0,1917A0173,,,,Y
1917A0149,jackj101,1917,CHA,D,OF,RFG,NYA191707251,1,0,1917A0083,,,,Y
1917A0150,jackj101,1917,CHA,D,OF,RFG,NYA191707252,1,0,1917A0181,,,,Y
1917A0151,jackj101,1917,CHA,D,OF,RFG,NYA191707260,1,0,1917A0084,,,,Y
1917A0152,jackj101,1917,CHA,D,OF,RFG,NYA191707270,1,0,1917A0085,,,,Y
1917A0153,jackj101,1917,CHA,D,OF,RFG,NYA191707281,1,0,1917A0130,DUP,,,Y
1917A0154,jackj101,1917,CHA,D,OF,RFG,NYA191707282,1,0,1917A0131,DUP,,,Y
1917A0155,jackj101,1917,CHA,D,OF,RFG,WS1191708080,1,0,1917A0086,,,,Y
1917A0156,jackj101,1917,CHA,D,OF,RFG,WS1191708100,1,0,1917A0185,,,,Y
1917A0157,jackj101,1917,CHA,D,OF,RFG,WS1191708110,1,0,1917A0186,,,,Y
1917A0158,jackj101,1917,CHA,D,OF,RFG,CLE191708141,1,0,1917A0187,,,,Y
1917A0159,jackj101,1917,CHA,D,OF,RFG,CLE191708142,1,0,1917A0188,,,,Y
1917A0160,jackj101,1917,CHA,D,OF,RFG,CLE191708150,1,0,1917A0189,,,,Y
1917A0161,jackj101,1917,CHA,D,OF,RFG,NYA191709291,1,0,1917A1306,,,,Y
1917A0162,jackj101,1917,CHA,D,OF,RFG,NYA191709292,1,0,,,,,Y
1917A0163,jackj101,1917,CHA,D,OF,RFG,NYA191710010,1,0,1917A0197,,,,Y
1917A0164,jenkj102,1917,CHA,O,,G,CHA191706230,1,0,,,,,
1917A0165,leibn101,1917,CHA,O,,AB,WS1191706080,4,5,,PAA,,,
1917A0166,leibn101,1917,CHA,O,,HBP,,2,1,,,,HBPs not shown on Official sheets,
1917A0167,leibn101,1917,CHA,D,OF,LFG,,6,16,,,,Official sheet shows 6 LFG,Y
1917A0168,leibn101,1917,CHA,D,OF,LFG,NYA191706120,1,0,1917A0200,,,,Y
1917A0169,leibn101,1917,CHA,D,OF,LFG,NYA191706130,1,0,1917A0201,,,,Y
1917A0170,leibn101,1917,CHA,D,OF,LFG,CLE191706290,1,0,1917A0204,,,,Y
1917A0171,leibn101,1917,CHA,D,OF,LFG,CLE191706300,1,0,1917A0205,,,,Y
1917A0172,leibn101,1917,CHA,D,OF,LFG,CLE191707010,1,0,1917A0206,,,,Y
1917A0173,leibn101,1917,CHA,D,OF,LFG,CLE191707020,1,0,1917A0207,,,,Y
1917A0174,leibn101,1917,CHA,D,OF,LFG,CHA191707080,1,0,1917A0208,DUP,,,Y
1917A0175,leibn101,1917,CHA,D,OF,LFG,CHA191707090,1,0,1917A0209,DUP,,,Y
1917A0176,leibn101,1917,CHA,D,OF,LFG,CHA191707100,1,0,1917A0210,DUP,,,Y
1917A0177,leibn101,1917,CHA,D,OF,LFG,CHA191707121,1,0,1917A0211,DUP,,,Y
1917A0178,leibn101,1917,CHA,D,OF,LFG,CHA191707122,1,0,1917A0212,DUP,,,Y
1917A0179,leibn101,1917,CHA,D,OF,LFG,CHA191707130,1,0,1917A0213,DUP,,,Y
1917A0180,leibn101,1917,CHA,D,OF,LFG,CHA191707140,1,0,1917A0214,DUP,,,Y
1917A0181,leibn101,1917,CHA,D,OF,LFG,NYA191707252,1,0,1917A0215,,,,Y
1917A0182,leibn101,1917,CHA,D,OF,LFG,BOS191708010,0,1,1917A0216,DUP,,,Y
1917A0183,leibn101,1917,CHA,D,OF,LFG,BOS191708020,0,1,1917A0217,DUP,,,Y
1917A0184,leibn101,1917,CHA,D,OF,LFG,PHA191708030,0,1,1917A0218,DUP,,,Y
1917A0185,leibn101,1917,CHA,D,OF,LFG,WS1191708100,1,0,1917A0219,,,,Y
1917A0186,leibn101,1917,CHA,D,OF,LFG,WS1191708110,1,0,1917A0220,,,,Y
1917A0187,leibn101,1917,CHA,D,OF,LFG,CLE191708141,1,0,1917A0221,,,,Y
1917A0188,leibn101,1917,CHA,D,OF,LFG,CLE191708142,1,0,1917A0222,,,,Y
1917A0189,leibn101,1917,CHA,D,OF,LFG,CLE191708150,1,0,1917A0223,,,,Y
1917A1303,leibn101,1917,CHA,D,OF,LFG,WS1191709250,1,0,1917A1307,DUP,,,Y
1917A1304,leibn101,1917,CHA,D,OF,LFG,WS1191709260,1,0,1917A1308,DUP,,,Y
1917A1305,leibn101,1917,CHA,D,OF,LFG,WS1191709270,1,0,1917A1309,DUP,,,Y
1917A1306,leibn101,1917,CHA,D,OF,LFG,NYA191709291,1,0,1917A1310,,,,Y
1917A0190,leibn101,1917,CHA,D,OF,CFG,,0,4,,,,Official sheet shows 0 CFG,Y
1917A0191,leibn101,1917,CHA,D,OF,CFG,CHA191705140,1,0,,,,No CF in game at end,Y
1917A0192,leibn101,1917,CHA,D,OF,CFG,CHA191706220,1,0,,,,No CF in game at end,Y
1917A0193,leibn101,1917,CHA,D,OF,CFG,CHA191706230,1,0,1917A0202,,,No CF in game at start,Y
1917A0194,leibn101,1917,CHA,D,OF,CFG,CHA191706240,1,0,1917A0203,,,No CF in game at start,Y
1917A0195,leibn101,1917,CHA,D,OF,CFG,PHA191708041,1,0,,,,No CF in game at end,Y
1917A0196,leibn101,1917,CHA,D,OF,CFG,BOS191709220,1,0,1917A0224,DUP,,,Y
1917A0197,leibn101,1917,CHA,D,OF,CFG,NYA191710010,1,0,1917A0225,DUP,,,Y
1917A0198,leibn101,1917,CHA,D,OF,RFG,,116,102,,,,Official sheet shows 116 RFG,Y
1917A0200,leibn101,1917,CHA,D,OF,RFG,NYA191706120,0,1,1917A0079,,,,Y
1917A0201,leibn101,1917,CHA,D,OF,RFG,NYA191706130,0,1,1917A0080,,,,Y
1917A0202,leibn101,1917,CHA,D,OF,RFG,CHA191706230,0,1,1917A0193,,,,Y
1917A0203,leibn101,1917,CHA,D,OF,RFG,CHA191706240,0,1,1917A0091,,,,Y
1917A0204,leibn101,1917,CHA,D,OF,RFG,CLE191706290,0,1,1917A0122,,,,Y
1917A0205,leibn101,1917,CHA,D,OF,RFG,CLE191706300,0,1,1917A0123,,,,Y
1917A0206,leibn101,1917,CHA,D,OF,RFG,CLE191707010,0,1,1917A0081,,,,Y
1917A0207,leibn101,1917,CHA,D,OF,RFG,CLE191707020,0,1,1917A0082,,,,Y
1917A0208,leibn101,1917,CHA,D,OF,RFG,CHA191707080,0,1,1917A0174,DUP,,,Y
1917A0209,leibn101,1917,CHA,D,OF,RFG,CHA191707090,0,1,1917A0175,DUP,,,Y
1917A0210,leibn101,1917,CHA,D,OF,RFG,CHA191707100,0,1,1917A0176,DUP,,,Y
1917A0211,leibn101,1917,CHA,D,OF,RFG,CHA191707121,0,1,1917A0177,DUP,,,Y
1917A0212,leibn101,1917,CHA,D,OF,RFG,CHA191707122,0,1,1917A0178,DUP,,,Y
1917A0213,leibn101,1917,CHA,D,OF,RFG,CHA191707130,0,1,1917A0179,DUP,,,Y
1917A0214,leibn101,1917,CHA,D,OF,RFG,CHA191707140,0,1,1917A0180,DUP,,,Y
1917A0215,leibn101,1917,CHA,D,OF,RFG,NYA191707252,0,1,1917A0127,,,,Y
1917A0216,leibn101,1917,CHA,D,OF,RFG,BOS191708010,1,0,1917A0182,DUP,,,Y
1917A0217,leibn101,1917,CHA,D,OF,RFG,BOS191708020,1,0,1917A0183,DUP,,,Y
1917A0218,leibn101,1917,CHA,D,OF,RFG,PHA191708030,1,0,1917A0184,DUP,,,Y
1917A0219,leibn101,1917,CHA,D,OF,RFG,WS1191708100,0,1,1917A0133,,,,Y
1917A0220,leibn101,1917,CHA,D,OF,RFG,WS1191708110,0,1,1917A0134,,,,Y
1917A0221,leibn101,1917,CHA,D,OF,RFG,CLE191708141,0,1,1917A0135,,,,Y
1917A0222,leibn101,1917,CHA,D,OF,RFG,CLE191708142,0,1,1917A0136,,,,Y
1917A0223,leibn101,1917,CHA,D,OF,RFG,CLE191708150,0,1,1917A0137,,,,Y
1917A0224,leibn101,1917,CHA,D,OF,RFG,BOS191709220,0,1,1917A0196,DUP,,,Y
1917A1307,leibn101,1917,CHA,D,OF,RFG,WS1191709250,0,1,1917A1303,DUP,,,Y
1917A1308,leibn101,1917,CHA,D,OF,RFG,WS1191709260,0,1,1917A1304,DUP,,,Y
1917A1309,leibn101,1917,CHA,D,OF,RFG,WS1191709270,0,1,1917A1305,DUP,,,Y
1917A1310,leibn101,1917,CHA,D,OF,RFG,NYA191709291,0,1,1917A0087,,,,Y
1917A0225,leibn101,1917,CHA,D,OF,RFG,NYA191710010,0,1,1917A0089,DUP,,,Y
1917A0226,mcmuf101,1917,CHA,O,,H,CHA191708201,2,1,,OPP,,,
1917A0227,mcmuf101,1917,CHA,O,,SB,,12,9,,,,Addition error on page 1 of Official sheet,
1917A0228,mcmuf101,1917,CHA,D,3B,G,NYA191707281,0,1,,,,,
1917A0229,murpe102,1917,CHA,O,,G,SLA191705061,1,0,1917A0236,,,,
1917A0230,murpe102,1917,CHA,O,,G,CHA191707190,1,0,,,,,
1917A0231,murpe102,1917,CHA,O,,G,CHA191707210,1,0,,,,,
1917A0232,murpe102,1917,CHA,O,,G,CHA191709160,1,0,1917A0237,,,,
1917A0233,murpe102,1917,CHA,O,,G,PHA191709200,1,0,,,,,
1917A0234,murpe102,1917,CHA,O,,G,BOS191709220,0,1,,,,,
1917A0235,murpe102,1917,CHA,O,,AB,CHA191704260,1,0,,PAA,,,
1917A0236,murpe102,1917,CHA,O,,AB,SLA191705061,1,0,1917A0243,PAA,,,
1917A0237,murpe102,1917,CHA,O,,AB,CHA191709160,1,0,1917A0238,,,,
1917A0238,murpe102,1917,CHA,O,,R,CHA191709160,1,0,1917A0239,,,,
1917A0239,murpe102,1917,CHA,O,,H,CHA191709160,1,0,1917A0261,,,,
1917A0241,murpe102,1917,CHA,O,,SH,CHA191707100,1,0,,OPP;PAA,,,
1917A0243,murpe102,1917,CHA,D,OF,RFG,SLA191705061,1,0,1917A0229,,,,Y
1917A0244,risbs101,1917,CHA,O,,SO,CHA191708190,1,0,,OPP,,,
1917A0245,risbs101,1917,CHA,O,,SB,,17,16,,,,Addition error on page 6 of Official sheet,
1917A0246,schar103,1917,CHA,O,,AB,SLA191705081,3,4,1917A0254,PAA,,,
1917A0247,schar103,1917,CHA,O,,SO,CHA191705250,0,2,1917A0066,SWAP;IMP,,Officially Schalk was 0-1 with 2 strikeouts,
1917A0248,schar103,1917,CHA,O,,BB,CHA191704250,1,0,,PAA,,,
1917A0249,schar103,1917,CHA,O,,BB,WS1191706060,1,0,1917A0069,SWAP;PAA,,,
1917A0250,schar103,1917,CHA,O,,BB,BOS191706182,1,0,,OPP;PAA,,,
1917A0251,schar103,1917,CHA,O,,BB,CHA191706200,1,0,,PAA,,,
1917A0252,schar103,1917,CHA,O,,HBP,,6,7,,,,HBPs not shown on Official sheets,
1917A0253,schar103,1917,CHA,D,C,DP,,13,18,,,,DPs not shown on Official sheets,
1917A0254,scotj104,1917,CHA,O,,AB,SLA191705081,3,2,1917A0246,PAA,,,
1917A0255,weavb101,1917,CHA,O,,SO,CHA191705150,0,1,1917A0257,OPP;COL,,,
1917A0256,weavb101,1917,CHA,O,,BB,PHA191708060,0,1,1917A0111,PAA,,,
1917A0257,weavb101,1917,CHA,O,,SB,CHA191705150,1,0,1917A0255,COL,,,
1917A0258,weavb101,1917,CHA,D,3B,DP,,19,18,,,,DPs not shown on Official sheets,
1917A0259,weavb101,1917,CHA,D,SS,G,NYA191707260,1,0,,,,No SS in game at end,
1917A0260,weavb101,1917,CHA,D,SS,DP,,10,9,,,,DPs not shown on Official sheets,
