ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1978A0001","braus001",1978,"KCA","D","OF","CFG","TEX197808260",1,0,,,,
"1978A0002","braus001",1978,"KCA","D","OF","LFG","TEX197808260",0,1,,,,
"1978A0003","patef101",1978,"KCA","D","SS","G","TEX197808270",1,0,,,,
"1978A0004","poqut101",1978,"KCA","D","OF","CFG","TEX197808260",0,1,,,,
"1978A0005","poqut101",1978,"KCA","D","OF","LFG","KCA197805190",1,0,,,,
"1978A0006","poqut101",1978,"KCA","D","OF","RFG","KCA197805190",0,1,,,,
"1978A0007","foucs101",1978,"KCA","P",,"ER","TEX197808260",0,1,,,,
"1978A0008","pattm101",1978,"KCA","P",,"ER","TEX197808260",3,2,,,,
"1978A0009","gural001",1978,"KCA","P",,"SF","KCA197806030",2,1,,,,
"1978A0010","hraba101",1978,"KCA","P",,"SF","KCA197806030",0,1,,,,
"1978A0011","mcgir101",1978,"KCA","P",,"SH","OAK197807022",1,0,,,,
"1978A0012","hassa001",1978,"KCA","P",,"SH","OAK197807022",0,1,,,,
"1978A0013","wohlj001",1978,"MIL","D","OF","RFG","BOS197808140",1,0,,,,
"1978A0014","chilr101",1978,"MIN","D","OF","LFG","OAK197804252",1,0,,,,
"1978A0015","chilr101",1978,"MIN","D","OF","RFG","OAK197804252",0,1,,,,
"1978A0016","chilr101",1978,"MIN","D","OF","LFG",,59,58,,"ADD",,
"1978A0017","chilr101",1978,"MIN","D","OF","G",,62,61,,"ADD",,
"1978A0018","edwad101",1978,"MIN","D","OF","CFG",,7,8,,"ADD",,
"1978A0019","fordd001",1978,"MIN","D","OF","CFG",,146,145,,"ADD",,
"1978A0020","moraj001",1978,"MIN","D","1B","G","MIN197804170",1,0,,,,
"1978A0021","perzs101",1978,"MIN","D","P","DP","MIN197809180",1,0,,,,
"1978A0022","randb101",1978,"MIN","D","3B","G","SEA197808020",1,0,,,,
"1978A0023","randb101",1978,"MIN","D","2B","G","SEA197808020",0,1,,,,
"1978A0024","johnt103",1978,"MIN","P",,"SH","KCA197805200",1,0,,,,
"1978A0025","thorp101",1978,"MIN","P",,"SH","KCA197805200",0,1,,,,
"1978A0026","munst101",1978,"NYA","D","C","G",,126,125,,"ADD",,,
"1978A0027","pinil001",1978,"NYA","O",,"GDP","NYA197808010",1,0,,,,
"1978A0028","munst101",1978,"NYA","O",,"GDP","NYA197808010",0,1,,,,
"1978A0029","pinil001",1978,"NYA","D","OF","LFG","NYA197807271",1,0,,,,
"1978A0030","pinil001",1978,"NYA","D","OF","CFG","NYA197807271",0,1,,,,
"1978A0031","pinil001",1978,"NYA","D","OF","CFG","NYA197808050",0,1,,,,
"1978A0032","pinil001",1978,"NYA","D","OF","LFG",,79,78,,"ADD",,
"1978A0033","pinil001",1978,"NYA","D","OF","RFG",,26,25,,"ADD",,
"1978A0034","stanf101",1978,"NYA","D","2B","G","BOS197810020",1,0,,,,
"1978A0035","stanf101",1978,"NYA","D","SS","G","BOS197810020",0,1,,,,
"1978A0036","whitr101",1978,"NYA","D","OF","CFG","NYA197806160",0,1,,,,
"1978A0037","whitr101",1978,"NYA","D","OF","LFG","NYA197809180",1,0,,,,
"1978A0038","whitr101",1978,"NYA","D","OF","CFG","NYA197809180",0,1,,,,
"1978A0039","thomg101",1978,"NYA","O",,"G",,54,55,,,,
"1978A0040","thomg101",1978,"NYA","D","OF","G",,49,50,,,,
"1978A0041","andem101",1978,"BAL","D","OF","LFG",,42,41,,"ADD",,
"1978A0042","bumba001",1978,"BAL","D","OF","LFG",,15,16,,"ADD",,
