ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1978N0001","bonnb001",1978,"ATL","D","OF","RFG","ATL197804110",1,0,,,,
"1978N0002","bonnb001",1978,"ATL","D","OF","CFG","ATL197806270",1,0,,,,
"1978N0003","bonnb001",1978,"ATL","D","OF","LFG","ATL197806270",0,1,,,,
"1978N0004","bonnb001",1978,"ATL","D","OF","LFG","LAN197807050",0,1,,,,
"1978N0005","bonnb001",1978,"ATL","D","OF","LFG","LAN197807060",1,0,,,,
"1978N0008","bonnb001",1978,"ATL","D","OF","LFG",,59,53,,"ADD",,
"1978N0009","bonnb001",1978,"ATL","D","OF","CFG",,61,55,,"ADD",,
"1978N0012","chand101",1978,"ATL","D","SS","DP","ATL197809070",1,0,,,,
"1978N0015","murpd001",1978,"ATL","D","1B","DP","ATL197808051",0,1,,,,
"1978N0016","nolaj001",1978,"ATL","D","C","G",,60,61,,"ADD",,"official totals have 60 but Pete shows 61"
"1978N0017","offir101",1978,"ATL","D","OF","CFG",,136,138,,"ADD",,
"1978N0018","dejei001",1978,"CHN","O",,"CS","CHN197805070",0,1,,,,
"1978N0019","cling101",1978,"CHN","D","OF","CFG",,11,10,,"ADD",,
"1978N0020","cling101",1978,"CHN","D","OF","RFG",,25,24,,"ADD",,
"1978N0021","cruzh101",1978,"CHN","D","OF","G",,15,14,,"ADD",,
"1978N0023","grosg001",1978,"CHN","D","OF","CFG","CHN197806090",1,0,,,,
"1978N0024","grosg001",1978,"CHN","D","OF","LFG",,41,40,,"ADD",,
"1978N0026","vailm001",1978,"CHN","D","OF","G",,46,45,,"ADD",,
"1978N0027","auerr101",1978,"CIN","D","2B","G",,11,10,,"ADD",,
"1978N0028","auerr101",1978,"CIN","D","SS","DP","ATL197809230",2,0,,,,
"1978N0029","bencj101",1978,"CIN","D","C","DP",,5,6,,"ADD",,
"1978N0030","bencj101",1978,"CIN","D","1B","DP",,8,7,,"ADD",,
"1978N0031","colld001",1978,"CIN","D","OF","CFG","CIN197805230",0,1,,,,
"1978N0032","colld001",1978,"CIN","D","OF","G","CIN197805230",0,1,,,,
"1978N0033","colld001",1978,"CIN","D","OF","RFG",,5,4,,"ADD",,
"1978N0034","colld001",1978,"CIN","D","OF","DP",,1,3,,"ADD",,"Film has 0 but reports total of 0 and Pete has 3"
"1978N0035","concd001",1978,"CIN","D","SS","DP","ATL197809230",0,2,,,,
"1978N0036","geroc101",1978,"CIN","D","OF","CFG",,115,116,,"ADD",,
"1978N0037","hendk101",1978,"CIN","D","OF","RFG","SDN197808100",1,0,,,,
"1978N0038","kennj101",1978,"CIN","D","3B","G","CIN197805030",1,0,,,,
"1978N0039","kennj101",1978,"CIN","D","2B","G","CIN197805030",0,1,,,,
"1978N0040","morgj001",1978,"CIN","D","2B","G","CIN197807010",0,1,,,,
