ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1970N0001","gonzt101",1970,"ATL","O",,"GDP","CHN197007250",0,1,,,,"no runner on first",
"1970N0002","baked002",1970,"ATL","D","OF","RFG","ATL197009260",1,0,,,,
"1970N0003","baked002",1970,"ATL","D","OF","CFG","ATL197009260",0,1,,,,
"1970N0004","gonzt101",1970,"ATL","D","OF","LFG","CIN197005172",1,0,,,,
"1970N0005","gonzt101",1970,"ATL","D","OF","CFG","CIN197005172",0,1,,,,
"1970N0006","kingh102",1970,"ATL","D","C","DP","SLN197007190",1,0,,,,
"1970N0007","lum-m101",1970,"ATL","D","OF","CFG","ATL197004140",1,0,,,,
"1970N0008","lum-m101",1970,"ATL","D","OF","LFG","ATL197004140",0,1,,,,
"1970N0009","cepeo101",1970,"ATL","D","1B","DP","ATL197004150",1,0,,,,
"1970N0010","jarvp101",1970,"ATL","P",,"IBB","ATL197004130",0,1,,,,
"1970N0011","kestr101",1970,"ATL","P",,"BFP","ATL197004140",5,4,,,,
"1970N0012","wilhh101",1970,"ATL","P",,"BFP","ATL197004140",18,19,,,,
"1970N0013","evand001",1970,"ATL","D","3B","DP","ATL197009250",1,0,,,,
"1970N0014","wille101",1970,"ATL","D","3B","DP","ATL197009250",0,1,,,,
"1970N0015","smitw102",1970,"CHN","D","OF","RFG",,0,1,,"COPY",,,
"1970N0016","smitw102",1970,"CHN","D","OF","LFG",,1,0,,"COPY",,,
"1970N0017","santr102",1970,"CHN","D","OF","RFG",,0,1,,"COPY",,,
"1970N0018","santr102",1970,"CHN","D","OF","LFG",,1,0,,"COPY",,,
"1970N0019","day-b102",1970,"CHN","D","OF","CFG","CHN197004170",0,1,,,,
"1970N0020","day-b102",1970,"CHN","D","OF","G","CHN197004170",0,1,,,,
"1970N0021","hught106",1970,"CHN","D","OF","LFG",,1,0,,"COPY",,
"1970N0022","hught106",1970,"CHN","D","OF","RFG",,0,1,,"COPY",,
"1970N0023","jamec101",1970,"CHN","D","OF","LFG","CHN197008180",1,0,,,,
"1970N0024","jamec101",1970,"CHN","D","OF","RFG","CHN197008180",0,1,,,,
"1970N0025","popop101",1970,"CHN","D","3B","G","LAN197008260",1,0,,,,
"1970N0026","popop101",1970,"CHN","D","3B","ERR","LAN197008260",1,0,,,,
"1970N0027","popop101",1970,"CHN","D","SS","G","LAN197008260",0,1,,,,
"1970N0028","popop101",1970,"CHN","D","SS","ERR","LAN197008260",0,1,,,,
"1970N0029","popop101",1970,"CHN","D","2B","DP","CHN197004160",0,1,,,,
"1970N0030","willb104",1970,"CHN","D","OF","RFG","SLN197009232",1,0,,,,
"1970N0031","willb104",1970,"CHN","D","OF","LFG","SLN197009232",0,1,,,,
"1970N0032","regap101",1970,"CHN","P",,"IBB","CHN197009010",1,0,,,,
"1970N0033","cosmj101",1970,"CHN","P",,"IP",,0.2,1.0,,"COPY",,
"1970N0034","deckj101",1970,"CHN","P",,"IP",,109.0,108.2,,"COPY",,
"1970N0035","simpw101",1970,"CIN","P",,"IBB","PHI197006120",0,1,,,,
"1970N0036","bencj101",1970,"CIN","D","C","PB","CIN197007311",1,0,,,,
"1970N0037","bencj101",1970,"CIN","D","OF","RFG",,7,6,,"COPY",,
"1970N0038","brava101",1970,"CIN","D","OF","LFG","SFN197004110",1,0,,,,
"1970N0039","brava101",1970,"CIN","D","OF","CFG","SFN197004110",0,1,,,,
"1970N0040","concd001",1970,"CIN","D","SS","DP","CIN197006230",1,0,,,,
"1970N0041","dufff101",1970,"CIN","D","SS","DP","HOU197009150",0,1,,,,
"1970N0042","mcrah001",1970,"CIN","D","OF","G",,47,46,,"COPY",,
"1970N0043","stewj102",1970,"CIN","D","OF","LFG","NYN197006160",1,0,,,,
"1970N0044","stewj102",1970,"CIN","D","OF","RFG","NYN197006160",0,1,,,,
"1970N0045","menkd101",1970,"HOU","O",,"SO","SDN197008060",2,1,,,,
"1970N0046","raded103",1970,"HOU","O",,"SO","SFN197009090",1,2,,,,
"1970N0047","alouj101",1970,"HOU","D","OF","RFG","HOU197007310",1,0,,,,
"1970N0048","alouj101",1970,"HOU","D","OF","LFG","HOU197007310",0,1,,,,
"1970N0049","beauj101",1970,"HOU","D","OF","LFG","SFN197004080",1,0,,,,
"1970N0050","beauj101",1970,"HOU","D","OF","G","SFN197004080",1,0,,,,
"1970N0051","edwaj101",1970,"HOU","D","C","DP","HOU197006070",1,0,,,,
"1970N0052","edwaj101",1970,"HOU","D","C","DP","HOU197006230",1,2,,,,
"1970N0053","edwaj101",1970,"HOU","D","C","DP","HOU197009010",0,1,,,,
"1970N0054","geigg101",1970,"HOU","D","OF","LFG",,2,0,,"COPY",,
"1970N0055","geigg101",1970,"HOU","D","OF","RFG",,0,2,,"COPY",,
"1970N0056","howal102",1970,"HOU","D","OF","LFG",,1,0,,"COPY",,
"1970N0057","howal102",1970,"HOU","D","OF","RFG",,0,1,,"COPY",,
