ID,last,first
andea901,Anderson,Andy
andrb901,Andress,Bill
bairj901,Baird,John
barnl901,Barnett,Larry
barsm901,Barston,Mike
baswj901,Baswell,Jack
beckb901,Beck,Bob
bendj901,Bendekovits,Joe
bishh901,Bishop,Homer
borgs901,Borga,Steve
bovet901,Bovey,Terry
bremn901,Bremigan,Nick
brinj901,Brinkman,Joe
brism901,Briscese,Mike
brocf901,Brocklander,Fred
browb901,Brown,Bud
browd901,Brown,Doug
browj901,Brown,Jeff
campb902,Campbell,Bob
campf901,Campagna,Frank
caved901,Cavenaugh,Dick
clara901,Clark,Al
clegd901,Clegg,Dick
clemb901,Clement,Curly
colon901,Colosi,Nick
connu901,Conn,Jack
conta901,Contant,Alan
coont901,Cooney,Terry
cossd901,Cossey,Doug
cotee901,Cote,Emilien
cousd901,Cousins,Derryl
crawj901,Crawford,Jerry
cunej901,Cuneo,Jim
dalej901,Dale,Jerry
davib903,Davis,Bob
david901,Davidson,Dale
davis901,Davidson,Satch
deegb901,Deegan,Bill
denkd901,Denkinger,Don
dimul901,DiMuro,Lou
drekr901,Dreke,Roy
dunnj901,Dunne,Jim
easlh901,Easley,Harold
engeb901,Engel,Bob
esheg901,Eshelman,George
evanj901,Evans,Jim
farmm901,Farmer,Mike
farnh901,Farnsworth,Harry
feasd901,Feaser,Dick
fickj901,Fick,Jerry
fiels901,Fields,Steve
fishf901,Fisher,Frank
fitzm901,Fitzpatrick,Mike
flemt901,Fleming,Tom
follb901,Follmer,Bill
fordd901,Ford,Dale
forma901,Forman,Al
fowlg901,Fowler,Gene
freeb901,Freels,Bob
froeb901,Froemming,Bruce
fuchl901,Fuchs,Lester
galll901,Gallagher,Larry
garcr901,Garcia,Rich
geore901,George,Ed
goetr901,Goetz,Russ
grege901,Gregg,Eric
groor901,Grooms,Roger
hadrm901,Hadry,Merrill
hafnb901,Hafner,Bill
hallb901,Haller,Bill
hamir901,Hamil,Ray
hansh901,Hansen,Howard
hantb901,Hantak,Bob
harrl901,Harris,Lanny
harvd901,Harvey,Doug
hechm901,Hecht,Marvin
heitd901,Heitzer,Dick
hendt901,Hendry,Ted
henrb901,Henry,Bill
hutsr901,Hutson,Ron
ivorb901,Ivory,Bill
jackc901,Jackson,Charles
jamej901,James,Johnny
jeffr901,Jeffers,Ron
johnm901,Johnson,Mark
joneb901,Jones,Bob
jonej901,Jones,Jim
jumph901,Jumper,Howard
kaisk901,Kaiser,Ken
kavuj901,Kavulich,Joe
keisw901,Keister,Wayne
kellg901,Kelly,Gene
kiblj901,Kibler,John
kirbk901,Kirby,Ken
koscg901,Kosc,Greg
kunkb101,Kunkel,Bill
lapir901,LaPierre,Richard
laudb901,Laude,Bill
lauzj901,Lauzon,Jacques
lawsb901,Lawson,Bill
lazar901,Lazar,Richie
levej901,Levet,Jay
loebj901,Loeber,Jerry
lospp901,Lospitalier,Phil
lucir901,Luciano,Ron
lupoc901,Lupo,Charlie
mabbf901,Mabbott,Fred
mackj901,Mackin,John
maheb901,Maher,Joe
malog901,Maloney,George
marij901,Marino,Jimmy
maueb901,Mauer,Boyd
mcavg901,McAvoy,Gary
mccol901,McCoy,Larry
mckej901,McKean,Jim
mcnaj901,McNally,Jim
mcshj901,McSherry,John
merrc901,Merritt,Clarence
merrd901,Merrill,Durwood
millb902,Miller,Bud
millg901,Miller,Gale
