ID,last,first
becke101,Beck,Erve
browt102,Brown,Tom
cantj801,Cantillon,Joe
carub101,Caruthers,Bob
chanf101,Chance,Frank
connt901,Connolly,Tommy
cronj102,Cronin,Jack
donob101,Donovan,Bill
easom101,Eason,Mal
emslb101,Emslie,Bob
farrd102,Farrell,Duke
irwia101,Irwin,Arthur
johnj901,Johnstone,Jim
kitsf101,Kitson,Frank
latha101,Latham,Arlie
lynct901,Lynch,Tom
malob101,Maloney,Billy
mcals101,McAllister,Sport
newtd101,Newton,Doc
odayh101,O'Day,Hank
olous901,O'Loughlin,Silk
powec902,Power,Charles
powem102,Powers,Doc
sherj901,Sheridan,Jack
tannj101,Tannehill,Jesse
whitd104,White,Doc
