ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1902N0001,dahlb102,1902,BRO,O,,SH,,6,9,,,,SHs not shown on ICI sheets
1902N0002,dahlb102,1902,BRO,D,SS,DP,BRO190205290,1,0,,,,
1902N0003,dahlb102,1902,BRO,D,SS,DP,BRO190205312,1,0,1902N0026,,,
1902N0004,dahlb102,1902,BRO,D,SS,DP,BRO190206100,1,0,,,,
1902N0005,dahlb102,1902,BRO,D,SS,DP,BRO190207011,1,0,,,,
1902N0006,dahlb102,1902,BRO,D,SS,DP,PHI190210030,1,0,1902N0025,,,
1902N0007,dolac101,1902,BRO,O,,BB,BSN190204191,1,2,,,,
1902N0008,dolac101,1902,BRO,O,,BB,PHI190204240,0,1,,,,
1902N0009,dolac101,1902,BRO,O,,BB,SLN190205190,3,0,1902N0093,,,
1902N0010,dolac101,1902,BRO,O,,BB,BRO190206050,0,1,,,,
1902N0011,dolac101,1902,BRO,O,,BB,BSN190206260,0,1,,,,
1902N0012,dolac101,1902,BRO,O,,BB,BSN190206282,0,1,,,,
1902N0013,dolac101,1902,BRO,O,,BB,BRO190207222,0,1,,,,
1902N0014,dolac101,1902,BRO,O,,BB,SLN190208170,0,1,,,,
1902N0015,dolac101,1902,BRO,O,,SH,,8,10,,,,SHs not shown on ICI sheets
1902N0016,dolac101,1902,BRO,D,OF,DP,BRO190205290,0,1,,,,
1902N0017,donob101,1902,BRO,O,,AB,BRO190205302,4,3,,,,
1902N0018,donob101,1902,BRO,O,,BB,BRO190207260,1,0,,,,
1902N0019,donob101,1902,BRO,O,,BB,SLN190208170,1,0,,,,
1902N0020,evanr102,1902,BRO,O,,BB,BRO190208070,1,2,,,,
1902N0021,farrd102,1902,BRO,O,,BB,BRO190206140,1,0,1902N0811,,,
1902N0022,farrd102,1902,BRO,O,,BB,SLN190208170,1,0,,,,
1902N0023,farrd102,1902,BRO,O,,SH,,6,7,,,,SHs not shown on ICI sheets
1902N0024,farrd102,1902,BRO,D,1B,DP,SLN190208170,1,0,1902N0096,,,
1902N0025,farrd102,1902,BRO,D,1B,DP,PHI190210030,1,0,1902N0043,,,
1902N0026,farrd102,1902,BRO,D,C,DP,BRO190205312,1,0,1902N0038,,,
1902N0027,farrd102,1902,BRO,D,C,DP,BRO190209021,0,1,,,,
1902N0028,floot101,1902,BRO,O,,AB,BRO190205301,3,4,,,,
