ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1934A0001,bishm102,1934,BOS,O,,BB,BOS193408280,2,0,1934A0023,SWAP;PAA,,,
1934A0002,cissb101,1934,BOS,O,,AB,BOS193408252,6,5,,PAA,,,
1934A0003,cissb101,1934,BOS,O,,SH,WS1193407282,0,1,,OPP;PAA,,,
1934A0004,cissb101,1934,BOS,D,2B,G,BOS193407070,0,1,1934A0005,DUP,,,
1934A0005,cissb101,1934,BOS,D,SS,G,BOS193407070,1,0,1934A0004,DUP,,No SS in game at end,
1934A0006,cookd102,1934,BOS,O,,BB,,35,36,,ADD,,Addition error on page 1 of official sheet,
1934A0007,cookd102,1934,BOS,D,OF,G,BOS193406181,1,0,,,,,
1934A0008,cookd102,1934,BOS,D,OF,CFG,BOS193406181,1,0,,,,,Y
1934A0009,ferrr101,1934,BOS,O,,BB,BOS193407081,2,0,,OPP;PAA,,,
1934A0010,laryl101,1934,BOS,O,,AB,SLA193407140,3,2,1934A0022,SWAP;PAA,,,
1934A0011,laryl101,1934,BOS,O,,RBI,NYA193407030,2,0,,IMP,,Officially Lary had HR and 0 RBI,
1934A0012,morge102,1934,BOS,D,1B,ERR,,15,16,,ADD,,Official sheets show 15 ERR,
1934A0013,morge102,1934,BOS,D,1B,DP,,112,111,,ADD,,Addition error on page 3 of official sheet,
1934A0014,portd101,1934,BOS,O,,G,,80,79,,COPY,,Official sheets show 80 G,
1934A0015,portd101,1934,BOS,O,,AB,,265,264,,COPY,,Official sheets show 265 AB,
1934A0016,portd101,1934,BOS,D,OF,G,,64,65,,,,Official sheets show 64 G in OF,
1934A0017,portd101,1934,BOS,D,OF,RFG,,63,64,,,,Official sheets show 63 RFG,Y
1934A0018,reync102,1934,BOS,D,OF,CFG,,65,66,,,,Official sheets show 65 CFG,Y
1934A0019,rhodg101,1934,BOS,D,P,DP,,2,1,,COPY,,Official sheets show 2 DP at P,
1934A0020,waltb102,1934,BOS,D,3B,G,SLA193405180,0,1,1934A0021,DUP,,,
1934A0021,waltb102,1934,BOS,D,3B,ERR,SLA193405180,0,2,1934A0184,,,,
1934A0184,waltb102,1934,BOS,D,2B,G,SLA193405180,1,0,1934A0185,DUP,,,
1934A0185,waltb102,1934,BOS,D,2B,ERR,SLA193405180,2,0,1934A0020,,,,
