ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1920A0011,bradc101,1920,BOS,O,,RBI,BOS192009230,2,0,,,,,
1920A0001,bailg101,1920,BOS,D,OF,LFG,DET192008010,0,1,1920A0006,DUP,,,Y
1920A0002,bailg101,1920,BOS,D,OF,LFG,DET192008021,0,1,1920A0007,DUP,,,Y
1920A0003,bailg101,1920,BOS,D,OF,LFG,DET192008022,0,1,1920A0008,DUP,,,Y
1920A0004,bailg101,1920,BOS,D,OF,LFG,DET192008030,0,1,1920A0009,DUP,,,Y
1920A0005,bailg101,1920,BOS,D,OF,LFG,DET192008040,0,1,1920A0010,DUP,,,Y
1920A0006,bailg101,1920,BOS,D,OF,CFG,DET192008010,1,0,1920A0083,DUP,,,Y
1920A0007,bailg101,1920,BOS,D,OF,CFG,DET192008021,1,0,1920A0002,DUP,,,Y
1920A0008,bailg101,1920,BOS,D,OF,CFG,DET192008022,1,0,1920A0003,DUP,,,Y
1920A0009,bailg101,1920,BOS,D,OF,CFG,DET192008030,1,0,1920A0004,DUP,,,Y
1920A0010,bailg101,1920,BOS,D,OF,CFG,DET192008040,1,0,1920A0005,DUP,,,Y
1920A0012,bradc101,1920,BOS,D,2B,DP,,24,21,,,,DPs not shown on Official sheets,Y
1920A0013,bushj102,1920,BOS,O,,AB,CHA192008080,1,0,,PAA,,,
1920A0014,bushj102,1920,BOS,D,OF,G,WS1192004230,1,0,1920A0018,,,,
1920A0015,bushj102,1920,BOS,D,OF,G,PHA192004280,1,0,1920A0017,,,,
1920A0016,bushj102,1920,BOS,D,OF,G,BOS192007120,1,0,1920A0019,,,,
1920A0017,bushj102,1920,BOS,D,OF,LFG,PHA192004280,1,0,1920A0022,,,No LF in game at start,Y
1920A0018,bushj102,1920,BOS,D,OF,RFG,WS1192004230,1,0,1920A0021,,,,Y
1920A0019,bushj102,1920,BOS,D,OF,RFG,BOS192007120,1,0,1920A0016,,,,Y
1920A0020,bushj102,1920,BOS,D,P,G,,37,35,,,,Official sheets show 37 G at P,
1920A0021,bushj102,1920,BOS,D,P,G,WS1192004230,0,1,1920A0044,,,Two P in game,
1920A0022,bushj102,1920,BOS,D,P,G,PHA192004280,0,1,1920A0015,,,Two P in game at start,
1920A0023,chape102,1920,BOS,O,,AB,DET192009170,0,1,,PAA,,,
1920A0024,devih101,1920,BOS,O,,RBI,CLE192007300,1,0,,,,,
1920A0025,foste103,1920,BOS,O,,G,DET192009170,1,0,1920A0026,,,,
1920A0026,foste103,1920,BOS,O,,AB,DET192009170,1,0,1920A0025,,,,
1920A0027,foste103,1920,BOS,O,,R,PHA192007052,0,2,1920A0058,SWAP,,,
1920A0028,foste103,1920,BOS,O,,RBI,BOS192005050,1,0,1920A0078,,,,
1920A0029,foste103,1920,BOS,O,,SH,PHA192007052,0,1,1920A0081,SWAP,,,
1920A0030,foste103,1920,BOS,D,2B,DP,,10,9,,,,DPs not shown on Official sheets,Y
1920A0031,foste103,1920,BOS,D,SS,G,SLA192009140,1,0,1920A0064,,,,
1920A0032,foste103,1920,BOS,D,3B,G,DET192009170,1,0,1920A0023,,,,
1920A0033,foste103,1920,BOS,D,3B,DP,,21,20,,,,DPs not shown on Official sheets,Y
1920A0034,grimr103,1920,BOS,D,1B,DP,,1,2,,,,DPs not shown on Official sheets,Y
1920A0035,hendt101,1920,BOS,O,,AB,CHA192006100,5,4,,PAA,,,
1920A0036,hendt101,1920,BOS,O,,BB,CHA192009110,0,1,,OPP;PAA,,,
1920A0037,hillh106,1920,BOS,D,3B,DP,,2,1,,,,DPs not shown on Official sheets,Y
1920A0038,hillh106,1920,BOS,D,OF,G,BOS192009282,1,0,1920A0039,,,,
1920A0039,hillh106,1920,BOS,D,OF,CFG,BOS192009282,1,0,1920A0038,,,No CF in game at end,Y
1920A0040,hooph101,1920,BOS,O,,BB,BOS192007171,2,0,,OPP;PAA,,,
1920A0041,hooph101,1920,BOS,O,,SH,WS1192009050,1,0,,OPP;PAA,,,
1920A0042,hooph101,1920,BOS,D,OF,DP,,4,2,,,,DPs not shown on Official sheets,Y
1920A0043,hooph101,1920,BOS,D,OF,LFG,WS1192004220,1,0,,,,No LF in game at end,Y
1920A0044,hooph101,1920,BOS,D,OF,LFG,WS1192004230,1,0,1920A0047,,,No LF in game,Y
1920A0045,hooph101,1920,BOS,D,OF,LFG,WS1192006030,1,0,1920A0048,DUP,,,Y
1920A0046,hooph101,1920,BOS,D,OF,LFG,WS1192009072,1,0,1920A0049,,,No LF in game at end,Y
1920A0047,hooph101,1920,BOS,D,OF,RFG,WS1192004230,0,1,1920A0014,,,,Y
1920A0048,hooph101,1920,BOS,D,OF,RFG,WS1192006030,0,1,1920A0045,DUP,,,Y
1920A0049,hooph101,1920,BOS,D,OF,RFG,WS1192009072,0,1,1920A0046,,,,Y
1920A0050,hoytw101,1920,BOS,O,,SO,NYA192005040,1,0,,OPP,,,
1920A0051,jones104,1920,BOS,O,,HBP,,3,2,,COPY,,Official sheets show 3 HBP,
1920A0052,jones104,1920,BOS,O,,SO,NYA192006290,1,0,1920A0074,SWAP,,,
1920A0053,jones104,1920,BOS,D,P,DP,,3,2,,,,DPs not shown on Official sheets,Y
1920A0054,karrb101,1920,BOS,O,,G,BOS192007020,1,0,1920A0055,,,,
1920A0055,karrb101,1920,BOS,O,,AB,BOS192007020,1,0,1920A0056,,,,
1920A0056,karrb101,1920,BOS,D,P,G,BOS192007020,1,0,1920A0054,,,,
1920A0057,karrb101,1920,BOS,D,P,G,BOS192009271,0,1,,,,,
1920A1615,karrb101,1920,BOS,D,P,DP,,1,0,,,,DPs not shown on Official sheets,
1920A0058,mcins101,1920,BOS,O,,R,PHA192007052,1,0,1920A0094,SWAP,,,
1920A0059,mcins101,1920,BOS,O,,RBI,PHA192007052,1,0,,IMP,,Officially McInnis had HR and 0 RBI,
1920A0061,mcnam101,1920,BOS,O,,SH,NYA192005040,0,1,,OPP;PAA,,,
1920A0062,mcnam101,1920,BOS,D,1B,G,SLA192009150,1,0,,,,No 1B in game at start,
1920A0063,mcnam101,1920,BOS,D,2B,DP,,43,42,,,,DPs not shown on Official sheets,
1920A0064,mcnam101,1920,BOS,D,SS,G,SLA192009140,1,0,1920A0031,,,No SS in game at end,
1920A0065,ormeg101,1920,BOS,O,,BB,DET192009170,2,0,,OPP;PAA,,,
1920A0067,pascb102,1920,BOS,D,OF,LFG,CHA192009110,1,0,1920A0070,DUP,,,Y
1920A0068,pascb102,1920,BOS,D,OF,CFG,DET192009170,1,0,1920A0071,DUP,,,Y
1920A0069,pascb102,1920,BOS,D,OF,CFG,BOS192009281,1,0,1920A0072,DUP,,,Y
1920A0070,pascb102,1920,BOS,D,OF,RFG,CHA192009110,0,1,1920A0067,DUP,,,Y
1920A0071,pascb102,1920,BOS,D,OF,RFG,DET192009170,0,1,1920A0068,DUP,,,Y
