Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"20210401","0","Thu","TOR","AL",1,"NYA","AL",1,"d","",""
"20210401","0","Thu","CLE","AL",1,"DET","AL",1,"d","",""
"20210401","0","Thu","BAL","AL",1,"BOS","AL",1,"d","Rain","20210402"
"20210401","0","Thu","MIN","AL",1,"MIL","NL",1,"d","",""
"20210401","0","Thu","PIT","NL",1,"CHN","NL",1,"d","",""
"20210401","0","Thu","ATL","NL",1,"PHI","NL",1,"d","",""
"20210401","0","Thu","ARI","NL",1,"SDN","NL",1,"d","",""
"20210401","0","Thu","LAN","NL",1,"COL","NL",1,"d","",""
"20210401","0","Thu","SLN","NL",1,"CIN","NL",1,"d","",""
"20210401","0","Thu","TBA","AL",1,"MIA","NL",1,"d","",""
"20210401","0","Thu","TEX","AL",1,"KCA","AL",1,"d","",""
"20210401","0","Thu","NYN","NL",1,"WAS","NL",1,"n","Covid","20210619"
"20210401","0","Thu","CHA","AL",1,"ANA","AL",1,"n","",""
"20210401","0","Thu","HOU","AL",1,"OAK","AL",1,"n","",""
"20210401","0","Thu","SFN","NL",1,"SEA","AL",1,"n","",""
"20210402","0","Fri","TBA","AL",2,"MIA","NL",2,"n","",""
"20210402","0","Fri","LAN","NL",2,"COL","NL",2,"n","",""
"20210402","0","Fri","CHA","AL",2,"ANA","AL",2,"n","",""
"20210402","0","Fri","HOU","AL",2,"OAK","AL",2,"n","",""
"20210402","0","Fri","ARI","NL",2,"SDN","NL",2,"n","",""
"20210402","0","Fri","SFN","NL",2,"SEA","AL",2,"n","",""
"20210403","0","Sat","TOR","AL",2,"NYA","AL",2,"d","",""
"20210403","0","Sat","BAL","AL",2,"BOS","AL",2,"d","",""
"20210403","0","Sat","CLE","AL",2,"DET","AL",2,"d","",""
"20210403","0","Sat","TEX","AL",2,"KCA","AL",2,"d","",""
"20210403","0","Sat","PIT","NL",2,"CHN","NL",2,"d","",""
"20210403","0","Sat","ATL","NL",2,"PHI","NL",2,"d","",""
"20210403","0","Sat","NYN","NL",2,"WAS","NL",2,"d","Covid","20210628"
"20210403","0","Sat","HOU","AL",3,"OAK","AL",3,"d","",""
