Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"19430420","0","Tue","PHA","AL",1,"WS1","AL",1,"D","",""
"19430421","0","Wed","NY1","NL",1,"BRO","NL",1,"D","Inclement weather","19430623"
"19430421","0","Wed","PHI","NL",1,"BSN","NL",1,"D","Inclement weather","19430623"
"19430421","0","Wed","PIT","NL",1,"CHN","NL",1,"D","",""
"19430421","0","Wed","SLN","NL",1,"CIN","NL",1,"D","",""
"19430421","0","Wed","DET","AL",1,"CLE","AL",1,"D","",""
"19430421","0","Wed","WS1","AL",2,"NYA","AL",1,"D","Inclement weather","19430623"
"19430421","0","Wed","BOS","AL",1,"PHA","AL",2,"D","Inclement weather","19430423"
"19430421","0","Wed","CHA","AL",1,"SLA","AL",1,"D","",""
"19430422","0","Thu","NY1","NL",2,"BRO","NL",2,"D","",""
"19430422","0","Thu","PHI","NL",2,"BSN","NL",2,"D","Rain","19430916"
"19430422","0","Thu","PIT","NL",2,"CHN","NL",2,"D","",""
"19430422","0","Thu","SLN","NL",2,"CIN","NL",2,"D","",""
"19430422","0","Thu","DET","AL",2,"CLE","AL",2,"D","",""
"19430422","0","Thu","WS1","AL",3,"NYA","AL",2,"D","",""
"19430422","0","Thu","BOS","AL",2,"PHA","AL",3,"D","",""
"19430422","0","Thu","CHA","AL",2,"SLA","AL",2,"D","Rain","19430624"
"19430424","0","Sat","PHI","NL",3,"BRO","NL",3,"D","",""
"19430424","0","Sat","NY1","NL",3,"BSN","NL",3,"D","",""
"19430424","0","Sat","PIT","NL",3,"CHN","NL",3,"D","",""
"19430424","0","Sat","SLN","NL",3,"CIN","NL",3,"D","",""
"19430424","0","Sat","DET","AL",3,"CLE","AL",3,"D","",""
"19430424","0","Sat","WS1","AL",4,"NYA","AL",3,"D","",""
"19430424","0","Sat","BOS","AL",3,"PHA","AL",4,"D","",""
"19430424","0","Sat","CHA","AL",3,"SLA","AL",3,"D","",""
"19430425","0","Sun","PHI","NL",4,"BRO","NL",4,"D","",""
"19430425","0","Sun","NY1","NL",4,"BSN","NL",4,"D","",""
"19430425","0","Sun","PIT","NL",4,"CHN","NL",4,"D","",""
"19430425","0","Sun","SLN","NL",4,"CIN","NL",4,"D","",""
"19430425","1","Sun","DET","AL",4,"CLE","AL",4,"D","",""
"19430425","2","Sun","DET","AL",5,"CLE","AL",5,"D","",""
"19430425","0","Sun","BOS","AL",4,"NYA","AL",4,"D","",""
"19430425","1","Sun","WS1","AL",5,"PHA","AL",5,"D","",""
"19430425","2","Sun","WS1","AL",6,"PHA","AL",6,"D","",""
"19430425","1","Sun","CHA","AL",4,"SLA","AL",4,"D","",""
"19430425","2","Sun","CHA","AL",5,"SLA","AL",5,"D","Inclement weather","19430624"
"19430427","0","Tue","NYA","AL",5,"BOS","AL",5,"D","",""
"19430427","0","Tue","CLE","AL",6,"CHA","AL",6,"D","",""
"19430427","0","Tue","SLA","AL",6,"DET","AL",6,"D","Inclement weather","19430902"
"19430427","0","Tue","BSN","NL",5,"NY1","NL",5,"D","",""
"19430427","0","Tue","BRO","NL",5,"PHI","NL",5,"D","",""
"19430427","0","Tue","CIN","NL",5,"PIT","NL",5,"D","",""
"19430427","0","Tue","CHN","NL",5,"SLN","NL",5,"D","",""
"19430427","0","Tue","PHA","AL",7,"WS1","AL",7,"D","",""
"19430428","0","Wed","NYA","AL",6,"BOS","AL",6,"D","",""
"19430428","0","Wed","CLE","AL",7,"CHA","AL",7,"D","",""
"19430428","0","Wed","SLA","AL",7,"DET","AL",7,"D","",""
"19430428","0","Wed","BSN","NL",6,"NY1","NL",6,"D","",""
"19430428","0","Wed","BRO","NL",6,"PHI","NL",6,"D","",""
"19430428","0","Wed","CIN","NL",6,"PIT","NL",6,"D","",""
"19430428","0","Wed","CHN","NL",6,"SLN","NL",6,"D","",""
"19430428","0","Wed","PHA","AL",8,"WS1","AL",8,"D","",""
"19430429","0","Thu","NYA","AL",7,"BOS","AL",7,"D","",""
"19430429","0","Thu","CLE","AL",8,"CHA","AL",8,"D","Rain","19430619"
"19430429","0","Thu","SLA","AL",8,"DET","AL",8,"D","",""
"19430429","0","Thu","BSN","NL",7,"NY1","NL",7,"D","",""
"19430429","0","Thu","BRO","NL",7,"PHI","NL",7,"D","",""
"19430429","0","Thu","CIN","NL",7,"PIT","NL",7,"D","",""
"19430429","0","Thu","CHN","NL",7,"SLN","NL",7,"D","",""
"19430429","0","Thu","PHA","AL",9,"WS1","AL",9,"D","",""
"19430430","0","Fri","PHA","AL",10,"BOS","AL",8,"D","Inclement weather","19430615"
"19430430","0","Fri","SLA","AL",9,"CHA","AL",9,"D","Inclement weather","19430616"
