ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1974A0001","robib104",1974,"BAL","O",,"GDP","BAL197406290",1,0,,,,
"1974A0002","blact101",1974,"BOS","O",,"GDP","TEX197407190",0,1,,,,
"1974A0004","brigj102",1974,"MIL","O",,"SO","MIL197409170",2,3,,,,
"1974A0005","colub101",1974,"MIL","O",,"SO","KCA197408090",1,0,,,,
"1974A0006","colub101",1974,"MIL","O",,"GDP","BAL197407270",1,0,,,,
"1974A0007","colub101",1974,"MIL","O",,"GDP","MIL197408030",1,0,,,,
"1974A0009","hansb101",1974,"MIL","O",,"GDP","NYA197409022",1,0,,,,
"1974A0010","johnd103",1974,"MIL","O",,"GDP",,5,4,,"COPY",,
"1974A0011","may-d101",1974,"MIL","O",,"SO","KCA197408090",0,1,,,,
"1974A0012","moorc001",1974,"MIL","O",,"GDP","KCA197408110",0,1,,,,
"1974A0015","egant101",1974,"CAL","O",,"SB","KCA197409240",1,0,,,,
"1974A0016","bradb105",1974,"CHA","O",,"GDP","BAL197408150",0,1,,,,
"1974A0017","brinc101",1974,"CHA","O",,"G","BOS197406010",1,0,,,,
"1974A0018","dentb001",1974,"CHA","O",,"SO","CAL197409070",0,1,,,,
"1974A0019","hairj001",1974,"CHA","O",,"CS","CHA197410020",0,1,,,,
"1974A0020","ortaj001",1974,"CHA","O",,"SO","CAL197409070",1,0,,,,
"1974A0021","santr102",1974,"CHA","O",,"BB","KCA197406250",1,0,,,,
"1974A0022","sharb102",1974,"CHA","O",,"BB","KCA197406250",0,1,,,,
"1974A0023","whitf001",1974,"KCA","O",,"GDP","KCA197409050",1,0,,,,
"1974A0024","nortb101",1974,"OAK","O",,"GDP","OAK197404142",0,1,,,,
"1974A0025","lovij102",1974,"TEX","O",,"GDP","TEX197408290",0,1,,,,
"1974A0026","perrj102",1974,"CLE","P",,"SO","MIL197409170",4,5,,,,
"1974A0027","petef101",1974,"CLE","P",,"WP","CLE197407012",1,0,,,,
"1974A0028","colbj101",1974,"MIL","P",,"WP","MIL197404160",2,3,,,,
"1974A0029","sprae101",1974,"MIL","P",,"WP","MIL197404120",1,0,,,,
"1974A0030","travb101",1974,"MIL","P",,"BK","CLE197407012",1,0,,,,
"1974A0032","langd101",1974,"CAL","P",,"HR","NYA197408230",1,0,,,,
"1974A0034","locks101",1974,"CAL","P",,"HR","NYA197408230",0,1,,,,
"1974A0035","allel101",1974,"CHA","P",,"WP","CAL197407310",1,0,,,,
"1974A0038","holtk101",1974,"OAK","P",,"WP","KCA197404100",0,1,,,,
"1974A0040","burlr001",1974,"BOS","D","3B","G","BOS197409210",0,1,,,,
"1974A0041","burlr001",1974,"BOS","D","SS","G","BOS197409210",1,0,,,,
"1974A0042","meolr101",1974,"CAL","D","1B","G","CAL197409092",0,1,,,,
"1974A0043","brinc101",1974,"CHA","D","C","G","BOS197406010",1,0,,,,
"1974A0044","richl101",1974,"CHA","D","SS","G","CAL197409070",1,0,,,,
"1974A0045","alval101",1974,"CLE","D","SS","G","KCA197408272",1,0,,,,
"1974A0046","alval101",1974,"CLE","D","2B","G","MIL197407040",1,0,,,,
"1974A0047","hermr101",1974,"CLE","D","2B","G","CLE197404270",1,0,,,,
"1974A0048","torrr101",1974,"CLE","D","OF","RFG","CLE197404270",1,0,,,,
"1974A0049","torrr101",1974,"CLE","D","OF","G","CLE197404270",1,0,,,,
"1974A0050","knoxj101",1974,"DET","D","3B","G","CLE197407280",1,0,,,,
"1974A0051","knoxj101",1974,"DET","D","2B","G","CLE197407280",0,1,,,,
"1974A0052","mcrah001",1974,"KCA","D","3B","G","KCA197405190",1,0,,,,
"1974A0053","solat101",1974,"KCA","D","OF","RFG","TEX197404160",0,1,,,,
"1974A0054","solat101",1974,"KCA","D","OF","G","TEX197404160",0,1,,,,
"1974A0055","hanel101",1974,"OAK","D","1B","G","CHA197405190",0,1,,,,
"1974A0056","tenag101",1974,"OAK","D","2B","G","TEX197404070",0,1,,,,
"1974A0057","randl101",1974,"TEX","D","SS","G","OAK197409080",0,1,,,,
"1974A0059","randl101",1974,"TEX","D","OF","G","TEX197408070",0,1,,,,
"1974A0060","randl101",1974,"TEX","D","OF","LFG","TEX197408070",0,1,,,,
"1974A0061","chald101",1974,"CAL","D","3B","ERR","CAL197409092",1,0,,,,
"1974A0062","doyld102",1974,"CAL","D","2B","ERR","CAL197409092",1,0,,,,
"1974A0063","nettm101",1974,"CAL","D","OF","ERR","KCA197409240",1,0,,,,
"1974A0064","suthg101",1974,"DET","D","2B","ERR","NYA197409080",0,1,,,,
"1974A0065","martb001",1974,"KCA","D","C","ERR","CHA197410020",0,1,,,,
"1974A0066","schap101",1974,"KCA","D","3B","ERR","TEX197404160",0,1,,,,
"1974A0067","whitf001",1974,"KCA","D","SS","ERR",,3,4,,"COPY",,
"1974A0068","whitf001",1974,"KCA","D","2B","ERR",,7,6,,"COPY",,
"1974A0069","masoj101",1974,"NYA","D","SS","ERR","NYA197408250",1,0,,,,
"1974A0070","nettg001",1974,"NYA","D","3B","ERR","NYA197408250",1,2,,,,
"1974A0071","bakef101",1974,"BAL","D","2B","DP","MIL197409100",1,0,,,,
"1974A0072","belam101",1974,"BAL","D","SS","DP","BOS197409210",1,0,,,,
"1974A0073","belam101",1974,"BAL","D","SS","DP","MIL197409100",2,1,,,,
"1974A0074","cabee001",1974,"BAL","D","1B","DP","MIL197409100",2,1,,,,
"1974A0075","wille101",1974,"BAL","D","1B","DP","BOS197409210",1,0,,,,
"1974A0076","burlr001",1974,"BOS","D","2B","DP",,25,24,,"COPY",,
"1974A0077","chald101",1974,"CAL","D","3B","DP","CHA197409132",2,1,,,,
"1974A0078","doyld102",1974,"CAL","D","2B","DP","CLE197407170",1,0,,,,
"1974A0079","doyld102",1974,"CAL","D","2B","DP","CHA197409132",2,1,,,,
"1974A0080","llenw101",1974,"CAL","D","2B","DP","CHA197409132",1,0,,,,
"1974A0081","mccrt102",1974,"CAL","D","1B","DP","CAL197405030",2,1,,,,
"1974A0082","olivb101",1974,"CAL","D","1B","DP","CLE197407160",2,1,,,,
"1974A0083","olivb101",1974,"CAL","D","1B","DP","CLE197407170",1,0,,,,
"1974A0084","dentb001",1974,"CHA","D","SS","DP","CAL197409070",1,0,,,,
"1974A0085","johnl101",1974,"CHA","D","1B","DP","CHA197409132",2,4,,,,
"1974A0086","muset101",1974,"CHA","D","1B","DP","CHA197409132",2,0,,,,
"1974A0087","muset101",1974,"CHA","D","1B","DP","CAL197409070",1,0,,,,
"1974A0088","muset101",1974,"CHA","D","1B","DP","CHA197409131",1,2,,,,
"1974A0090","brohj101",1974,"CLE","D","2B","DP","CLE197406290",2,1,,,,
"1974A0091","chamc001",1974,"CLE","D","1B","DP","CLE197404130",2,1,,,,
"1974A0092","dufff101",1974,"CLE","D","SS","DP","CLE197404130",2,1,,,,
"1974A0095","lowej001",1974,"CLE","D","1B","DP","CLE197406290",1,0,,,,
"1974A0096","patef101",1974,"KCA","D","SS","DP","DET197408120",0,2,,,,
"1974A0097","rojac101",1974,"KCA","D","2B","DP","DET197408120",2,0,,,,
"1974A0098","whitf001",1974,"KCA","D","SS","DP","TEX197409211",1,2,,,,
"1974A0099","whitf001",1974,"KCA","D","2B","DP","TEX197409211",1,0,,,,
"1974A0101","dempr001",1974,"NYA","D","C","DP","NYA197405262",1,0,,,,
"1974A0102","masoj101",1974,"NYA","D","SS","DP","NYA197404060",0,1,,,,
"1974A0103","masoj101",1974,"NYA","D","SS","DP","NYA197408250",0,1,,,,
"1974A0104","nettg001",1974,"NYA","D","3B","DP","NYA197404060",1,0,,,,
"1974A0105","pinil001",1974,"NYA","D","OF","DP","NYA197405262",1,0,,,,
"1974A0106","hargm001",1974,"TEX","D","1B","DP","NYA197407160",2,1,,,,
"1974A0107","spenj101",1974,"TEX","D","1B","DP","TEX197405080",2,1,,,,
"1974A0108","duncd101",1974,"CLE","D","C","PB","KCA197406090",1,0,,,,
"1974A0109","duncd101",1974,"CLE","D","C","PB","CAL197407050",1,0,,,,
"1974A0110","etcha101",1974,"BAL","D","C","PB","BAL197409111",1,0,,,,
"1974A0111","herre102",1974,"CHA","D","C","PB","CHA197406080",1,0,,,,
"1974A0112","munst101",1974,"NYA","D","C","PB","NYA197406230",1,0,,,,
"1974A0113","munst101",1974,"NYA","D","C","PB","NYA197409242",1,0,,,,
"1974A0114","sundj001",1974,"TEX","D","C","PB","NYA197404270",1,0,,,,
"1974A0115","jeffj101",1974,"BAL","P",,"WP","BAL197405150",0,1,,,,
"1974A0116","bayld001",1974,"BAL","D","OF","LFG","BAL197406240",1,0,,,,
"1974A0117","bayld001",1974,"BAL","D","OF","CFG","BAL197406240",0,1,,,,
"1974A0118","bayld001",1974,"BAL","D","OF","LFG","CAL197407100",1,0,,,,
"1974A0119","coggr101",1974,"BAL","D","OF","RFG","MIL197404120",1,0,,,,
"1974A0120","coggr101",1974,"BAL","D","OF","RFG","CAL197405050",1,0,,,,
"1974A0121","coggr101",1974,"BAL","D","OF","RFG","CAL197407100",1,0,,,,
"1974A0122","figue101",1974,"CAL","P",,"BFP","CAL197409092",21,20,,,,
"1974A0123","locks101",1974,"CAL","P",,"BFP","CAL197409092",20,21,,,,
"1974A0124","forst001",1974,"CHA","P",,"BFP","KCA197406250",22,21,,,,
"1974A0125","ottej101",1974,"CHA","P",,"BFP","CAL197407310",5,6,,,,
"1974A0126","sharb102",1974,"CHA","D","OF","LFG","CHA197409132",1,0,,,,
"1974A0127","torrr101",1974,"CLE","O",,"G","CLE197404270",1,0,,,,
"1974A0128","alval101",1974,"CLE","D","SS","DP","CLE197406290",2,1,,,,
"1974A0131","lowej001",1974,"CLE","D","OF","CFG","OAK197405040",1,0,,,,
"1974A0132","lowej001",1974,"CLE","D","OF","RFG","OAK197405040",0,1,,,,
"1974A0133","torrr101",1974,"CLE","D","OF","CFG","OAK197405040",0,1,,,,
"1974A0134","perrg101",1974,"CLE","P",,"BFP","KCA197408280",33,32,,,,
"1974A0135","beenf101",1974,"CLE","P",,"BFP",,306,307,,"ADD",,
"1974A0136","hendg001",1974,"CLE","D","OF","CFG","CLE197406170",1,0,,,,
"1974A0137","hendg001",1974,"CLE","D","OF","LFG","CLE197406170",0,1,,,,
"1974A0138","lowej001",1974,"CLE","D","OF","LFG","CLE197406170",1,0,,,,
"1974A0139","lowej001",1974,"CLE","D","OF","CFG","CLE197406170",0,1,,,,
"1974A0140","torrr101",1974,"CLE","D","OF","RFG",,23,24,,"ADD",,
