ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1965N0001","lemad102",1965,"MLN","P",,"IBB","MLN196505210",3,2,,,,
"1965N0002","beckg101",1965,"CHN","D","2B","ERR","NYN196508081",1,0,,,,
"1965N0003","drysd101",1965,"LAN","D","P","ERR","NYN196508230",0,1,,,,
"1965N0005","javij101",1965,"SLN","D","2B","ERR","HOU196505290",1,0,,,,
"1965N0006","krugc101",1965,"CHN","D","C","PB","CHN196509232",0,1,,,,
"1965N0007","roznv101",1965,"CHN","D","C","PB","NYN196505270",1,0,,,,
"1965N0008","branr101",1965,"HOU","D","C","PB","HOU196505260",0,1,,,,
"1965N0009","rosej101",1965,"LAN","D","C","PB","PHI196504170",0,1,,,,
"1965N0010","baile101",1965,"CHN","O",,"GDP","LAN196507180",1,0,,,,
"1965N0011","beckg101",1965,"CHN","O",,"GDP","CHN196506010",1,0,,,,
"1965N0012","beckg101",1965,"CHN","O",,"GDP","HOU196506140",1,0,,,,
"1965N0013","clemd101",1965,"CHN","O",,"GDP","MLN196504170",1,0,,,,
"1965N0014","jackl102",1965,"CHN","O",,"GDP","HOU196506140",0,1,,,,
"1965N0015","kessd101",1965,"CHN","O",,"GDP","CHN196506302",1,0,,,,
"1965N0016","kuenh101",1965,"CHN","O",,"GDP","CHN196506120",1,0,,,,
"1965N0017","willb104",1965,"CHN","O",,"GDP","CHN196506010",0,1,,,,
"1965N0018","ellsd101",1965,"CHN","P",,"IP","CHN196508170",5.1,5.2,,,,
"1965N0019","mcdal101",1965,"CHN","P",,"IP","CHN196508170",1.2,1.1,,,,
"1965N0020","amalj101",1965,"CHN","D","SS","DP","NYN196508082",1,0,,,,
"1965N0021","amalj101",1965,"CHN","D","2B","DP","NYN196508082",0,1,,,,
"1965N0022","banke101",1965,"CHN","D","1B","DP","HOU196506160",2,0,,,,
"1965N0023","banke101",1965,"CHN","D","1B","DP","CHN196509210",1,0,,,,
"1965N0025","burte101",1965,"CHN","D","OF","CFG","NYN196508082",1,0,,,,
"1965N0026","clemd101",1965,"CHN","D","OF","G","PIT196507300",1,0,,,,
"1965N0027","clemd101",1965,"CHN","D","OF","LFG","PIT196507300",1,0,,,,
"1965N0028","clemd101",1965,"CHN","D","OF","LFG","PIT196508012",1,0,,,,
"1965N0029","clemd101",1965,"CHN","D","OF","CFG","PIT196508012",0,1,,,,
"1965N0030","ellsd101",1965,"CHN","D","P","DP","CHN196505210",1,0,,,,
"1965N0031","kessd101",1965,"CHN","D","SS","DP","CHN196507291",2,0,,,,
"1965N0032","kessd101",1965,"CHN","D","SS","DP","CHN196508170",1,0,,,,
"1965N0033","kessd101",1965,"CHN","D","SS","DP","CHN196509210",1,0,,,,
"1965N0034","santr102",1965,"CHN","D","3B","DP","SLN196506250",1,0,,,,
"1965N0035","stewj102",1965,"CHN","D","OF","G","CHN196508170",1,0,,,,
