Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"19650412","0","Mon","CLE","AL",1,"CAL","AL",1,"N","Rain","19650413"
"19650412","0","Mon","SLN","NL",1,"CHN","NL",1,"D","",""
"19650412","0","Mon","MLN","NL",1,"CIN","NL",1,"D","",""
"19650412","0","Mon","PHI","NL",1,"HOU","NL",1,"N","",""
"19650412","0","Mon","DET","AL",1,"KC1","AL",1,"N","",""
"19650412","0","Mon","NYA","AL",1,"MIN","AL",1,"D","",""
"19650412","0","Mon","LAN","NL",1,"NYN","NL",1,"D","",""
"19650412","0","Mon","SFN","NL",1,"PIT","NL",1,"D","",""
"19650412","0","Mon","BOS","AL",1,"WS2","AL",1,"D","",""
"19650413","0","Tue","CHA","AL",1,"BAL","AL",1,"D","",""
"19650413","0","Tue","SLN","NL",2,"CHN","NL",2,"D","",""
"19650413","0","Tue","MLN","NL",2,"CIN","NL",2,"N","",""
"19650413","0","Tue","DET","AL",2,"KC1","AL",2,"D","",""
"19650413","0","Tue","NYA","AL",2,"MIN","AL",2,"D","Flood conditions","19650710"
"19650413","0","Tue","SFN","NL",2,"PIT","NL",2,"N","",""
"19650414","0","Wed","CHA","AL",2,"BAL","AL",2,"D","",""
"19650414","0","Wed","NYA","AL",3,"CAL","AL",2,"N","",""
"19650414","0","Wed","SLN","NL",3,"CHN","NL",3,"D","",""
"19650414","0","Wed","CLE","AL",2,"KC1","AL",3,"N","Rain","19650613"
"19650414","0","Wed","DET","AL",3,"MIN","AL",3,"D","Rain","19650627"
"19650414","0","Wed","HOU","NL",2,"NYN","NL",2,"D","",""
"19650414","0","Wed","SFN","NL",3,"PHI","NL",2,"N","",""
"19650414","0","Wed","LAN","NL",2,"PIT","NL",3,"N","",""
"19650414","0","Wed","BOS","AL",2,"WS2","AL",2,"D","",""
"19650415","0","Thu","NYA","AL",4,"CAL","AL",3,"N","",""
"19650415","0","Thu","WS2","AL",3,"CHA","AL",3,"D","",""
"19650415","0","Thu","CLE","AL",3,"KC1","AL",4,"N","",""
"19650415","0","Thu","DET","AL",4,"MIN","AL",4,"D","",""
"19650415","0","Thu","CHN","NL",4,"MLN","NL",3,"D","",""
"19650415","0","Thu","HOU","NL",3,"NYN","NL",3,"D","",""
