ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1953A0021","fitze101",1953,"WS1","O",,"GDP","WS1195309170",1,2,,,,
"1953A0027","freeh101",1953,"BOS","P",,"HR","BOS195304240",0,1,"1953A0028","SWAP",,
"1953A0028","nixow101",1953,"BOS","P",,"HR","BOS195304240",1,0,"1953A0021","SWAP",,
"1953A0036","freeh101",1953,"BOS","O",,"GDP","BOS195305222",0,1,,,,
"1953A0046","whits103",1953,"BOS","O",,"2B","BOS195307030",0,1,,,,
"1953A0049","wilbd101",1953,"BOS","O",,"SO","BOS195308040",1,0,,,,
"1953A0053","flowb101",1953,"BOS","P",,"HBP","BOS195309140",1,0,,,,
"1953A0054","flowb101",1953,"BOS","P",,"BFP","BOS195309140",9,8,,,,
"1953A0057","deloi101",1953,"BOS","P",,"ER","BOS195309160",1,2,,,,
"1953A0058","kinde101",1953,"BOS","P",,"SH","BOS195305120",2,0,,,,
"1953A0059","kinde101",1953,"BOS","P",,"BFP","BOS195305120",4,2,,,,
"1953A0060","kinde101",1953,"BOS","P",,"SH","BOS195305100",0,2,,,,
"1953A0062","parnm101",1953,"BOS","P",,"SH","BOS195305120",1,0,,,,
"1953A0063","parnm101",1953,"BOS","P",,"BFP","BOS195305120",38,37,,,,
"1953A0064","hudss101",1953,"BOS","P",,"GS","BOS195308022",1,0,"1953A0065","SWAP",,
"1953A0065","hudss101",1953,"BOS","P",,"GS","BOS195308080",0,1,"1953A0064","SWAP",,
"1953A0066","mcdem102",1953,"BOS","P",,"BFP","BOS195305210",28,27,,,,
"1953A0067","mcdem102",1953,"BOS","P",,"SO","BOS195308180",4,3,"1953A0068",,,
"1953A0068","zerng101",1953,"PHA","O",,"SO","BOS195308180",1,0,"1953A0067",,,
"1953A0069","wrigt101",1953,"CHA","O",,"CS","BOS195306280",1,0,,,,
"1953A0070","nixow101",1953,"BOS","P",,"GS","BOS195306280",1,0,"1953A0071","SWAP",,
