ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1977N0001","asseb101",1977,"ATL","D","OF","CFG",,14,13,,"ADD",,
"1977N0002","bonnb001",1977,"ATL","D","OF","G",,74,75,,"ADD",,
"1977N0003","bonnb001",1977,"ATL","D","3B","G",,33,32,,"ADD",,
"1977N0005","bonnb001",1977,"ATL","D","OF","RFG",,11,10,,"ADD",,
"1977N0006","bonnb001",1977,"ATL","D","OF","CFG",,64,63,,"ADD",,
"1977N0007","chand101",1977,"ATL","D","2B","G","ATL197705150",1,0,,,,
"1977N0008","chand101",1977,"ATL","D","SS","G","ATL197705150",0,1,,,,
"1977N0009","montw101",1977,"ATL","D","1B","DP","CIN197710020",1,0,,,,
"1977N0010","rockp101",1977,"ATL","D","SS","ERR","PHI197708310",1,0,,,,
"1977N0011","roysj001",1977,"ATL","D","SS","G","CIN197706010",1,0,,,,
"1977N0012","roysj001",1977,"ATL","D","3B","G","CIN197706010",0,1,,,,
"1977N0013","roysj001",1977,"ATL","D","SS","DP","CIN197706010",2,0,,,,
"1977N0014","roysj001",1977,"ATL","D","3B","DP","CIN197706010",0,2,,,,
"1977N0015","roysj001",1977,"ATL","D","2B","G","ATL197704230",1,0,,,,
"1977N0016","roysj001",1977,"ATL","D","3B","DP","ATL197704250",0,1,,,,
"1977N0017","roysj001",1977,"ATL","D","2B","DP","ATL197705040",0,1,,,,
"1977N0018","cardj101",1977,"CHN","D","OF","LFG",,55,54,,"ADD",,
"1977N0019","cling101",1977,"CHN","D","OF","LFG","CHN197709250",1,0,,,,
"1977N0020","cling101",1977,"CHN","D","OF","CFG","CHN197709250",0,1,,,,
"1977N0021","cling101",1977,"CHN","D","OF","LFG","CHN197707050",0,1,,,,
"1977N0022","cling101",1977,"CHN","D","OF","G","CHN197707050",0,1,,,,
"1977N0023","dejei001",1977,"CHN","D","SS","G","NYN197709171",1,0,,,,
"1977N0024","grosg001",1977,"CHN","D","OF","LFG",,40,45,,,,
"1977N0025","kellm101",1977,"CHN","D","2B","G","NYN197709171",1,0,,,,
"1977N0026","moraj101",1977,"CHN","D","OF","RFG",,4,3,,,,
"1977N0027","borbp101",1977,"CIN","O",,"GDP",,2,1,,"ADD",,
"1977N0028","auerr101",1977,"CIN","D","SS","G","CIN197709280",1,0,,,,
"1977N0029","auerr101",1977,"CIN","D","2B","G","CIN197709280",0,1,,,,
"1977N0030","bailb103",1977,"CIN","D","1B","G",,18,19,,,,
"1977N0031","bailb103",1977,"CIN","D","OF","G",,4,3,,,,
"1977N0032","bailb103",1977,"CIN","D","1B","DP","CIN197708170",1,0,,,,
