ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1958N0001,banke101,1958,CHN,O,,R,MLN195809012,2,1,1958N0012,SWAP,,,
1958N0002,brosj101,1958,CHN,O,,SO,CHN195805140,0,1,,,,,
1958N0004,elstd101,1958,CHN,O,,SO,PHI195805220,0,1,1958N0014,SWAP,,,
1958N0005,goryj101,1958,CHN,O,,GDP,CHN195804200,1,0,,,,,
1958N0006,jackl101,1958,CHN,O,,R,LAN195809270,1,0,1958N0008,SWAP,,,
1958N0007,jackl101,1958,CHN,O,,SO,PIT195807300,2,1,1958N0018,SWAP,,,
1958N0008,longd101,1958,CHN,O,,R,LAN195809270,0,1,1958N0006,SWAP,,,
1958N0009,longd101,1958,CHN,O,,RBI,CHN195806040,2,1,1958N0016,SWAP,,,
1958N0010,longd101,1958,CHN,O,,SO,SFN195804250,0,1,,,,,
1958N0011,longd101,1958,CHN,O,,SO,CIN195807210,0,1,,,,,
1958N0012,moryw101,1958,CHN,O,,R,MLN195809012,2,3,1958N0001,SWAP,,,
1958N0013,neemc101,1958,CHN,O,,SO,PHI195805240,1,0,,,,,
1958N0014,tayls102,1958,CHN,O,,SO,PHI195805220,2,1,1958N0004,SWAP,,,
1958N0015,thomb105,1958,CHN,O,,GDP,CHN195804290,1,0,,,,,
1958N0016,walll101,1958,CHN,O,,RBI,CHN195806040,1,2,1958N0009,SWAP,,,
1958N0017,walll101,1958,CHN,O,,SO,CHN195807110,0,1,,,,,
1958N0018,walll101,1958,CHN,O,,SO,PIT195807300,0,1,1958N0007,SWAP,,,
1958N0019,bellg103,1958,CIN,O,,BB,PHI195805300,0,1,,,,,
1958N0020,bellg103,1958,CIN,O,,GDP,CHN195807161,1,0,1958N0032,SWAP,,,
1958N0021,burgs101,1958,CIN,O,,GDP,LAN195808250,1,0,,,,,
1958N0022,crowg101,1958,CIN,O,,BB,CIN195809190,1,0,,,,,
1958N0023,crowg101,1958,CIN,O,,GDP,PHI195804210,1,0,,,,,
1958N0024,crowg101,1958,CIN,O,,GDP,CHN195805080,1,0,,,,,
1958N0025,crowg101,1958,CIN,O,,GDP,SFN195808200,1,0,,,,,
1958N0026,grama101,1958,CIN,O,,SO,LAN195806030,0,1,1958N0028,SWAP,,,
1958N0027,hoakd101,1958,CIN,O,,GDP,PHI195805310,0,1,,,,,
1958N0028,lawrb103,1958,CIN,O,,SO,LAN195806030,2,1,1958N0026,SWAP,,,
1958N0029,lyncj102,1958,CIN,O,,GDP,CIN195808300,1,0,,,,,
1958N0030,lyncj102,1958,CIN,O,,GDP,SFN195806080,1,0,,,,,
1958N0031,mcmir101,1958,CIN,O,,GDP,CIN195804260,1,0,,,,,
1958N0032,mored102,1958,CIN,O,,GDP,CHN195807161,0,1,1958N0020,SWAP,,,
1958N0033,pinsv101,1958,CIN,O,,GDP,CIN195804260,1,0,,,,,
1958N0034,tempj101,1958,CIN,O,,GDP,PIT195809080,1,0,,,,,
1958N0035,adcoj101,1958,MLN,O,,IBB,CIN195808131,1,0,,,,,
1958N0036,brutb101,1958,MLN,O,,GDP,MLN195806240,1,0,,,,,
1958N0037,burdl101,1958,MLN,O,,SO,CIN195805180,1,0,,,,,
1958N0039,mantf101,1958,MLN,O,,BB,CIN195805190,0,1,1958N0040,SWAP,,,
1958N0040,mantf101,1958,MLN,O,,IBB,CIN195805190,0,1,1958N0047,SWAP,,,
1958N0041,mantf101,1958,MLN,O,,SO,CHN195806110,2,3,,,,,
1958N0042,pizaj101,1958,MLN,O,,BB,LAN195808230,1,0,1958N0045,SWAP,,,
1958N0044,roacm101,1958,MLN,O,,SO,SFN195807130,1,0,,,,,
1958N0045,robih101,1958,MLN,O,,BB,LAN195808230,0,1,1958N0042,SWAP,,,
1958N0046,torrf102,1958,MLN,O,,BB,CIN195805190,1,0,1958N0039,SWAP,,,
1958N0047,torrf102,1958,MLN,O,,IBB,CIN195805190,1,0,1958N0040,SWAP,,,
1958N0048,willc104,1958,MLN,O,,SO,PIT195809050,2,3,1958N0246,,,,
1958N0049,ashbr101,1958,PHI,O,,CS,SFN195805010,1,0,,,,,
1958N0050,ashbr101,1958,PHI,O,,CS,CHN195806050,1,0,1958N0051,COL,,,
1958N0051,ashbr101,1958,PHI,O,,GDP,CHN195806050,0,1,1958N0050,COL,,,
1958N0052,fernc102,1958,PHI,O,,RBI,CIN195807061,1,0,,,,,
1958N0053,hegaj101,1958,PHI,O,,RBI,PHI195806012,0,1,,,,,
1958N0054,kazat101,1958,PHI,O,,CS,PHI195808031,1,0,,,,,
1958N0055,lopas101,1958,PHI,O,,CS,PHI195805240,1,0,,,,,
1958N0056,mores101,1958,PHI,O,,GDP,PIT195809280,1,0,,,,,
1958N0057,rober102,1958,PHI,O,,GDP,PHI195809100,0,1,,,,,
1958N0059,sawac101,1958,PHI,O,,GDP,PHI195806292,1,0,1958N0060,SWAP,,,
1958N0060,sawac101,1958,PHI,O,,GDP,PHI195807290,0,1,1958N0059,SWAP,,,
1958N0061,clemr101,1958,PIT,O,,RBI,PIT195809142,0,1,,SWAP,,,
1958N0062,clemr101,1958,PIT,O,,GDP,PIT195805090,0,1,,,,,
1958N0064,foilh101,1958,PIT,O,,RBI,PIT195809142,1,0,,SWAP,,,
1958N0065,foilh101,1958,PIT,O,,IBB,PHI195809190,0,1,,,,,
1958N0066,frieb102,1958,PIT,O,,GDP,PIT195809142,0,1,,,,,
1958N0067,groad101,1958,PIT,O,,BB,PIT195808101,1,2,,,,,
1958N0068,grosd101,1958,PIT,O,,SO,PIT195809080,1,0,,,,,
1958N0069,klust101,1958,PIT,O,,GDP,LAN195804300,1,0,,,,,
1958N0070,mazeb101,1958,PIT,O,,SO,PIT195806190,2,0,1958N0072,SWAP,,,
1958N0071,mejir101,1958,PIT,O,,2B,PIT195806210,1,0,,,,,
1958N0072,mejir101,1958,PIT,O,,SO,PIT195806190,0,2,1958N0070,SWAP,,,
1958N0073,portb102,1958,PIT,O,,AB,SLN195807132,0,1,1958N0084,SWAP,,,
1958N0074,powej103,1958,PIT,O,,SO,PIT195808032,1,0,,,,,
1958N0075,raydc101,1958,PIT,O,,SO,PIT195808090,2,1,,,,,
1958N0076,skinb101,1958,PIT,O,,R,SFN195807190,0,1,1958N0080,SWAP,,,
1958N0077,skinb101,1958,PIT,O,,SO,SFN195806110,0,1,,,,,
1958N0078,stevr101,1958,PIT,O,,SO,PIT195805310,1,0,,,,,
1958N0079,stevr101,1958,PIT,O,,GDP,PHI195805182,1,0,,,,,
1958N0080,thomf103,1958,PIT,O,,R,SFN195807190,2,1,1958N0076,SWAP,,,
1958N0082,virdb101,1958,PIT,O,,SO,PIT195807010,1,0,,,,,
1958N0084,wittr101,1958,PIT,O,,AB,SLN195807132,1,0,,SWAP,,,
1958N0085,alouf101,1958,SFN,O,,R,SFN195809011,1,0,,SWAP,,,
1958N0086,alouf101,1958,SFN,O,,SO,PHI195806221,3,2,1958N0116,SWAP,,,
1958N0087,alouf101,1958,SFN,O,,CS,PIT195807272,0,1,,,,,
1958N0088,antoj103,1958,SFN,O,,CS,SFN195804260,1,0,1958N0089,COL,,,
1958N0089,antoj103,1958,SFN,O,,GDP,SFN195804260,0,1,1958N0088,COL,,,
1958N0090,antoj103,1958,SFN,O,,GDP,SFN195809260,0,1,1958N0096,SWAP,,,
1958N0091,branj101,1958,SFN,O,,SO,SFN195808310,1,0,1958N0093,SWAP,,,
1958N0092,cepeo101,1958,SFN,O,,BB,SFN195809011,0,1,,SWAP,,,
1958N0093,cepeo101,1958,SFN,O,,SO,SFN195808310,0,1,1958N0091,SWAP,,,
1958N0094,cepeo101,1958,SFN,O,,CS,SFN195804240,1,0,,,,,
