Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"19580414","0","Mon","BOS","AL",1,"WS1","AL",1,"D","",""
"19580415","0","Tue","WS1","AL",2,"BAL","AL",1,"D","",""
"19580415","0","Tue","NYA","AL",1,"BOS","AL",2,"D","",""
"19580415","0","Tue","DET","AL",1,"CHA","AL",1,"D","",""
"19580415","0","Tue","PHI","NL",1,"CIN","NL",1,"D","",""
"19580415","0","Tue","KC1","AL",1,"CLE","AL",1,"D","",""
"19580415","0","Tue","PIT","NL",1,"MLN","NL",1,"D","",""
"19580415","0","Tue","LAN","NL",1,"SFN","NL",1,"D","",""
"19580415","0","Tue","CHN","NL",1,"SLN","NL",1,"N","",""
"19580416","0","Wed","NYA","AL",2,"BOS","AL",3,"D","",""
"19580416","0","Wed","DET","AL",2,"CHA","AL",2,"D","",""
"19580416","0","Wed","KC1","AL",2,"CLE","AL",2,"D","",""
"19580416","0","Wed","LAN","NL",2,"SFN","NL",2,"N","",""
"19580417","0","Thu","WS1","AL",3,"BAL","AL",2,"N","",""
"19580417","0","Thu","NYA","AL",3,"BOS","AL",4,"D","",""
"19580417","0","Thu","DET","AL",3,"CHA","AL",3,"D","",""
"19580417","0","Thu","KC1","AL",3,"CLE","AL",3,"D","",""
"19580417","0","Thu","PIT","NL",2,"MLN","NL",2,"D","",""
"19580417","0","Thu","LAN","NL",3,"SFN","NL",3,"D","",""
"19580417","0","Thu","CHN","NL",2,"SLN","NL",2,"N","",""
"19580418","0","Fri","SLN","NL",3,"CHN","NL",3,"D","",""
"19580418","0","Fri","CLE","AL",4,"DET","AL",4,"D","",""
"19580418","0","Fri","CHA","AL",4,"KC1","AL",4,"D","",""
"19580418","0","Fri","SFN","NL",4,"LAN","NL",4,"D","",""
"19580418","0","Fri","BAL","AL",3,"NYA","AL",4,"D","",""
"19580418","0","Fri","MLN","NL",3,"PHI","NL",2,"N","",""
"19580418","0","Fri","CIN","NL",2,"PIT","NL",3,"D","",""
"19580419","0","Sat","SLN","NL",4,"CHN","NL",4,"D","",""
"19580419","0","Sat","CLE","AL",5,"DET","AL",5,"D","",""
"19580419","0","Sat","CHA","AL",5,"KC1","AL",5,"N","Rain","19580512"
"19580419","0","Sat","SFN","NL",5,"LAN","NL",5,"D","",""
"19580419","0","Sat","BAL","AL",4,"NYA","AL",5,"D","",""
"19580419","0","Sat","MLN","NL",4,"PHI","NL",3,"D","",""
