ID,last,first
addyb101,Addy,Bob
allia101,Allison,Art
allid101,Allison,Doug
alstd901,Alston,Dave
arnob101,Arnold,Billy
averh901,Avery,Ham
barlt101,Barlow,Tom
barrj901,Barron,Jim
bealt101,Beals,Tommy
bielo101,Bielaski,Oscar
bigew901,Bigelow,W.J.
blodc901,Blodgett,William
boarf101,Boardman,Frederick
bomet901,Bomeisler,Theo
bondt101,Bond,Tommy
boydb101,Boyd,Bill
bradf101,Bradley,Foghorn
braia102,Brainard,Asa
brucd901,Bruce,David
caret101,Carey,Tom
cassj103,Cassidy,John
cavah901,Cavanaugh,Harry
clapj101,Clapp,John
clinj101,Clinton,Jim
colld102,Collins,Dan
conef101,Cone,Fred
cuthn101,Cuthbert,Ned
danic901,Daniels,Charles
dehlh101,Dehlman,Herman
dolew901,Dole,W.C.
elliw901,Ellis,William
englj901,English,John
fergb101,Ferguson,Bob
fishc102,Fisher,Cherokee
folet101,Foley,Tom
fulmc102,Fulmer,Chick
geerb101,Geer,Billy
gerhj101,Gerhardt,Joe
goulc101,Gould,Charlie
halba901,Halbach,Al
hallg101,Hall,George
harti901,Hartenstein,Isaac
hayhh901,Hayhurst,Hicks
heubg101,Heubel,George
highd101,Higham,Dick
hodga902,Hodges,Amory
hougp901,Hough,Pliny
kahns901,Kahn,S.L.
keerg101,Keerl,George
kentj901,Kent,John
knigg101,Knight,George
lambh901,Lamb,Harry
leona101,Leonard,Andy
mackd101,Mack,Denny
malof101,Malone,Fergy
malou901,Malone,Martin
martp104,Martin,Phonney
mathb101,Mathews,Bobby
maxwc901,Maxwell,Corty
mcgem101,McGeary,Mike
mcleb901,McLean,Billy
mcvec101,McVey,Cal
meacu901,Meacham,Lewis
mincw901,Mincher,William
mitcf901,Mitchell,Franklin
moseu901,Mosely,T.E.
murnt101,Murnane,Tim
obrip901,O'Brien,Pete
paboc101,Pabor,Charlie
parkb101,Parks,Bill
pikej102,Pike,Israel
powew901,Powers,W.
quinp103,Quinn,Paddy
ramsr901,Ramsay,R.
reaca101,Reach,Al
ryanj106,Ryan,Johnny
schah101,Schafer,Harry
schrl901,Schrader,Louis
schuj901,Schuester,John
sensc101,Sensenderfer,Count
snydp101,Snyder,Pop
stahg901,Stahl,George
stirg101,Stires,Gat
sutte101,Sutton,Ezra
treaf101,Treacey,Fred
vandb901,Van Delft,Benjamin
walsm801,Walsh,Mike
whitw103,White,Will
wiggu901,Wiggins,
wirta901,Wirth,Adam
wrigh101,Wright,Harry
younn801,Young,Nick
