ID,last,first
battj102,Battin,Joe
bergf901,Berger,Frederick
blogw101,Blogg,Wes
boylh102,Boyle,Henry
bradf101,Bradley,Foghorn
burnw801,Burnham,Watch
butlo801,Butler,Ormond
carlb901,Carlin,Billy
carub101,Caruthers,Bob
chiph901,Chipman,Harry
clinj101,Clinton,Jim
connj902,Connolly,Red
connt103,Connell,Terry
crans101,Crane,Sam
crawa901,Crawford,Alexander
currf901,Curry,Frank
currw101,Curry,Wes
cusit101,Cusick,Andy
dealp101,Dealy,Pat
eagaj901,Eagan,John
ellij104,Ellick,Joe
evanj102,Evans,Jake
fergb101,Ferguson,Bob
fergc101,Ferguson,Charlie
fulmc102,Fulmer,Chick
gaffj801,Gaffney,John
galvj103,Galvin,Pud
ganzc101,Ganzel,Charlie
gillt901,Gill,Tommy
goldf101,Goldsmith,Fred
gravf101,Graves,Frank
hackm101,Hackett,Mert
kellk102,Kelly,Kick
kleiu901,Kleinbacher,Barney
mackd101,Mack,Denny
macuj101,Macullar,Jimmy
mannj102,Manning,Jim
maplb901,Mapledoram,Blake
mccah101,McCaffery,Harry
mcgud101,McGuire,Deacon
mckia101,McKinnon,Alex
mcquj902,McQuaid,Jack
mortc101,Morton,Charlie
murnt101,Murnane,Tim
murpm101,Murphy,Morgan
myerg101,Myers,George
pierg101,Pierce,Gracie
powep101,Powers,Phil
prata101,Pratt,Al
pratt101,Pratt,Tom
quesj101,Quest,Joe
quina901,Quinn,A.J.
robbj901,Robb,John
schmb104,Smith,Billy
skina101,Skinner,Al
smitp101,Smith,Pop
snydp101,Snyder,Pop
tunnw901,Tunison,William
valej101,Valentine,John
walsm801,Walsh,Mike
welcm102,Welch,Mickey
whitj102,Whitney,Jim
woodg104,Wood,George
yorkt101,York,Tom
younb901,Young,Ben
