Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Location,Postponed,Makeup
20240415,0,Monday,CIN,NL,17,SEA,AL,17,n,SEA03,,
20240415,0,Monday,WAS,NL,16,LAN,NL,19,n,LOS03,,
20240416,0,Tuesday,TEX,AL,18,DET,AL,17,d,DET05,,
20240416,0,Tuesday,MIN,AL,17,BAL,AL,17,n,BAL12,,
20240416,0,Tuesday,SFN,NL,18,MIA,NL,18,n,MIA02,,
20240416,0,Tuesday,COL,NL,18,PHI,NL,18,n,PHI13,,
20240416,0,Tuesday,ANA,AL,17,TBA,AL,18,n,STP01,,
20240416,0,Tuesday,NYA,AL,18,TOR,AL,18,n,TOR02,,
20240416,0,Tuesday,CLE,AL,18,BOS,AL,18,n,BOS07,,
20240416,0,Tuesday,PIT,NL,18,NYN,NL,18,n,NYC20,,
20240416,0,Tuesday,KCA,AL,18,CHA,AL,18,n,CHI12,,
20240416,0,Tuesday,SDN,NL,20,MIL,NL,17,n,MIL06,,
20240416,0,Tuesday,ATL,NL,18,HOU,AL,19,n,HOU03,,
20240416,0,Tuesday,CHN,NL,17,ARI,NL,18,n,PHO01,,
20240416,0,Tuesday,SLN,NL,18,OAK,AL,18,n,OAK01,,
20240416,0,Tuesday,CIN,NL,18,SEA,AL,18,n,SEA03,,
20240416,0,Tuesday,WAS,NL,17,LAN,NL,20,n,LOS03,,
20240417,0,Wednesday,SFN,NL,19,MIA,NL,19,d,MIA02,,
20240417,0,Wednesday,MIN,AL,18,BAL,AL,18,d,BAL12,,
20240417,0,Wednesday,TEX,AL,19,DET,AL,18,d,DET05,,
20240417,0,Wednesday,SDN,NL,21,MIL,NL,18,d,MIL06,,
20240417,0,Wednesday,PIT,NL,19,NYN,NL,19,d,NYC20,,
20240417,0,Wednesday,KCA,AL,19,CHA,AL,19,d,CHI12,,
20240417,0,Wednesday,ATL,NL,19,HOU,AL,20,d,HOU03,,
20240417,0,Wednesday,NYA,AL,19,TOR,AL,19,d,TOR02,,
20240417,0,Wednesday,WAS,NL,18,LAN,NL,21,d,LOS03,,
20240417,0,Wednesday,SLN,NL,19,OAK,AL,19,d,OAK01,,
20240417,0,Wednesday,CHN,NL,18,ARI,NL,19,d,PHO01,,
20240417,0,Wednesday,CIN,NL,19,SEA,AL,19,d,SEA03,,
20240417,0,Wednesday,COL,NL,19,PHI,NL,19,n,PHI13,,
20240417,0,Wednesday,ANA,AL,18,TBA,AL,19,n,STP01,,
20240417,0,Wednesday,CLE,AL,19,BOS,AL,19,n,BOS07,,
20240418,0,Thursday,TEX,AL,20,DET,AL,19,d,DET05,,
20240418,0,Thursday,ANA,AL,19,TBA,AL,20,d,STP01,,
20240418,0,Thursday,CLE,AL,20,BOS,AL,20,d,BOS07,,
20240418,0,Thursday,MIA,NL,20,CHN,NL,19,n,CHI11,,
20240418,0,Thursday,ARI,NL,20,SFN,NL,20,n,SFO03,,
20240419,0,Friday,MIA,NL,21,CHN,NL,20,d,CHI11,,
20240419,0,Friday,ANA,AL,20,CIN,NL,20,n,CIN09,,
20240419,0,Friday,CHA,AL,20,PHI,NL,20,n,PHI13,,
20240419,0,Friday,BOS,AL,21,PIT,NL,20,n,PIT08,,
20240419,0,Friday,HOU,AL,21,WAS,NL,19,n,WAS11,,
20240419,0,Friday,TBA,AL,21,NYA,AL,20,n,NYC21,,
20240419,0,Friday,OAK,AL,20,CLE,AL,21,n,CLE08,,
20240419,0,Friday,TEX,AL,21,ATL,NL,20,n,ATL03,,
20240419,0,Friday,BAL,AL,19,KCA,AL,20,n,KAN06,,
20240419,0,Friday,DET,AL,20,MIN,AL,19,n,MIN04,,
20240419,0,Friday,MIL,NL,19,SLN,NL,20,n,STL10,,
20240419,0,Friday,SEA,AL,20,COL,NL,20,n,DEN02,,
20240419,0,Friday,TOR,AL,20,SDN,NL,22,n,SAN02,,
20240419,0,Friday,NYN,NL,20,LAN,NL,22,n,LOS03,,
20240419,0,Friday,ARI,NL,21,SFN,NL,21,n,SFO03,,
20240420,0,Saturday,TBA,AL,22,NYA,AL,21,d,NYC21,,
20240420,0,Saturday,DET,AL,21,MIN,AL,20,d,MIN04,,
20240420,0,Saturday,MIL,NL,20,SLN,NL,21,d,STL10,,
20240420,0,Saturday,MIA,NL,22,CHN,NL,21,d,CHI11,,
20240420,0,Saturday,BOS,AL,22,PIT,NL,21,d,PIT08,,
20240420,0,Saturday,ARI,NL,22,SFN,NL,22,d,SFO03,,
20240420,0,Saturday,HOU,AL,22,WAS,NL,20,d,WAS11,,
20240420,0,Saturday,NYN,NL,21,LAN,NL,23,d,LOS03,,
20240420,0,Saturday,CHA,AL,21,PHI,NL,21,n,PHI13,,
20240420,0,Saturday,OAK,AL,21,CLE,AL,22,n,CLE08,,
20240420,0,Saturday,ANA,AL,21,CIN,NL,21,n,CIN09,,
20240420,0,Saturday,BAL,AL,20,KCA,AL,21,n,KAN06,,
20240420,0,Saturday,TEX,AL,22,ATL,NL,21,n,ATL03,,
20240420,0,Saturday,SEA,AL,21,COL,NL,21,n,DEN02,,
20240420,0,Saturday,TOR,AL,21,SDN,NL,23,d,SAN02,,
20240421,0,Sunday,TBA,AL,23,NYA,AL,22,d,NYC21,,
20240421,0,Sunday,CHA,AL,22,PHI,NL,22,d,PHI13,,
20240421,0,Sunday,BOS,AL,23,PIT,NL,22,d,PIT08,,
20240421,0,Sunday,HOU,AL,23,WAS,NL,21,d,WAS11,,
20240421,0,Sunday,ANA,AL,22,CIN,NL,22,d,CIN09,,
20240421,0,Sunday,OAK,AL,22,CLE,AL,23,d,CLE08,,
20240421,0,Sunday,BAL,AL,21,KCA,AL,22,d,KAN06,,
20240421,0,Sunday,DET,AL,22,MIN,AL,21,d,MIN04,,
20240421,0,Sunday,MIL,NL,21,SLN,NL,22,d,STL10,,
20240421,0,Sunday,MIA,NL,23,CHN,NL,22,d,CHI11,,
20240421,0,Sunday,SEA,AL,22,COL,NL,22,d,DEN02,,
20240421,0,Sunday,ARI,NL,23,SFN,NL,23,d,SFO03,,
20240421,0,Sunday,TOR,AL,22,SDN,NL,24,d,SAN02,,
20240421,0,Sunday,NYN,NL,22,LAN,NL,24,d,LOS03,,
20240421,0,Sunday,TEX,AL,23,ATL,NL,22,n,ATL03,,
20240422,0,Monday,OAK,AL,23,NYA,AL,23,d,NYC21,,
20240422,0,Monday,PHI,NL,23,CIN,NL,23,n,CIN09,,
20240422,0,Monday,MIL,NL,22,PIT,NL,23,n,PIT08,,
20240422,0,Monday,DET,AL,23,TBA,AL,24,n,STP01,,
20240422,0,Monday,MIA,NL,24,ATL,NL,23,n,ATL03,,
20240422,0,Monday,TOR,AL,23,KCA,AL,23,n,KAN06,,
20240422,0,Monday,CHA,AL,23,MIN,AL,22,n,MIN04,,
20240422,0,Monday,ARI,NL,24,SLN,NL,23,n,STL10,,
20240422,0,Monday,SDN,NL,25,COL,NL,23,n,DEN02,,
20240422,0,Monday,BAL,AL,22,ANA,AL,23,n,ANA01,,
20240422,0,Monday,NYN,NL,23,SFN,NL,24,n,SFO03,,
20240423,0,Tuesday,BOS,AL,24,CLE,AL,24,n,CLE08,,
20240423,0,Tuesday,PHI,NL,24,CIN,NL,24,n,CIN09,,
20240423,0,Tuesday,MIL,NL,23,PIT,NL,24,n,PIT08,,
20240423,0,Tuesday,LAN,NL,25,WAS,NL,22,n,WAS11,,
20240423,0,Tuesday,DET,AL,24,TBA,AL,25,n,STP01,,
20240423,0,Tuesday,OAK,AL,24,NYA,AL,24,n,NYC21,,
20240423,0,Tuesday,MIA,NL,25,ATL,NL,24,n,ATL03,,
20240423,0,Tuesday,HOU,AL,24,CHN,NL,23,n,CHI11,,
20240423,0,Tuesday,TOR,AL,24,KCA,AL,24,n,KAN06,,
20240423,0,Tuesday,CHA,AL,24,MIN,AL,23,n,MIN04,,
20240423,0,Tuesday,ARI,NL,25,SLN,NL,24,n,STL10,,
20240423,0,Tuesday,SEA,AL,23,TEX,AL,24,n,ARL03,,
20240423,0,Tuesday,SDN,NL,26,COL,NL,24,n,DEN02,,
20240423,0,Tuesday,BAL,AL,23,ANA,AL,24,n,ANA01,,
20240423,0,Tuesday,NYN,NL,24,SFN,NL,25,n,SFO03,,
20240424,0,Wednesday,ARI,NL,26,SLN,NL,25,d,STL10,,
20240424,0,Wednesday,NYN,NL,25,SFN,NL,26,d,SFO03,,
20240424,0,Wednesday,BAL,AL,24,ANA,AL,25,d,ANA01,,
20240424,0,Wednesday,BOS,AL,25,CLE,AL,25,n,CLE08,,
20240424,0,Wednesday,PHI,NL,25,CIN,NL,25,n,CIN09,,
20240424,0,Wednesday,MIL,NL,24,PIT,NL,25,n,PIT08,,
20240424,0,Wednesday,LAN,NL,26,WAS,NL,23,n,WAS11,,
20240424,0,Wednesday,DET,AL,25,TBA,AL,26,n,STP01,,
