Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Location,Postponed,Makeup
20240320,0,Wednesday,LAN,NL,1,SDN,NL,1,n,SEO01,,
20240321,0,Thursday,SDN,NL,2,LAN,NL,2,n,SEO01,,
20240328,0,Thursday,MIL,NL,1,NYN,NL,1,d,NYC20,,
20240328,0,Thursday,ANA,AL,1,BAL,AL,1,d,BAL12,,
20240328,0,Thursday,ATL,NL,1,PHI,NL,1,d,PHI13,,
20240328,0,Thursday,DET,AL,1,CHA,AL,1,d,CHI12,,
20240328,0,Thursday,WAS,NL,1,CIN,NL,1,d,CIN09,,
20240328,0,Thursday,NYA,AL,1,HOU,AL,1,d,HOU03,,
20240328,0,Thursday,MIN,AL,1,KCA,AL,1,d,KAN06,,
20240328,0,Thursday,PIT,NL,1,MIA,NL,1,d,MIA02,,
20240328,0,Thursday,SFN,NL,1,SDN,NL,3,d,SAN02,,
20240328,0,Thursday,TOR,AL,1,TBA,AL,1,d,STP01,,
20240328,0,Thursday,SLN,NL,1,LAN,NL,3,d,LOS03,,
20240328,0,Thursday,CHN,NL,1,TEX,AL,1,n,ARL03,,
20240328,0,Thursday,CLE,AL,1,OAK,AL,1,n,OAK01,,
20240328,0,Thursday,COL,NL,1,ARI,NL,1,n,PHO01,,
20240328,0,Thursday,BOS,AL,1,SEA,AL,1,n,SEA03,,
20240329,0,Friday,TOR,AL,2,TBA,AL,2,n,STP01,,
20240329,0,Friday,PIT,NL,2,MIA,NL,2,n,MIA02,,
20240329,0,Friday,NYA,AL,2,HOU,AL,2,n,HOU03,,
20240329,0,Friday,COL,NL,2,ARI,NL,2,n,PHO01,,
20240329,0,Friday,CLE,AL,2,OAK,AL,2,n,OAK01,,
20240329,0,Friday,SFN,NL,2,SDN,NL,4,n,SAN02,,
20240329,0,Friday,BOS,AL,2,SEA,AL,2,n,SEA03,,
20240329,0,Friday,SLN,NL,2,LAN,NL,4,n,LOS03,,
20240330,0,Saturday,MIL,NL,2,NYN,NL,2,d,NYC20,,
20240330,0,Saturday,DET,AL,2,CHA,AL,2,d,CHI12,,
20240330,0,Saturday,ANA,AL,2,BAL,AL,2,d,BAL12,,
20240330,0,Saturday,ATL,NL,2,PHI,NL,2,d,PHI13,,
20240330,0,Saturday,CLE,AL,3,OAK,AL,3,d,OAK01,,
20240330,0,Saturday,WAS,NL,2,CIN,NL,2,d,CIN09,,
20240330,0,Saturday,MIN,AL,2,KCA,AL,2,d,KAN06,,
20240330,0,Saturday,PIT,NL,3,MIA,NL,3,d,MIA02,,
20240330,0,Saturday,TOR,AL,3,TBA,AL,3,d,STP01,,
20240330,0,Saturday,CHN,NL,2,TEX,AL,2,n,ARL03,,
20240330,0,Saturday,NYA,AL,3,HOU,AL,3,n,HOU03,,
20240330,0,Saturday,SFN,NL,3,SDN,NL,5,d,SAN02,,
20240330,0,Saturday,COL,NL,3,ARI,NL,3,d,PHO01,,
20240330,0,Saturday,SLN,NL,3,LAN,NL,5,n,LOS03,,
20240330,0,Saturday,BOS,AL,3,SEA,AL,3,n,SEA03,,
20240331,0,Sunday,ANA,AL,3,BAL,AL,3,d,BAL12,,
20240331,0,Sunday,ATL,NL,3,PHI,NL,3,d,PHI13,,
20240331,0,Sunday,WAS,NL,3,CIN,NL,3,d,CIN09,,
20240331,0,Sunday,PIT,NL,4,MIA,NL,4,d,MIA02,,
20240331,0,Sunday,MIL,NL,3,NYN,NL,3,d,NYC20,,
20240331,0,Sunday,TOR,AL,4,TBA,AL,4,d,STP01,,
20240331,0,Sunday,DET,AL,3,CHA,AL,3,d,CHI12,,
20240331,0,Sunday,NYA,AL,4,HOU,AL,4,d,HOU03,,
20240331,0,Sunday,MIN,AL,3,KCA,AL,3,d,KAN06,,
20240331,0,Sunday,CHN,NL,3,TEX,AL,3,d,ARL03,,
20240331,0,Sunday,CLE,AL,4,OAK,AL,4,d,OAK01,,
20240331,0,Sunday,COL,NL,4,ARI,NL,4,d,PHO01,,
20240331,0,Sunday,SFN,NL,4,SDN,NL,6,d,SAN02,,
20240331,0,Sunday,BOS,AL,4,SEA,AL,4,d,SEA03,,
20240331,0,Sunday,SLN,NL,4,LAN,NL,6,d,LOS03,,
20240401,0,Monday,ATL,NL,4,CHA,AL,4,d,CHI12,,
20240401,0,Monday,COL,NL,5,CHN,NL,4,d,CHI11,,
20240401,0,Monday,PIT,NL,5,WAS,NL,4,d,WAS11,,
20240401,0,Monday,KCA,AL,4,BAL,AL,4,n,BAL12,,
20240401,0,Monday,ANA,AL,4,MIA,NL,5,n,MIA02,,
20240401,0,Monday,CIN,NL,4,PHI,NL,4,n,PHI13,,
20240401,0,Monday,TEX,AL,4,TBA,AL,5,n,STP01,,
20240401,0,Monday,DET,AL,4,NYN,NL,4,n,NYC20,,
20240401,0,Monday,TOR,AL,5,HOU,AL,5,n,HOU03,,
20240401,0,Monday,NYA,AL,5,ARI,NL,5,n,PHO01,,
20240401,0,Monday,BOS,AL,5,OAK,AL,5,n,OAK01,,
20240401,0,Monday,SLN,NL,5,SDN,NL,7,n,SAN02,,
20240401,0,Monday,CLE,AL,5,SEA,AL,5,n,SEA03,,
20240401,0,Monday,SFN,NL,5,LAN,NL,7,n,LOS03,,
20240402,0,Tuesday,MIN,AL,4,MIL,NL,4,d,MIL06,,
20240402,0,Tuesday,KCA,AL,5,BAL,AL,5,n,BAL12,,
20240402,0,Tuesday,ANA,AL,5,MIA,NL,6,n,MIA02,,
20240402,0,Tuesday,CIN,NL,5,PHI,NL,5,n,PHI13,,
20240402,0,Tuesday,TEX,AL,5,TBA,AL,6,n,STP01,,
20240402,0,Tuesday,DET,AL,5,NYN,NL,5,n,NYC20,,
20240402,0,Tuesday,ATL,NL,5,CHA,AL,5,n,CHI12,,
20240402,0,Tuesday,COL,NL,6,CHN,NL,5,n,CHI11,,
20240402,0,Tuesday,TOR,AL,6,HOU,AL,6,n,HOU03,,
20240402,0,Tuesday,NYA,AL,6,ARI,NL,6,n,PHO01,,
20240402,0,Tuesday,BOS,AL,6,OAK,AL,6,n,OAK01,,
20240402,0,Tuesday,SLN,NL,6,SDN,NL,8,n,SAN02,,
20240402,0,Tuesday,CLE,AL,6,SEA,AL,6,n,SEA03,,
20240402,0,Tuesday,SFN,NL,6,LAN,NL,8,n,LOS03,,
20240403,0,Wednesday,KCA,AL,6,BAL,AL,6,d,BAL12,,
20240403,0,Wednesday,CIN,NL,6,PHI,NL,6,d,PHI13,,
20240403,0,Wednesday,ANA,AL,6,MIA,NL,7,d,MIA02,,
20240403,0,Wednesday,MIN,AL,5,MIL,NL,5,d,MIL06,,
20240403,0,Wednesday,TEX,AL,6,TBA,AL,7,d,STP01,,
20240403,0,Wednesday,ATL,NL,6,CHA,AL,6,d,CHI12,,
20240403,0,Wednesday,BOS,AL,7,OAK,AL,7,d,OAK01,,
20240403,0,Wednesday,NYA,AL,7,ARI,NL,7,d,PHO01,,
20240403,0,Wednesday,SLN,NL,7,SDN,NL,9,d,SAN02,,
20240403,0,Wednesday,CLE,AL,7,SEA,AL,7,d,SEA03,,
20240403,0,Wednesday,PIT,NL,6,WAS,NL,5,n,WAS11,,
20240403,0,Wednesday,DET,AL,6,NYN,NL,6,n,NYC20,,
20240403,0,Wednesday,COL,NL,7,CHN,NL,6,n,CHI11,,
20240403,0,Wednesday,TOR,AL,7,HOU,AL,7,n,HOU03,,
20240403,0,Wednesday,SFN,NL,7,LAN,NL,9,n,LOS03,,
20240404,0,Thursday,PIT,NL,7,WAS,NL,6,d,WAS11,,
20240404,0,Thursday,CLE,AL,8,MIN,AL,6,d,MIN04,,
20240404,0,Thursday,MIA,NL,8,SLN,NL,8,d,STL10,,
20240404,0,Thursday,CHA,AL,7,KCA,AL,7,n,KAN06,,
20240405,0,Friday,TOR,AL,8,NYA,AL,8,d,NYC21,,
20240405,0,Friday,OAK,AL,8,DET,AL,7,d,DET05,,
20240405,0,Friday,LAN,NL,10,CHN,NL,7,d,CHI11,,
20240405,0,Friday,TBA,AL,8,COL,NL,8,d,DEN02,,
20240405,0,Friday,BAL,AL,7,PIT,NL,8,d,PIT08,,
20240405,0,Friday,SDN,NL,10,SFN,NL,8,d,SFO03,,
20240405,0,Friday,NYN,NL,7,CIN,NL,7,n,CIN09,,
20240405,0,Friday,PHI,NL,7,WAS,NL,7,n,WAS11,,
20240405,0,Friday,ARI,NL,8,ATL,NL,7,n,ATL03,,
20240405,0,Friday,CHA,AL,8,KCA,AL,8,n,KAN06,,
20240405,0,Friday,HOU,AL,8,TEX,AL,7,n,ARL03,,
20240405,0,Friday,SEA,AL,8,MIL,NL,6,n,MIL06,,
20240405,0,Friday,BOS,AL,8,ANA,AL,7,n,ANA01,,
20240406,0,Saturday,OAK,AL,9,DET,AL,8,d,DET05,,
20240406,0,Saturday,CLE,AL,9,MIN,AL,7,d,MIN04,,
20240406,0,Saturday,MIA,NL,9,SLN,NL,9,d,STL10,,
20240406,0,Saturday,LAN,NL,11,CHN,NL,8,d,CHI11,,
20240406,0,Saturday,BAL,AL,8,PIT,NL,9,d,PIT08,,
20240406,0,Saturday,PHI,NL,8,WAS,NL,8,d,WAS11,,
20240406,0,Saturday,NYN,NL,8,CIN,NL,8,d,CIN09,,
20240406,0,Saturday,TOR,AL,9,NYA,AL,9,n,NYC21,,
20240406,0,Saturday,HOU,AL,9,TEX,AL,8,n,ARL03,,
20240406,0,Saturday,CHA,AL,9,KCA,AL,9,n,KAN06,,
20240406,0,Saturday,SEA,AL,9,MIL,NL,7,n,MIL06,,
20240406,0,Saturday,ARI,NL,9,ATL,NL,8,n,ATL03,,
20240406,0,Saturday,TBA,AL,9,COL,NL,9,n,DEN02,,
20240406,0,Saturday,SDN,NL,11,SFN,NL,9,n,SFO03,,
20240406,0,Saturday,BOS,AL,9,ANA,AL,8,n,ANA01,,
20240407,0,Sunday,ARI,NL,10,ATL,NL,9,d,ATL03,,
20240407,0,Sunday,TOR,AL,10,NYA,AL,10,d,NYC21,,
20240407,0,Sunday,BAL,AL,9,PIT,NL,10,d,PIT08,,
20240407,0,Sunday,PHI,NL,9,WAS,NL,9,d,WAS11,,
20240407,0,Sunday,NYN,NL,9,CIN,NL,9,d,CIN09,,
20240407,0,Sunday,OAK,AL,10,DET,AL,9,d,DET05,,
20240407,0,Sunday,CHA,AL,10,KCA,AL,10,d,KAN06,,
20240407,0,Sunday,SEA,AL,10,MIL,NL,8,d,MIL06,,
20240407,0,Sunday,CLE,AL,10,MIN,AL,8,d,MIN04,,
20240407,0,Sunday,MIA,NL,10,SLN,NL,10,d,STL10,,
20240407,0,Sunday,LAN,NL,12,CHN,NL,9,d,CHI11,,
20240407,0,Sunday,TBA,AL,10,COL,NL,10,d,DEN02,,
20240407,0,Sunday,SDN,NL,12,SFN,NL,10,d,SFO03,,
20240407,0,Sunday,BOS,AL,10,ANA,AL,9,d,ANA01,,
20240407,0,Sunday,HOU,AL,10,TEX,AL,9,n,ARL03,,
20240408,0,Monday,MIL,NL,9,CIN,NL,10,n,CIN09,,
20240408,0,Monday,DET,AL,10,PIT,NL,11,n,PIT08,,
20240408,0,Monday,SEA,AL,11,TOR,AL,11,n,TOR02,,
20240408,0,Monday,NYN,NL,10,ATL,NL,10,n,ATL03,,
20240408,0,Monday,LAN,NL,13,MIN,AL,9,n,MIN04,,
20240408,0,Monday,PHI,NL,10,SLN,NL,11,n,STL10,,
20240408,0,Monday,HOU,AL,11,TEX,AL,10,n,ARL03,,
20240408,0,Monday,ARI,NL,11,COL,NL,11,n,DEN02,,
20240408,0,Monday,TBA,AL,11,ANA,AL,10,n,ANA01,,
20240408,0,Monday,CHN,NL,10,SDN,NL,13,n,SAN02,,
20240408,0,Monday,WAS,NL,10,SFN,NL,11,n,SFO03,,
20240408,0,Monday,CHA,AL,11,CLE,AL,11,0,CLE08,,
20240408,0,Monday,MIA,NL,11,NYA,AL,11,0,NYC21,,
20240409,0,Tuesday,DET,AL,11,PIT,NL,12,d,PIT08,,
20240409,0,Tuesday,BAL,AL,10,BOS,AL,11,d,BOS07,,
20240409,0,Tuesday,CHA,AL,12,CLE,AL,12,n,CLE08,,
20240409,0,Tuesday,MIL,NL,10,CIN,NL,11,n,CIN09,,
20240409,0,Tuesday,MIA,NL,12,NYA,AL,12,n,NYC21,,
20240409,0,Tuesday,SEA,AL,12,TOR,AL,12,n,TOR02,,
20240409,0,Tuesday,NYN,NL,11,ATL,NL,11,n,ATL03,,
20240409,0,Tuesday,HOU,AL,12,KCA,AL,11,n,KAN06,,
20240409,0,Tuesday,LAN,NL,14,MIN,AL,10,n,MIN04,,
20240409,0,Tuesday,PHI,NL,11,SLN,NL,12,n,STL10,,
20240409,0,Tuesday,OAK,AL,11,TEX,AL,11,n,ARL03,,
20240409,0,Tuesday,ARI,NL,12,COL,NL,12,n,DEN02,,
20240409,0,Tuesday,TBA,AL,12,ANA,AL,11,n,ANA01,,
20240409,0,Tuesday,WAS,NL,11,SFN,NL,12,n,SFO03,,
20240409,0,Tuesday,CHN,NL,11,SDN,NL,14,n,SAN02,,
20240410,0,Wednesday,LAN,NL,15,MIN,AL,11,d,MIN04,,
20240410,0,Wednesday,PHI,NL,12,SLN,NL,13,d,STL10,,
20240410,0,Wednesday,SEA,AL,13,TOR,AL,13,d,TOR02,,
20240410,0,Wednesday,ARI,NL,13,COL,NL,13,d,DEN02,,
20240410,0,Wednesday,WAS,NL,12,SFN,NL,13,d,SFO03,,
20240410,0,Wednesday,TBA,AL,13,ANA,AL,12,d,ANA01,,
20240410,0,Wednesday,CHA,AL,13,CLE,AL,13,n,CLE08,,
20240410,0,Wednesday,MIL,NL,11,CIN,NL,12,n,CIN09,,
20240410,0,Wednesday,CHN,NL,12,SDN,NL,15,d,SAN02,,
20240410,0,Wednesday,MIA,NL,13,NYA,AL,13,n,NYC21,,
20240410,0,Wednesday,BAL,AL,11,BOS,AL,12,n,BOS07,,
20240410,0,Wednesday,NYN,NL,12,ATL,NL,12,n,ATL03,,
20240410,0,Wednesday,HOU,AL,13,KCA,AL,12,n,KAN06,,
20240410,0,Wednesday,OAK,AL,12,TEX,AL,12,n,ARL03,,
20240411,0,Thursday,NYN,NL,13,ATL,NL,13,d,ATL03,,
20240411,0,Thursday,MIL,NL,12,CIN,NL,13,d,CIN09,,
20240411,0,Thursday,MIN,AL,12,DET,AL,12,d,DET05,,
20240411,0,Thursday,HOU,AL,14,KCA,AL,13,d,KAN06,,
20240411,0,Thursday,OAK,AL,13,TEX,AL,13,d,ARL03,,
20240411,0,Thursday,PIT,NL,13,PHI,NL,13,n,PHI13,,
20240411,0,Thursday,BAL,AL,12,BOS,AL,13,n,BOS07,,
20240412,0,Friday,MIN,AL,13,DET,AL,13,n,DET05,,
20240412,0,Friday,PIT,NL,14,PHI,NL,14,n,PHI13,,
20240412,0,Friday,SFN,NL,14,TBA,AL,14,n,STP01,,
20240412,0,Friday,MIL,NL,13,BAL,AL,13,n,BAL12,,
20240412,0,Friday,COL,NL,14,TOR,AL,14,n,TOR02,,
20240412,0,Friday,ANA,AL,13,BOS,AL,14,n,BOS07,,
20240412,0,Friday,NYA,AL,14,CLE,AL,14,n,CLE08,,
20240412,0,Friday,ATL,NL,14,MIA,NL,14,n,MIA02,,
20240412,0,Friday,KCA,AL,14,NYN,NL,14,n,NYC20,,
20240412,0,Friday,CIN,NL,14,CHA,AL,14,n,CHI12,,
20240412,0,Friday,TEX,AL,14,HOU,AL,15,n,HOU03,,
20240412,0,Friday,SLN,NL,14,ARI,NL,14,n,PHO01,,
20240412,0,Friday,WAS,NL,13,OAK,AL,14,n,OAK01,,
20240412,0,Friday,CHN,NL,13,SEA,AL,14,n,SEA03,,
20240412,0,Friday,SDN,NL,16,LAN,NL,16,n,LOS03,,
20240413,0,Saturday,MIN,AL,14,DET,AL,14,d,DET05,,
20240413,0,Saturday,KCA,AL,15,NYN,NL,15,d,NYC20,,
20240413,0,Saturday,CIN,NL,15,CHA,AL,15,d,CHI12,,
20240413,0,Saturday,COL,NL,15,TOR,AL,15,d,TOR02,,
20240413,0,Saturday,MIL,NL,14,BAL,AL,14,d,BAL12,,
20240413,0,Saturday,TEX,AL,15,HOU,AL,16,d,HOU03,,
20240413,0,Saturday,PIT,NL,15,PHI,NL,15,d,PHI13,,
20240413,0,Saturday,WAS,NL,14,OAK,AL,15,d,OAK01,,
20240413,0,Saturday,ANA,AL,14,BOS,AL,15,d,BOS07,,
20240413,0,Saturday,ATL,NL,15,MIA,NL,15,d,MIA02,,
20240413,0,Saturday,SFN,NL,15,TBA,AL,15,d,STP01,,
20240413,0,Saturday,NYA,AL,15,CLE,AL,15,n,CLE08,,
20240413,0,Saturday,SLN,NL,15,ARI,NL,15,d,PHO01,,
20240413,0,Saturday,SDN,NL,17,LAN,NL,17,n,LOS03,,
20240413,0,Saturday,CHN,NL,14,SEA,AL,15,n,SEA03,,
20240414,0,Sunday,MIL,NL,15,BAL,AL,15,d,BAL12,,
20240414,0,Sunday,ANA,AL,15,BOS,AL,16,d,BOS07,,
20240414,0,Sunday,PIT,NL,16,PHI,NL,16,d,PHI13,,
20240414,0,Sunday,COL,NL,16,TOR,AL,16,d,TOR02,,
20240414,0,Sunday,NYA,AL,16,CLE,AL,16,d,CLE08,,
20240414,0,Sunday,MIN,AL,15,DET,AL,15,d,DET05,,
20240414,0,Sunday,ATL,NL,16,MIA,NL,16,d,MIA02,,
20240414,0,Sunday,KCA,AL,16,NYN,NL,16,d,NYC20,,
20240414,0,Sunday,SFN,NL,16,TBA,AL,16,d,STP01,,
20240414,0,Sunday,CIN,NL,16,CHA,AL,16,d,CHI12,,
20240414,0,Sunday,TEX,AL,16,HOU,AL,17,d,HOU03,,
20240414,0,Sunday,WAS,NL,15,OAK,AL,16,d,OAK01,,
20240414,0,Sunday,SLN,NL,16,ARI,NL,16,d,PHO01,,
20240414,0,Sunday,CHN,NL,15,SEA,AL,16,d,SEA03,,
20240414,0,Sunday,SDN,NL,18,LAN,NL,18,d,LOS03,,
20240415,0,Monday,CLE,AL,17,BOS,AL,17,d,BOS07,,
20240415,0,Monday,MIN,AL,16,BAL,AL,16,n,BAL12,,
20240415,0,Monday,TEX,AL,17,DET,AL,16,n,DET05,,
20240415,0,Monday,SFN,NL,17,MIA,NL,17,n,MIA02,,
20240415,0,Monday,COL,NL,17,PHI,NL,17,n,PHI13,,
20240415,0,Monday,ANA,AL,16,TBA,AL,17,n,STP01,,
20240415,0,Monday,NYA,AL,17,TOR,AL,17,n,TOR02,,
20240415,0,Monday,PIT,NL,17,NYN,NL,17,n,NYC20,,
20240415,0,Monday,KCA,AL,17,CHA,AL,17,n,CHI12,,
20240415,0,Monday,SDN,NL,19,MIL,NL,16,n,MIL06,,
20240415,0,Monday,ATL,NL,17,HOU,AL,18,n,HOU03,,
20240415,0,Monday,CHN,NL,16,ARI,NL,17,n,PHO01,,
20240415,0,Monday,SLN,NL,17,OAK,AL,17,n,OAK01,,
